Date Time,Actual Conductivity (µS/cm) (1026742),Specific Conductivity (µS/cm) (1026742),Salinity (PSU) (1026742),Resistivity (??cm) (1026742),Density (g/cm³) (1026742),Total Dissolved Solids (ppt) (1026742),RDO Concentration (mg/L) (1003422),RDO Saturation (%Sat) (1003422),Oxygen Partial Pressure (Torr) (1003422),Chlorophyll-a Fluorescence (RFU) (1005348),pH (pH) (982925),pH mV (mV) (982925),ORP (mV) (982925),Temperature (°C) (1005261),External Voltage (V) (1005261),Battery Capacity (%) (1005261),Barometric Pressure (mm Hg) (1005261)
6/26/2023 16:30:00,38490.68,40591,26.2947,25.98032,1.017542,26.38415,9.696609,130.7871,181.2396,1.58541,8.089058,-62.78038,-12.77184,22.29092,0.018,83,754.9084
6/26/2023 16:40:00,38479.85,40570.95,26.28056,25.98763,1.017528,26.37112,9.676844,130.5346,180.8865,1.740436,8.086741,-62.64687,-12.12572,22.30148,0.018,83,754.9084
6/26/2023 16:50:00,38489.6,40577.75,26.28556,25.98105,1.017531,26.37553,9.714081,131.0506,181.6004,1.88532,8.094494,-63.10225,-10.154,22.30574,0.018,83,754.9084
6/26/2023 17:00:00,38500.5,40575.57,26.28443,25.97369,1.017526,26.37412,9.626446,129.9068,180.0103,1.627623,8.086747,-62.65163,-7.686371,22.32247,0.018,83,754.9084
6/26/2023 17:10:00,38501.86,40568.45,26.27958,25.97277,1.017519,26.36949,9.656683,130.3359,180.6017,1.924005,8.087034,-62.67071,-4.4701,22.33294,0.018,83,754.9084
6/26/2023 17:20:00,38499.81,40565.3,26.27735,25.97416,1.017517,26.36745,9.60777,129.6767,179.688,1.798696,8.083492,-62.46328,-5.907768,22.33415,0.018,83,754.9084
6/26/2023 17:30:00,38511.33,40557.32,26.27225,25.96638,1.017507,26.36226,9.535009,128.7484,178.3941,1.996265,8.076247,-62.04367,-3.3853,22.3588,0.018,83,754.9084
6/26/2023 17:40:00,38526.63,40568.64,26.28055,25.95607,1.017511,26.36962,9.592075,129.5387,179.4875,2.008958,8.079032,-62.20818,-4.887337,22.36467,0.009,83,754.9084
6/26/2023 17:50:00,38533.19,40576.34,26.28606,25.95165,1.017516,26.37462,9.521624,128.5893,178.1723,2.065902,8.071716,-61.77902,-9.345764,22.3637,0.018,83,754.9084
6/26/2023 18:00:00,38526.29,40557.88,26.27313,25.9563,1.017502,26.36262,9.480864,128.0607,177.4359,2.187886,8.069431,-61.64789,-3.862137,22.37743,0.018,83,754.9084
6/26/2023 18:10:00,38522.76,40555.54,26.27141,25.95868,1.017501,26.3611,9.423075,127.2751,176.3478,2.124784,8.065697,-61.42855,-1.754517,22.37574,0.018,83,754.9084
6/26/2023 18:20:00,38531.95,40559.03,26.27412,25.95249,1.017501,26.36337,9.206832,124.3732,172.3248,2.245893,8.055181,-60.81343,8.82888,22.38333,0.018,83,754.9084
6/26/2023 18:30:00,38515.7,40567.47,26.27937,25.96344,1.017514,26.36886,9.260547,125.032,173.2467,2.228252,8.064521,-61.35464,6.575829,22.352,0.018,83,754.9084
6/26/2023 18:40:00,38534.39,40606.16,26.3066,25.95085,1.017541,26.394,9.35768,126.3105,175.0251,2.076514,8.075664,-62.00314,13.24679,22.32874,0.018,83,754.9084
6/26/2023 18:50:00,38530.73,40608.13,26.30783,25.95331,1.017544,26.39529,9.10292,122.8568,170.2415,1.712735,8.044784,-60.19115,14.9777,22.32161,0.018,83,754.9084
6/26/2023 19:00:00,38532.16,40565.28,26.27842,25.95235,1.017506,26.36743,8.802337,118.8963,164.7383,2.444274,8.034999,-59.62849,8.616692,22.37593,0.018,83,754.9084
6/26/2023 19:10:00,38542.81,40567.83,26.28053,25.94518,1.017505,26.36909,8.840381,119.4345,165.4811,2.489661,8.028945,-59.27563,3.774406,22.38655,0.018,83,754.9084
6/26/2023 19:20:00,38557.62,40573.22,26.28473,25.93521,1.017505,26.37259,9.059018,122.4186,169.6122,2.086733,8.046344,-60.29844,3.016243,22.39905,0.018,83,754.9084
6/26/2023 19:30:00,38599.29,40574.98,26.28733,25.90721,1.017493,26.37374,9.095062,123.0221,170.4334,2.126515,8.041734,-60.03857,-1.761665,22.45066,0.018,83,754.9084
6/26/2023 19:40:00,38609.45,40556.99,26.27529,25.9004,1.017474,26.36204,9.156231,123.9194,171.6664,2.160077,8.046205,-60.30798,-4.517784,22.48587,0.018,83,754.9084
6/26/2023 19:50:00,38606.52,40562.23,26.2788,25.90236,1.01748,26.36545,8.960873,121.2556,167.9791,2.075681,8.027137,-59.18741,0.1838303,22.47564,0.036,83,754.9084
6/26/2023 20:00:00,38591.95,40564,26.27954,25.91214,1.017486,26.3666,8.837166,119.5369,165.6041,2.224662,8.014079,-58.41732,-5.05423,22.45467,0.009,83,754.9084
6/26/2023 20:10:00,38600.43,40551.4,26.27115,25.90645,1.017473,26.35841,8.652283,117.0862,162.2017,1.870955,7.994847,-57.29437,-3.833527,22.48109,0.018,83,754.9084
6/26/2023 20:20:00,38603.83,40543.11,26.26555,25.90417,1.017465,26.35302,8.520773,115.333,159.769,1.729368,7.978054,-56.31208,-7.271523,22.49568,0.018,83,754.9084
6/26/2023 20:30:00,38609.32,40514.38,26.24597,25.90048,1.017438,26.33435,8.312558,112.5879,155.9551,1.569195,7.957639,-55.12238,-6.355995,22.53813,0.018,83,754.9084
6/26/2023 20:40:00,38606.95,40479.2,26.22168,25.90207,1.017409,26.31148,8.207589,111.2314,154.0655,1.673826,7.943574,-54.3046,-7.769814,22.57842,0.018,83,754.9084
6/26/2023 20:50:00,38617.94,40480.35,26.22283,25.8947,1.017406,26.31223,8.134249,110.2635,152.7216,1.677315,7.935287,-53.82061,-8.499382,22.59121,0.018,83,754.9084
6/26/2023 21:00:00,38618.63,40422.43,26.18298,25.89424,1.017356,26.27458,8.126678,110.2789,152.7241,1.74109,7.928766,-53.45106,-11.67273,22.66368,0.009,83,754.9084
6/26/2023 21:10:00,38627.41,40371.72,26.14834,25.88836,1.01731,26.24162,7.996963,108.6416,150.4374,1.629323,7.913188,-52.54984,-11.83724,22.73789,0.018,83,754.9084
6/26/2023 21:20:00,38592.77,40247.48,26.06168,25.91159,1.017214,26.16086,7.935243,107.961,149.4669,1.321286,7.903236,-51.98479,-14.4813,22.84746,0.018,83,754.9084
6/26/2023 21:30:00,38590.94,40155.45,25.99821,25.91282,1.017135,26.10104,7.84303,106.8828,147.9453,1.48509,7.891415,-51.31006,-14.30487,22.96014,0.018,83,754.9084
6/26/2023 21:40:00,38561.65,40037.79,25.91622,25.9325,1.017043,26.02456,7.776077,106.1281,146.8728,1.438,7.878152,-50.54951,-14.66727,23.06969,0.027,83,754.9084
6/26/2023 21:50:00,38472.62,39833.97,25.77301,25.99251,1.016896,25.89208,7.685133,105.0642,145.3646,1.364601,7.866351,-49.87955,-17.14443,23.2107,0.027,82,754.9084
6/26/2023 22:00:00,38385.06,39660.76,25.651,26.0518,1.016775,25.7795,7.634055,104.4886,144.5414,1.320959,7.860537,-49.5553,-17.44485,23.31595,0.027,82,754.9084
6/26/2023 22:10:00,38312.5,39507.1,25.54293,26.10114,1.016666,25.67962,7.555708,103.5378,143.2004,1.275304,7.853727,-49.17145,-17.76194,23.41688,0.027,82,754.9084
6/26/2023 22:20:00,38222.6,39335.5,25.42202,26.16253,1.016546,25.56808,7.470967,102.4909,141.7268,1.179652,7.841736,-48.48242,-16.71528,23.51871,0.027,82,754.9084
6/26/2023 22:30:00,38142.38,39191.91,25.32072,26.21756,1.016447,25.47474,7.352328,100.9463,139.5711,1.187311,7.828761,-47.7314,-16.31474,23.59795,0.027,82,754.9084
6/26/2023 22:40:00,38033.88,39027.55,25.20437,26.29235,1.01634,25.36791,7.241522,99.48043,137.5273,1.111077,7.813838,-46.86356,-17.00616,23.66696,0.036,82,754.9084
6/26/2023 22:50:00,37919.15,38863.28,25.08795,26.3719,1.016236,25.26113,7.075612,97.24168,134.4175,0.960075,7.794085,-45.70961,-13.92579,23.72808,0.027,82,754.9084
6/26/2023 23:00:00,37824,38755.59,25.01113,26.43824,1.016174,25.19113,6.83811,93.95851,129.876,1.034766,7.766731,-44.10028,-11.2555,23.74149,0.036,82,754.9084
6/26/2023 23:10:00,37735.47,38658.98,24.94214,26.50027,1.01612,25.12834,6.574002,90.30624,124.8258,0.9014134,7.735954,-42.2883,-11.31987,23.74928,0.036,82,754.9084
6/26/2023 23:20:00,37611.36,38533.91,24.85262,26.58771,1.016053,25.04704,6.369913,87.4533,120.8829,0.8518922,7.713904,-40.98892,-3.788231,23.74653,0.036,82,754.9084
6/26/2023 23:30:00,37443.53,38364.34,24.73132,26.70688,1.015962,24.93682,6.164447,84.56884,116.8965,0.7602184,7.686229,-39.35814,-2.147911,23.74337,0.036,82,754.9084
6/26/2023 23:40:00,37166.04,38057.29,24.51258,26.90628,1.015789,24.73724,5.929612,81.28902,112.3567,0.5823511,7.658441,-37.72497,-3.242249,23.7739,0.036,82,754.9084
6/26/2023 23:50:00,36981.33,37861.19,24.37282,27.04067,1.015681,24.60977,5.814712,79.66315,110.1076,0.6415846,7.64098,-36.69739,-2.581825,23.78329,0.036,82,754.9084
6/27/2023 0:00:00,36770.46,37620.67,24.20194,27.19575,1.015543,24.45344,5.548449,75.98579,105.0185,0.6233506,7.613841,-35.10237,0.562912,23.81677,0.036,82,754.9084
6/27/2023 0:10:00,36662.76,37502.52,24.11796,27.27563,1.015477,24.37664,5.283878,72.34168,99.98008,0.4934417,7.591526,-33.78868,11.14631,23.82763,0.036,82,754.9084
6/27/2023 0:20:00,36743.15,37607.66,24.1923,27.21596,1.015542,24.44498,5.21504,71.3902,98.67065,0.5726792,7.577019,-32.93037,7.090813,23.79645,0.036,82,754.9084
6/27/2023 0:30:00,36669.93,37541.19,24.1447,27.2703,1.015509,24.40177,5.120707,70.0652,96.84138,0.4935941,7.566398,-32.30333,11.34182,23.78491,0.036,82,754.9084
6/27/2023 0:40:00,36634.15,37505.32,24.11913,27.29694,1.01549,24.37846,5.039093,68.93719,95.28244,0.3818107,7.557902,-31.80265,22.67147,23.78387,0.036,82,754.9084
6/27/2023 0:50:00,36672.35,37550.54,24.15119,27.2685,1.015517,24.40785,4.895067,66.96919,92.56377,0.310357,7.5009,-28.44334,25.58018,23.77555,0.036,82,754.9084
6/27/2023 1:00:00,36063.89,36917.02,23.7006,27.72857,1.015173,23.99606,4.441582,60.62383,83.79108,0.364035,7.511195,-29.0513,16.00289,23.79009,0.036,82,754.9084
6/27/2023 1:10:00,36444.52,37335.35,23.99746,27.43896,1.015408,24.26798,4.462694,60.97328,84.28008,0.3554671,7.467633,-26.48115,23.75628,23.75077,0.036,82,754.9084
6/27/2023 1:20:00,36163.64,37025.41,23.77751,27.65208,1.015233,24.06652,4.600212,62.80699,86.80991,0.2934969,7.451481,-25.53225,13.26109,23.78141,0.036,82,754.9084
6/27/2023 1:30:00,37283.63,38659.52,24.92979,26.82143,1.016281,25.12868,4.732922,64.30515,88.98276,1.158932,7.612896,-34.96647,11.86872,23.13665,0.027,82,754.9084
6/27/2023 1:40:00,37694.45,39333.82,25.40525,26.52911,1.016727,25.56699,5.700349,77.2197,106.9125,1.272572,7.666071,-38.05161,5.500557,22.81787,0.027,82,754.9084
6/27/2023 1:50:00,37602.7,39314.82,25.38935,26.59384,1.016742,25.55464,6.152065,83.18483,115.1907,1.489502,7.729354,-41.75425,-5.28788,22.71994,0.027,82,754.9084
6/27/2023 2:00:00,37392.28,39027.08,25.18535,26.74349,1.016564,25.3676,6.080657,82.25056,113.88,1.373401,7.718265,-41.11528,-2.631897,22.80686,0.027,82,754.9084
6/27/2023 2:10:00,37330.8,39017.25,25.1767,26.78753,1.016576,25.36121,7.011091,94.71249,131.1499,1.791023,7.819709,-47.06144,-13.15092,22.73701,0.027,82,754.9084
6/27/2023 2:20:00,37266.49,38938.32,25.12058,26.83376,1.01653,25.30991,6.836146,92.34426,127.8672,1.802742,7.813252,-46.68474,-11.02184,22.75208,0.027,82,754.9084
6/27/2023 2:30:00,37272.73,38961.29,25.13653,26.82926,1.016548,25.32484,6.940013,93.72007,129.777,1.775502,7.818466,-46.98753,-8.303871,22.73092,0.018,82,754.9084
6/27/2023 2:40:00,37331.38,39081.52,25.22079,26.78711,1.016632,25.40299,7.25713,97.91726,135.6064,1.924892,7.842474,-48.38467,-15.93089,22.65542,0.018,82,754.9084
6/27/2023 2:50:00,37441.9,39245.99,25.33705,26.70804,1.016736,25.50989,7.215446,97.31134,134.7816,1.689184,7.853698,-49.03316,-19.42371,22.59326,0.018,82,754.9084
6/27/2023 3:00:00,37689.64,39581.55,25.57512,26.53249,1.016942,25.72801,7.588437,102.3064,141.723,1.92804,7.889693,-51.12886,-24.65462,22.4975,0.018,82,754.9084
6/27/2023 3:10:00,37693.34,39587.92,25.57961,26.52988,1.016946,25.73215,7.45472,100.5005,139.2221,1.696423,7.874867,-50.25864,-20.87569,22.49438,0.018,82,754.9084
6/27/2023 3:20:00,37815.73,39733.57,25.68352,26.44402,1.017031,25.82682,7.666793,103.3818,143.2187,1.84431,7.906267,-52.09684,-25.45332,22.47291,0.018,82,754.9084
6/27/2023 3:30:00,37800.46,39711.78,25.66806,26.4547,1.017017,25.81266,7.724919,104.17,144.3088,1.873088,7.902506,-51.8775,-23.67472,22.48012,0.018,82,754.9084
6/27/2023 3:40:00,37799.95,39705.78,25.66393,26.45506,1.017012,25.80876,7.823195,105.5056,146.1573,1.911875,7.918458,-52.81448,-26.26633,22.48697,0.018,82,754.9084
6/27/2023 3:50:00,37803.32,39701.89,25.66137,26.4527,1.017008,25.80623,7.710605,104.0032,144.0738,1.685043,7.9127,-52.47831,-23.54836,22.49631,0.018,82,754.9084
6/27/2023 4:00:00,37687.95,39552.22,25.55495,26.53368,1.016918,25.70894,7.670708,103.4682,143.3239,1.439752,7.905602,-52.06823,-19.4571,22.53222,0.018,82,754.9084
6/27/2023 4:10:00,37693.34,39588.54,25.58004,26.52989,1.016947,25.73255,7.812506,105.3229,145.9027,1.925069,7.916813,-52.71912,-21.83175,22.49359,0.018,82,754.9084
6/27/2023 4:20:00,37670.31,39575.38,25.57027,26.5461,1.016943,25.724,7.852991,105.8361,146.6171,1.615284,7.923887,-53.13158,-21.49319,22.4797,0.018,82,754.9084
6/27/2023 4:30:00,37671.64,39603.33,25.58948,26.54517,1.016967,25.74216,7.882216,106.1777,147.0986,1.631263,7.931834,-53.59173,-21.67916,22.44629,0.018,82,754.9084
6/27/2023 4:40:00,37709.45,39644.57,25.61899,26.51855,1.01699,25.76897,7.815386,105.2919,145.8718,1.829367,7.926108,-53.25556,-22.52316,22.44442,0.018,82,754.9084
6/27/2023 4:50:00,37757.36,39695.21,25.65529,26.4849,1.017017,25.80189,7.7009,103.7708,143.7646,1.795499,7.914687,-52.5856,-17.46868,22.44407,0.018,82,754.9084
6/27/2023 5:00:00,37839.3,39789.44,25.72262,26.42755,1.017071,25.86314,7.71472,103.9786,144.055,1.954662,7.926019,-53.24841,-50.98318,22.43396,0.018,82,754.9084
6/27/2023 5:10:00,37854.78,39815.12,25.74074,26.41674,1.017088,25.87983,7.626842,102.7834,142.4018,1.935958,7.914509,-52.5713,-29.74247,22.4222,0.018,82,754.9084
6/27/2023 5:20:00,37906.32,39886.62,25.7915,26.38083,1.017132,25.9263,7.748776,104.4164,144.6696,1.960037,7.932951,-53.64895,-26.65734,22.40062,0.009,82,754.9084
6/27/2023 5:30:00,37897.36,39872.44,25.78148,26.38706,1.017123,25.91709,7.670651,103.3687,143.2165,2.087367,7.922444,-53.03383,-23.06199,22.40655,0.018,82,754.9084
6/27/2023 5:40:00,37961.99,39969.28,25.85006,26.34214,1.017184,25.98003,7.818097,105.3295,145.942,2.151192,7.941461,-54.14248,-18.09335,22.37063,0.018,82,754.9084
6/27/2023 5:50:00,38005.72,40034.08,25.89598,26.31183,1.017225,26.02215,7.79004,104.9352,145.4013,1.947,7.931164,-53.53451,-14.86039,22.34734,0.018,82,754.9084
6/27/2023 6:00:00,38066.05,40175.69,25.99518,26.27013,1.017326,26.1142,7.585854,102.0654,141.4477,1.780163,7.914176,-52.52123,-20.81608,22.25076,0.018,82,754.9084
6/27/2023 6:10:00,38071.94,40207.02,26.01686,26.26607,1.017351,26.13456,7.655242,102.9541,142.6867,1.866549,7.924317,-53.11012,-18.86105,22.21978,0.018,82,754.9084
6/27/2023 6:20:00,38053.02,40195.5,26.00832,26.27913,1.017347,26.12707,7.631532,102.6107,142.2132,1.814974,7.916823,-52.66905,-15.94758,22.20934,0.018,82,754.9084
6/27/2023 6:30:00,38080.29,40265.01,26.05693,26.26031,1.017398,26.17226,7.55321,101.4944,140.6778,1.737175,7.908675,-52.18267,-3.196953,22.15924,0.018,82,754.9084
6/27/2023 6:40:00,38092.93,40291.64,26.07563,26.25159,1.017416,26.18956,7.574851,101.7662,141.0583,1.50808,7.91845,-52.75249,-7.991547,22.14294,0.018,82,754.9084
6/27/2023 6:50:00,38083.43,40283.57,26.06977,26.25814,1.017412,26.18432,7.52414,101.0768,140.1033,1.445032,7.90332,-51.86558,2.687218,22.1405,0.018,82,754.9084
6/27/2023 7:00:00,38091.36,40288.88,26.07368,26.25267,1.017414,26.18777,7.284012,97.86003,135.6437,1.374411,7.877226,-50.33731,5.238304,22.14429,0.018,82,754.9084
6/27/2023 7:10:00,38088.77,40290.18,26.07449,26.25446,1.017416,26.18862,7.192639,96.62415,133.9317,1.186585,7.86776,-49.7818,6.203896,22.13932,0.009,82,754.9084
6/27/2023 7:20:00,38053.75,40224.13,26.02798,26.27862,1.017371,26.14568,7.288442,97.94796,135.7587,1.215566,7.891051,-51.15271,1.435524,22.17502,0.018,82,754.9084
6/27/2023 7:30:00,38019.31,40114.15,25.95138,26.30243,1.017289,26.0742,7.329102,98.61265,136.6593,1.306576,7.8785,-50.43268,-1.563782,22.26586,0.018,82,754.9084
6/27/2023 7:40:00,38007.09,40068.54,25.91967,26.31088,1.017254,26.04455,7.302749,98.312,136.2334,1.209376,7.877487,-50.38023,-8.601898,22.30639,0.009,82,754.9084
6/27/2023 7:50:00,37993.95,40029.63,25.89254,26.31998,1.017225,26.01926,7.264336,97.83417,135.5642,1.064385,7.865563,-49.68643,-5.49292,22.33747,0.009,82,754.9084
6/27/2023 8:00:00,38006.48,40024.7,25.88957,26.3113,1.017217,26.01605,7.167349,96.5658,133.8016,0.9790553,7.862328,-49.50047,-4.584541,22.35998,0.018,82,754.9084
6/27/2023 8:10:00,38008.95,39998.33,25.87156,26.30959,1.017194,25.99891,7.064897,95.23734,131.9529,0.8967089,7.843482,-48.40136,-6.003136,22.39599,0.018,82,754.9084
6/27/2023 8:20:00,38003.83,39979.19,25.85825,26.31314,1.017179,25.98647,7.040824,94.93488,131.5301,0.8214144,7.842743,-48.36082,-6.360764,22.41311,0.018,82,754.9084
6/27/2023 8:30:00,37990.77,39955.63,25.84164,26.32218,1.017163,25.97116,6.928086,93.42648,129.4376,0.8149361,7.818318,-46.93031,-2.803558,22.42535,0.018,82,754.9084
6/27/2023 8:40:00,37946.86,39897.55,25.80034,26.35264,1.017128,25.93341,6.737927,90.86469,125.8852,0.7257782,7.797506,-45.71199,-11.36755,22.44018,0.018,82,754.9084
6/27/2023 8:50:00,37913.21,39853.07,25.76871,26.37603,1.017101,25.9045,6.683363,90.13078,124.866,0.6445792,7.785647,-45.0182,-12.00413,22.45155,0.018,82,754.9084
6/27/2023 9:00:00,37888.46,39811.88,25.73963,26.39326,1.017074,25.87772,6.640917,89.57384,124.0905,0.6538839,7.773283,-44.29579,-13.92101,22.47054,0.018,82,754.9084
6/27/2023 9:10:00,37866.39,39772.55,25.71192,26.40865,1.017047,25.85216,6.537473,88.19663,122.1784,0.549669,7.756242,-43.2992,-17.12775,22.49075,0.018,82,754.9084
6/27/2023 9:20:00,37826.46,39709.33,25.66723,26.43652,1.017006,25.81107,6.427977,86.73871,120.1533,0.5157962,7.736547,-42.14764,-14.71256,22.51746,0.018,82,754.9084
6/27/2023 9:30:00,37818.79,39681.57,25.64793,26.44188,1.016985,25.79302,6.441234,86.94669,120.4364,0.4155422,7.734861,-42.05227,-15.4922,22.54224,0.018,82,754.9084
6/27/2023 9:40:00,37803.95,39642.02,25.62031,26.45226,1.016956,25.76731,6.475158,87.438,121.1107,0.4397736,7.733285,-41.96405,-12.89582,22.57242,0.018,82,754.9084
6/27/2023 9:50:00,37778.02,39588.5,25.58274,26.47042,1.016919,25.73252,6.463819,87.31824,120.938,0.4924509,7.723291,-41.38231,-15.07973,22.60563,0.027,82,754.9084
6/27/2023 10:00:00,37729.05,39509.9,25.52723,26.50477,1.016867,25.68144,6.430302,86.89149,120.3399,0.4281432,7.717035,-41.01992,-14.68395,22.64013,0.018,82,754.9084
6/27/2023 10:10:00,37691.89,39455.15,25.48847,26.5309,1.016833,25.64585,6.359273,85.94347,119.0229,0.4562415,7.705045,-40.31897,-16.61037,22.6602,0.027,82,754.9084
6/27/2023 10:20:00,37628.86,39362.28,25.42273,26.57534,1.016774,25.58548,6.295146,85.09673,117.8433,0.4613181,7.690466,-39.46781,-18.95165,22.69438,0.027,82,754.9084
6/27/2023 10:30:00,37510.39,39213.72,25.31708,26.65928,1.016685,25.48892,6.149328,83.12167,115.1021,0.4252132,7.669399,-38.23519,-13.37504,22.72581,0.018,82,754.9084
6/27/2023 10:40:00,37373.89,39046.37,25.19801,26.75665,1.016587,25.38014,6.095699,82.38697,114.0785,0.3205192,7.657229,-37.5247,-14.66012,22.75743,0.018,82,754.9084
6/27/2023 10:50:00,37119.12,38746.73,24.98469,26.9403,1.016414,25.18537,5.979959,80.78587,111.8532,0.2732449,7.635415,-36.24916,-14.66012,22.80071,0.009,82,754.9084
6/27/2023 11:00:00,36912.28,38495.78,24.8064,27.09126,1.016267,25.02226,5.937239,80.19187,111.0221,0.3519369,7.62582,-35.69126,-16.59369,22.84637,0.018,82,754.9084
6/27/2023 11:10:00,36804.23,38340.64,24.69686,27.17079,1.016169,24.92141,6.074013,82.06907,113.6101,0.2509158,7.637354,-36.37552,-12.25447,22.90196,0.018,82,754.9084
6/27/2023 11:20:00,36659.32,38161.33,24.56971,27.27819,1.016063,24.80486,6.168763,83.344,115.3675,0.2370912,7.64239,-36.67593,-12.13764,22.9393,0.027,82,754.9084
6/27/2023 11:30:00,36522.31,37976.54,24.43913,27.38053,1.015949,24.68475,6.211719,83.94518,116.1884,0.2560699,7.642272,-36.67593,-10.81681,22.99514,0.018,82,754.9084
6/27/2023 11:40:00,16.18905,16.73303,0.006428502,61770.13,0.997475,0.01087647,9.483039,111.9561,154.8762,0.001329444,6.919151,5.822182,74.21757,23.29796,0.036,83,754.9084
6/27/2023 11:40:00,36384.28,37779.15,24.29996,27.4844,1.015825,24.55645,6.428988,86.92339,120.2956,0.2291717,7.658508,-37.63914,-9.574646,23.06692,0.018,82,754.9084
6/27/2023 11:50:00,36207.29,37549.45,24.13765,27.61875,1.015685,24.40715,6.437691,87.05605,120.4662,0.1593226,7.657158,-37.56762,-7.13324,23.12859,0.027,82,754.9084
6/27/2023 12:00:00,36034.05,37329.64,23.98233,27.75153,1.015553,24.26427,6.626677,89.61846,124.0002,0.0854509,7.67245,-38.47361,-10.74052,23.18289,0.027,82,754.9084
6/27/2023 12:10:00,35614.69,36818.8,23.62134,28.0783,1.015252,23.93222,6.951872,93.99732,130.035,0.168766,7.694755,-39.79921,-6.797066,23.28776,0.027,82,754.9084
6/27/2023 12:20:00,35983.54,37228.48,23.91171,27.79049,1.015482,24.19851,6.614468,89.52319,123.8539,0.05604985,7.700356,-40.12346,4.43483,23.24918,0.027,82,754.9084
6/27/2023 12:30:00,36056.32,37287,23.95379,27.73439,1.015507,24.23655,6.937,93.94959,129.9726,0.07523579,7.693818,-39.74199,7.634407,23.27195,0.027,82,754.9084
6/27/2023 12:40:00,35781.2,36941.92,23.71009,27.94764,1.015301,24.01225,7.158651,96.95946,134.1169,0.02676654,7.751497,-43.14661,13.66163,23.35497,0.027,82,754.9084
6/27/2023 12:50:00,35940.13,37096.77,23.82039,27.82405,1.01538,24.1129,7.49695,101.6288,140.5724,0.04578751,7.752439,-43.20383,15.52845,23.3676,0.027,82,754.9084
6/27/2023 13:00:00,35524.41,36580.13,23.45576,28.14965,1.015072,23.77708,7.697563,104.3558,144.3133,0.04984625,7.781829,-44.95144,14.51516,23.48899,0.036,82,754.9084
6/27/2023 13:10:00,35891.5,36965.86,23.72949,27.86175,1.015281,24.02781,7.496946,101.7769,140.7496,0.1044019,7.799234,-45.97425,12.46,23.47834,0.036,82,754.9084
6/27/2023 13:20:00,35873.77,36865.41,23.66025,27.87552,1.015198,23.96251,8.51599,115.7992,160.1089,0.0267795,7.909398,-52.47831,10.01859,23.59169,0.036,82,754.9084
