"Date_collected","Site","State","Quadrat","Height","Survival_status","Season"
2023-10-03,"ASHC","CT",1,45.97,"Live","fall"
2023-10-03,"ASHC","CT",1,66.45,"Live","fall"
2023-10-03,"ASHC","CT",1,32.27,"Live","fall"
2023-10-03,"ASHC","CT",1,84.31,"Live","fall"
2023-10-03,"ASHC","CT",1,53.83,"Live","fall"
2023-10-03,"ASHC","CT",1,54.15,"Live","fall"
2023-10-03,"ASHC","CT",1,117.41,"Live","fall"
2023-10-03,"ASHC","CT",2,87.87,"Live","fall"
2023-10-03,"ASHC","CT",2,96.93,"Live","fall"
2023-10-03,"ASHC","CT",2,17.62,"Live","fall"
2023-10-03,"ASHC","CT",2,119.9,"Live","fall"
2023-10-03,"ASHC","CT",2,19.99,"Live","fall"
2023-10-03,"ASHC","CT",2,22.91,"Live","fall"
2023-10-03,"ASHC","CT",2,101.58,"Live","fall"
2023-10-03,"ASHC","CT",2,14.6,"Live","fall"
2023-10-03,"ASHC","CT",2,125.91,"Live","fall"
2023-10-03,"ASHC","CT",2,123.05,"Live","fall"
2023-10-03,"ASHC","CT",2,12.27,"Live","fall"
2023-10-03,"ASHC","CT",2,139.46,"Live","fall"
2023-10-03,"ASHC","CT",2,91.61,"Live","fall"
2023-10-03,"ASHC","CT",2,24.98,"Live","fall"
2023-10-03,"ASHC","CT",2,97.96,"Live","fall"
2023-10-03,"ASHC","CT",2,24.38,"Live","fall"
2023-10-03,"ASHC","CT",2,78.62,"Live","fall"
2023-10-03,"ASHC","CT",2,15.25,"Live","fall"
2023-10-03,"ASHC","CT",2,12.78,"Live","fall"
2023-10-03,"ASHC","CT",2,147.23,"Live","fall"
2023-10-03,"ASHC","CT",2,55.74,"Live","fall"
2023-10-03,"ASHC","CT",2,71.95,"Live","fall"
2023-10-03,"ASHC","CT",2,82.13,"Live","fall"
2023-10-03,"ASHC","CT",2,93.21,"Live","fall"
2023-10-03,"ASHC","CT",2,63.87,"Live","fall"
2023-10-03,"ASHC","CT",2,105.5,"Live","fall"
2023-10-03,"ASHC","CT",2,157.4,"Live","fall"
2023-10-03,"ASHC","CT",2,83.47,"Live","fall"
2023-10-03,"ASHC","CT",2,32.2,"Live","fall"
2023-10-03,"ASHC","CT",2,114.54,"Live","fall"
2023-10-03,"ASHC","CT",2,58.3,"Live","fall"
2023-10-03,"ASHC","CT",2,96.78,"Live","fall"
2023-10-03,"ASHC","CT",2,53.92,"Live","fall"
2023-10-03,"ASHC","CT",2,47.55,"Live","fall"
2023-10-03,"ASHC","CT",2,23.76,"Live","fall"
2023-10-03,"ASHC","CT",2,109.05,"Live","fall"
2023-10-03,"ASHC","CT",2,95.32,"Live","fall"
2023-10-03,"ASHC","CT",2,115.73,"Live","fall"
2023-10-03,"ASHC","CT",2,76.09,"Live","fall"
2023-10-03,"ASHC","CT",2,129.45,"Live","fall"
2023-10-03,"ASHC","CT",2,79.48,"Live","fall"
2023-10-03,"ASHC","CT",2,46.18,"Live","fall"
2023-10-03,"ASHC","CT",2,134.19,"Live","fall"
2023-10-03,"ASHC","CT",2,24.97,"Live","fall"
2023-10-03,"ASHC","CT",2,178.86,"Live","fall"
2023-10-03,"ASHC","CT",2,52.64,"Live","fall"
2023-10-03,"ASHC","CT",2,18.36,"Live","fall"
2023-10-03,"ASHC","CT",2,17.23,"Live","fall"
2023-10-03,"ASHC","CT",2,43.57,"Live","fall"
2023-10-03,"ASHC","CT",2,39.3,"Live","fall"
2023-10-03,"ASHC","CT",2,55.71,"Live","fall"
2023-10-03,"ASHC","CT",2,101.11,"Live","fall"
2023-10-03,"ASHC","CT",2,128.99,"Live","fall"
2023-10-03,"ASHC","CT",2,70.8,"Live","fall"
2023-10-03,"ASHC","CT",2,36.84,"Live","fall"
2023-10-03,"ASHC","CT",2,30.91,"Live","fall"
2023-10-03,"ASHC","CT",2,24.06,"Live","fall"
2023-10-03,"ASHC","CT",2,66.46,"Live","fall"
2023-10-03,"ASHC","CT",2,102.08,"Live","fall"
2023-10-03,"ASHC","CT",2,112.09,"Live","fall"
2023-10-03,"ASHC","CT",2,110.4,"Live","fall"
2023-10-03,"ASHC","CT",2,148.23,"Live","fall"
2023-10-03,"ASHC","CT",2,27.15,"Live","fall"
2023-10-03,"ASHC","CT",2,180.24,"Live","fall"
2023-10-03,"ASHC","CT",2,71.18,"Live","fall"
2023-10-03,"ASHC","CT",2,83.3,"Live","fall"
2023-10-03,"ASHC","CT",2,135.98,"Live","fall"
2023-10-03,"ASHC","CT",2,78.97,"Live","fall"
2023-10-03,"ASHC","CT",2,154.88,"Live","fall"
2023-10-03,"ASHC","CT",2,138.39,"Live","fall"
2023-10-03,"ASHC","CT",2,16.17,"Live","fall"
2023-10-03,"ASHC","CT",2,23.68,"Live","fall"
2023-10-03,"ASHC","CT",2,23,"Live","fall"
2023-10-03,"ASHC","CT",2,110.84,"Live","fall"
2023-10-03,"ASHC","CT",2,19.06,"Live","fall"
2023-10-03,"ASHC","CT",2,15.27,"Live","fall"
2023-10-03,"ASHC","CT",2,19.95,"Live","fall"
2023-10-03,"ASHC","CT",2,107.47,"Live","fall"
2023-10-03,"ASHC","CT",3,40.87,"Live","fall"
2023-10-03,"ASHC","CT",3,53.14,"Live","fall"
2023-10-03,"ASHC","CT",3,47.08,"Live","fall"
2023-10-03,"ASHC","CT",3,51.5,"Live","fall"
2023-10-03,"ASHC","CT",3,114.08,"Live","fall"
2023-10-03,"ASHC","CT",3,13.2,"Live","fall"
2023-10-03,"ASHC","CT",3,19.15,"Live","fall"
2023-10-03,"ASHC","CT",3,16.64,"Live","fall"
2023-10-03,"ASHC","CT",3,20.7,"Live","fall"
2023-10-03,"ASHC","CT",3,153.86,"Live","fall"
2023-10-03,"ASHC","CT",3,86.69,"Live","fall"
2023-10-03,"ASHC","CT",3,54.76,"Live","fall"
2023-10-03,"ASHC","CT",3,25.31,"Live","fall"
2023-10-03,"ASHC","CT",3,39.11,"Live","fall"
2023-10-03,"ASHC","CT",3,25.38,"Live","fall"
2023-10-03,"ASHC","CT",3,68.42,"Live","fall"
2023-10-03,"ASHC","CT",3,52.15,"Live","fall"
2023-10-03,"ASHC","CT",3,95.71,"Live","fall"
2023-10-03,"ASHC","CT",3,21.31,"Live","fall"
2023-10-03,"ASHC","CT",3,95.16,"Live","fall"
2023-10-03,"ASHC","CT",3,66.08,"Live","fall"
2023-10-03,"ASHC","CT",3,118.45,"Live","fall"
2023-10-03,"ASHC","CT",3,61.28,"Live","fall"
2023-10-03,"ASHC","CT",3,63.89,"Live","fall"
2023-10-03,"ASHC","CT",3,24.14,"Live","fall"
2023-10-03,"ASHC","CT",3,57.41,"Live","fall"
2023-10-03,"ASHC","CT",3,65.4,"Live","fall"
2023-10-03,"ASHC","CT",3,60.76,"Live","fall"
2023-10-03,"ASHC","CT",3,21.46,"Live","fall"
2023-10-03,"ASHC","CT",3,87.96,"Live","fall"
2023-10-03,"ASHC","CT",3,16.19,"Live","fall"
2023-10-03,"ASHC","CT",3,11.95,"Live","fall"
2023-10-03,"ASHC","CT",3,12.6,"Live","fall"
2023-10-03,"ASHC","CT",3,16.77,"Live","fall"
2023-10-03,"ASHC","CT",3,66.17,"Live","fall"
2023-10-03,"ASHC","CT",3,85.56,"Live","fall"
2023-10-03,"ASHC","CT",3,98.65,"Live","fall"
2023-10-03,"ASHC","CT",3,94.84,"Live","fall"
2023-10-03,"ASHC","CT",3,19.3,"Live","fall"
2023-10-03,"ASHC","CT",3,70.92,"Live","fall"
2023-10-03,"ASHC","CT",3,41.77,"Live","fall"
2023-10-03,"ASHC","CT",3,31.55,"Live","fall"
2023-10-03,"ASHC","CT",3,16.38,"Live","fall"
2023-10-03,"ASHC","CT",3,174.4,"Live","fall"
2023-10-03,"ASHC","CT",3,97.68,"Live","fall"
2023-10-03,"ASHC","CT",3,20.64,"Live","fall"
2023-10-03,"ASHC","CT",3,21.63,"Live","fall"
2023-10-03,"ASHC","CT",3,110.38,"Live","fall"
2023-10-03,"ASHC","CT",3,70.59,"Live","fall"
2023-10-03,"ASHC","CT",3,30.42,"Live","fall"
2023-10-03,"ASHC","CT",3,26.95,"Live","fall"
2023-10-03,"ASHC","CT",3,21.71,"Live","fall"
2023-10-03,"ASHC","CT",3,79.15,"Live","fall"
2023-10-03,"ASHC","CT",3,105.3,"Live","fall"
2023-10-03,"ASHC","CT",3,29.1,"Live","fall"
2023-10-03,"ASHC","CT",3,20.82,"Live","fall"
2023-10-03,"ASHC","CT",3,10.71,"Live","fall"
2023-10-03,"ASHC","CT",3,32.81,"Live","fall"
2023-10-03,"ASHC","CT",3,16.24,"Live","fall"
2023-10-03,"ASHC","CT",3,53.56,"Live","fall"
2023-10-03,"ASHC","CT",3,72.42,"Live","fall"
2023-10-03,"ASHC","CT",3,62.83,"Live","fall"
2023-10-03,"ASHC","CT",3,89.05,"Live","fall"
2023-10-03,"ASHC","CT",3,14.64,"Live","fall"
2023-10-03,"ASHC","CT",3,67.92,"Live","fall"
2023-10-03,"ASHC","CT",3,112.91,"Live","fall"
2023-10-03,"ASHC","CT",3,31.52,"Live","fall"
2023-10-03,"ASHC","CT",3,28.65,"Live","fall"
2023-10-03,"ASHC","CT",3,59.61,"Live","fall"
2023-10-03,"ASHC","CT",3,55.42,"Live","fall"
2023-10-03,"ASHC","CT",3,39.03,"Live","fall"
2023-10-03,"ASHC","CT",3,45.76,"Live","fall"
2023-10-03,"ASHC","CT",3,30.3,"Live","fall"
2023-10-03,"ASHC","CT",3,32.47,"Live","fall"
2023-10-03,"ASHC","CT",4,20.5,"Live","fall"
2023-10-03,"ASHC","CT",4,17.78,"Live","fall"
2023-10-03,"ASHC","CT",4,49.75,"Live","fall"
2023-10-03,"ASHC","CT",4,45.06,"Live","fall"
2023-10-03,"ASHC","CT",4,33.81,"Live","fall"
2023-10-03,"ASHC","CT",4,71.47,"Live","fall"
2023-10-03,"ASHC","CT",4,78.82,"Live","fall"
2023-10-03,"ASHC","CT",4,67.98,"Live","fall"
2023-10-03,"ASHC","CT",4,56.83,"Live","fall"
2023-10-03,"ASHC","CT",4,66.18,"Live","fall"
2023-10-03,"ASHC","CT",4,61.6,"Live","fall"
2023-10-03,"ASHC","CT",4,40.91,"Live","fall"
2023-10-03,"ASHC","CT",4,56.13,"Live","fall"
2023-10-03,"ASHC","CT",4,50.12,"Live","fall"
2023-10-03,"ASHC","CT",4,58.94,"Live","fall"
2023-10-03,"ASHC","CT",4,50.1,"Live","fall"
2023-10-03,"ASHC","CT",4,18.11,"Live","fall"
2023-10-03,"ASHC","CT",4,17.39,"Live","fall"
2023-10-03,"ASHC","CT",4,19.01,"Live","fall"
2023-10-03,"ASHC","CT",4,60.91,"Live","fall"
2023-10-03,"ASHC","CT",4,54.78,"Live","fall"
2023-10-03,"ASHC","CT",4,46.23,"Live","fall"
2023-10-03,"ASHC","CT",4,21.41,"Live","fall"
2023-10-03,"ASHC","CT",4,49.79,"Live","fall"
2023-10-03,"ASHC","CT",4,47.02,"Live","fall"
2023-10-03,"ASHC","CT",4,47.05,"Live","fall"
2023-10-03,"ASHC","CT",4,31.59,"Live","fall"
2023-10-03,"ASHC","CT",4,22.01,"Live","fall"
2023-10-03,"ASHC","CT",4,60.54,"Live","fall"
2023-10-03,"ASHC","CT",4,61.84,"Live","fall"
2023-10-03,"ASHC","CT",4,70.47,"Live","fall"
2023-10-03,"ASHC","CT",4,77.53,"Live","fall"
2023-10-03,"ASHC","CT",4,53.08,"Live","fall"
2023-10-03,"ASHC","CT",4,86.19,"Live","fall"
2023-10-03,"ASHC","CT",5,79.92,"Live","fall"
2023-10-03,"ASHC","CT",5,22.11,"Live","fall"
2023-10-03,"ASHC","CT",5,42.62,"Live","fall"
2023-10-03,"ASHC","CT",5,67.94,"Live","fall"
2023-10-03,"ASHC","CT",5,68.85,"Live","fall"
2023-10-03,"ASHC","CT",5,29.72,"Live","fall"
2023-10-03,"ASHC","CT",5,70.87,"Live","fall"
2023-10-03,"ASHC","CT",5,109.57,"Live","fall"
2023-10-03,"ASHC","CT",5,79.52,"Live","fall"
2023-10-03,"ASHC","CT",5,80.14,"Live","fall"
2023-10-03,"ASHC","CT",5,57.54,"Live","fall"
2023-10-03,"ASHC","CT",5,91.4,"Live","fall"
2023-10-03,"ASHC","CT",5,75.52,"Live","fall"
2023-10-03,"ASHC","CT",6,59.9,"Live","fall"
2023-10-03,"ASHC","CT",6,76.66,"Live","fall"
2023-10-03,"ASHC","CT",6,37.23,"Live","fall"
2023-10-03,"ASHC","CT",6,18.61,"Live","fall"
2023-10-03,"ASHC","CT",6,135.91,"Live","fall"
2023-10-03,"ASHC","CT",6,100.58,"Live","fall"
2023-10-03,"ASHC","CT",6,69.91,"Live","fall"
2023-10-03,"ASHC","CT",6,17.38,"Live","fall"
2023-10-03,"ASHC","CT",6,50.61,"Live","fall"
2023-10-03,"ASHC","CT",6,33.55,"Live","fall"
2023-10-03,"ASHC","CT",6,53.47,"Live","fall"
2023-10-03,"ASHC","CT",6,13.77,"Live","fall"
2023-10-03,"ASHC","CT",6,137.16,"Live","fall"
2023-10-03,"ASHC","CT",6,109.14,"Live","fall"
2023-10-03,"ASHC","CT",6,119.52,"Live","fall"
2023-10-03,"ASHC","CT",6,137.96,"Live","fall"
2023-10-03,"ASHC","CT",6,133.76,"Live","fall"
2023-10-03,"ASHC","CT",6,38.1,"Live","fall"
2023-10-03,"ASHC","CT",6,15.23,"Live","fall"
2023-10-03,"ASHC","CT",6,21.41,"Live","fall"
2023-10-03,"ASHC","CT",6,21.41,"Live","fall"
2023-10-03,"ASHC","CT",6,142.72,"Live","fall"
2023-10-03,"ASHC","CT",6,85.67,"Live","fall"
2023-10-03,"ASHC","CT",6,24.15,"Live","fall"
2023-10-03,"ASHC","CT",6,46.62,"Live","fall"
2023-10-03,"ASHC","CT",6,87.7,"Live","fall"
2023-10-03,"ASHC","CT",6,105.81,"Live","fall"
2023-10-03,"ASHC","CT",6,137.37,"Live","fall"
2023-10-03,"ASHC","CT",6,32.56,"Live","fall"
2023-10-03,"ASHC","CT",6,44.83,"Live","fall"
2023-10-03,"ASHC","CT",6,19.13,"Live","fall"
2023-10-03,"ASHC","CT",6,23.18,"Live","fall"
2023-10-03,"ASHC","CT",6,125.06,"Live","fall"
2023-10-03,"ASHC","CT",6,91.21,"Live","fall"
2023-10-03,"ASHC","CT",6,41.1,"Live","fall"
2023-10-03,"ASHC","CT",6,57.46,"Live","fall"
2023-10-03,"ASHC","CT",6,31.15,"Live","fall"
2023-10-03,"ASHC","CT",6,17.95,"Live","fall"
2023-10-03,"ASHC","CT",6,129.39,"Live","fall"
2023-10-03,"ASHC","CT",6,12.86,"Live","fall"
2023-10-03,"ASHC","CT",6,69.61,"Live","fall"
2023-10-03,"ASHC","CT",6,130.74,"Live","fall"
2023-10-03,"ASHC","CT",6,91.41,"Live","fall"
2023-10-03,"ASHC","CT",6,129.11,"Live","fall"
2023-10-03,"ASHC","CT",6,77.21,"Live","fall"
2023-10-03,"ASHC","CT",6,124.16,"Live","fall"
2023-10-03,"ASHC","CT",6,101.06,"Live","fall"
2023-10-03,"ASHC","CT",6,107.68,"Live","fall"
2023-10-03,"ASHC","CT",6,115.03,"Live","fall"
2023-10-03,"ASHC","CT",6,25.97,"Live","fall"
2023-10-03,"ASHC","CT",6,117.64,"Live","fall"
2023-10-03,"ASHC","CT",6,148.6,"Live","fall"
2023-10-03,"ASHC","CT",6,36.71,"Live","fall"
2023-10-03,"ASHC","CT",6,13.92,"Live","fall"
2023-10-03,"ASHC","CT",6,14.01,"Live","fall"
2023-10-03,"ASHC","CT",6,98.92,"Live","fall"
2023-10-03,"ASHC","CT",6,93.35,"Live","fall"
2023-10-03,"ASHC","CT",6,56.13,"Live","fall"
2023-10-03,"ASHC","CT",6,19.96,"Live","fall"
2023-10-03,"ASHC","CT",6,115.22,"Live","fall"
2023-10-03,"ASHC","CT",6,66.91,"Live","fall"
2023-10-03,"ASHC","CT",6,37.04,"Live","fall"
2023-10-03,"ASHC","CT",6,21.02,"Live","fall"
2023-10-03,"ASHC","CT",6,66.33,"Live","fall"
2023-10-03,"ASHC","CT",6,25.43,"Live","fall"
2023-10-03,"ASHC","CT",6,81.49,"Live","fall"
2023-10-03,"ASHC","CT",6,16.04,"Live","fall"
2023-10-03,"ASHC","CT",6,147.62,"Live","fall"
2023-10-03,"ASHC","CT",6,105.57,"Live","fall"
2023-10-03,"ASHC","CT",6,78.43,"Live","fall"
2023-10-03,"ASHC","CT",6,117.86,"Live","fall"
2023-10-03,"ASHC","CT",6,21.31,"Live","fall"
2023-10-03,"ASHC","CT",6,20.96,"Live","fall"
2023-10-03,"ASHC","CT",6,123.84,"Live","fall"
2023-10-03,"ASHC","CT",7,96.9,"Live","fall"
2023-10-03,"ASHC","CT",7,135.62,"Live","fall"
2023-10-03,"ASHC","CT",7,102.48,"Live","fall"
2023-10-03,"ASHC","CT",7,117.99,"Live","fall"
2023-10-03,"ASHC","CT",7,108.46,"Live","fall"
2023-10-03,"ASHC","CT",7,19.43,"Live","fall"
2023-10-03,"ASHC","CT",7,67.02,"Live","fall"
2023-10-03,"ASHC","CT",7,22.43,"Live","fall"
2023-10-03,"ASHC","CT",7,58.88,"Live","fall"
2023-10-03,"ASHC","CT",7,92.63,"Live","fall"
2023-10-03,"ASHC","CT",7,93.8,"Live","fall"
2023-10-03,"ASHC","CT",7,19.38,"Live","fall"
2023-10-03,"ASHC","CT",7,56.5,"Live","fall"
2023-10-03,"ASHC","CT",7,85.22,"Live","fall"
2023-10-03,"ASHC","CT",7,62.33,"Live","fall"
2023-10-03,"ASHC","CT",7,97.92,"Live","fall"
2023-10-03,"ASHC","CT",7,115.02,"Live","fall"
2023-10-03,"ASHC","CT",7,122.14,"Live","fall"
2023-10-03,"ASHC","CT",7,65.06,"Live","fall"
2023-10-03,"ASHC","CT",7,22.96,"Live","fall"
2023-10-03,"ASHC","CT",7,138.32,"Live","fall"
2023-10-03,"ASHC","CT",7,14.04,"Live","fall"
2023-10-03,"ASHC","CT",7,23.73,"Live","fall"
2023-10-03,"ASHC","CT",7,22.75,"Live","fall"
2023-10-03,"ASHC","CT",7,20.61,"Live","fall"
2023-10-03,"ASHC","CT",7,20.6,"Live","fall"
2023-10-03,"ASHC","CT",7,20.34,"Live","fall"
2023-10-03,"ASHC","CT",7,17.47,"Live","fall"
2023-10-03,"ASHC","CT",7,11.3,"Live","fall"
2023-10-03,"ASHC","CT",7,8.77,"Live","fall"
2023-10-03,"ASHC","CT",7,123.72,"Live","fall"
2023-10-03,"ASHC","CT",7,128.94,"Live","fall"
2023-10-03,"ASHC","CT",8,85.69,"Live","fall"
2023-10-03,"ASHC","CT",8,127.89,"Live","fall"
2023-10-03,"ASHC","CT",9,63.64,"Live","fall"
2023-10-03,"ASHC","CT",9,56.06,"Live","fall"
2023-10-03,"ASHC","CT",9,24.89,"Live","fall"
2023-10-03,"ASHC","CT",9,62.64,"Live","fall"
2023-10-03,"ASHC","CT",9,38.85,"Live","fall"
2023-10-03,"ASHC","CT",9,62,"Live","fall"
2023-10-03,"ASHC","CT",9,68.49,"Live","fall"
2023-10-03,"ASHC","CT",9,46.97,"Live","fall"
2023-10-05,"FENC","CT",1,39.29,"Live","fall"
2023-10-05,"FENC","CT",1,15.61,"Live","fall"
2023-10-05,"FENC","CT",1,100.42,"Live","fall"
2023-10-05,"FENC","CT",1,34.22,"Live","fall"
2023-10-05,"FENC","CT",1,47.88,"Live","fall"
2023-10-05,"FENC","CT",1,105.44,"Live","fall"
2023-10-05,"FENC","CT",1,71.32,"Live","fall"
2023-10-05,"FENC","CT",1,138.41,"Live","fall"
2023-10-05,"FENC","CT",1,127.45,"Live","fall"
2023-10-05,"FENC","CT",1,33.71,"Live","fall"
2023-10-05,"FENC","CT",1,54.34,"Live","fall"
2023-10-05,"FENC","CT",1,97.09,"Live","fall"
2023-10-05,"FENC","CT",1,131.09,"Live","fall"
2023-10-05,"FENC","CT",1,25.19,"Live","fall"
2023-10-05,"FENC","CT",1,21.79,"Live","fall"
2023-10-05,"FENC","CT",1,8.86,"Live","fall"
2023-10-05,"FENC","CT",1,25.57,"Live","fall"
2023-10-05,"FENC","CT",1,85.56,"Live","fall"
2023-10-05,"FENC","CT",1,84.85,"Live","fall"
2023-10-05,"FENC","CT",1,60.07,"Live","fall"
2023-10-05,"FENC","CT",1,15.21,"Live","fall"
2023-10-05,"FENC","CT",1,44.84,"Live","fall"
2023-10-05,"FENC","CT",1,29.59,"Live","fall"
2023-10-05,"FENC","CT",1,82.16,"Live","fall"
2023-10-05,"FENC","CT",1,92.73,"Live","fall"
2023-10-05,"FENC","CT",1,42.64,"Live","fall"
2023-10-05,"FENC","CT",1,77.68,"Live","fall"
2023-10-05,"FENC","CT",1,36.72,"Live","fall"
2023-10-05,"FENC","CT",1,127.59,"Live","fall"
2023-10-05,"FENC","CT",1,62.05,"Live","fall"
2023-10-05,"FENC","CT",1,56.77,"Live","fall"
2023-10-05,"FENC","CT",1,62.07,"Live","fall"
2023-10-05,"FENC","CT",1,34.71,"Live","fall"
2023-10-05,"FENC","CT",1,132.32,"Live","fall"
2023-10-05,"FENC","CT",1,33.26,"Live","fall"
2023-10-05,"FENC","CT",1,42.53,"Live","fall"
2023-10-05,"FENC","CT",1,43.35,"Live","fall"
2023-10-05,"FENC","CT",1,79.35,"Live","fall"
2023-10-05,"FENC","CT",1,86.63,"Live","fall"
2023-10-05,"FENC","CT",1,104.67,"Live","fall"
2023-10-05,"FENC","CT",1,37.1,"Live","fall"
2023-10-05,"FENC","CT",1,137.91,"Live","fall"
2023-10-05,"FENC","CT",1,81.89,"Live","fall"
2023-10-05,"FENC","CT",1,29.11,"Live","fall"
2023-10-05,"FENC","CT",1,148.29,"Live","fall"
2023-10-05,"FENC","CT",1,93.31,"Live","fall"
2023-10-05,"FENC","CT",1,33.5,"Live","fall"
2023-10-05,"FENC","CT",1,8.83,"Live","fall"
2023-10-05,"FENC","CT",1,55.99,"Live","fall"
2023-10-05,"FENC","CT",1,132.48,"Live","fall"
2023-10-05,"FENC","CT",1,77.07,"Live","fall"
2023-10-05,"FENC","CT",1,53.06,"Live","fall"
2023-10-05,"FENC","CT",1,83.57,"Live","fall"
2023-10-05,"FENC","CT",1,94.26,"Live","fall"
2023-10-05,"FENC","CT",1,80.61,"Live","fall"
2023-10-05,"FENC","CT",1,100.59,"Live","fall"
2023-10-05,"FENC","CT",1,124.85,"Live","fall"
2023-10-05,"FENC","CT",1,37.33,"Live","fall"
2023-10-05,"FENC","CT",1,50.79,"Live","fall"
2023-10-05,"FENC","CT",1,53.51,"Live","fall"
2023-10-05,"FENC","CT",1,22.82,"Live","fall"
2023-10-05,"FENC","CT",1,68.23,"Live","fall"
2023-10-05,"FENC","CT",1,46.05,"Live","fall"
2023-10-05,"FENC","CT",1,55.62,"Live","fall"
2023-10-05,"FENC","CT",1,67.41,"Live","fall"
2023-10-05,"FENC","CT",1,81.54,"Live","fall"
2023-10-05,"FENC","CT",1,115.08,"Live","fall"
2023-10-05,"FENC","CT",1,57.23,"Live","fall"
2023-10-05,"FENC","CT",1,64.78,"Live","fall"
2023-10-05,"FENC","CT",1,132.95,"Live","fall"
