Site_Name,TripDate,Year,Month,Day,QUADRAT_NUM,QuadSpec_NUM,SpecimenType,Height_mm,Length_mm,Width_mm,Specimen_Notes
Ash Creek,2023-06-12,2023,6,12,1,32,Live,10.68,8.65,,
Ash Creek,2023-06-12,2023,6,12,1,33,Live,102.63,60.91,,
Ash Creek,2023-06-12,2023,6,12,1,34,Box,160,38.74,,larger than calipers (Height approximated)
Ash Creek,2023-06-12,2023,6,12,1,35,Box,108.98,45.58,,
Ash Creek,2023-06-12,2023,6,12,1,36,Box,144.21,55.87,,
Ash Creek,2023-06-12,2023,6,12,1,37,Live,23.21,16.1,,
Ash Creek,2023-06-12,2023,6,12,1,38,Box,15,11.05,,
Ash Creek,2023-06-12,2023,6,12,1,39,Live,111.3,53.71,,
Ash Creek,2023-06-12,2023,6,12,1,40,Box,81.25,52.26,,
Ash Creek,2023-06-12,2023,6,12,1,41,Box,55.37,26.12,,
Ash Creek,2023-06-12,2023,6,12,1,42,Live,16.12,15.3,,
Ash Creek,2023-06-12,2023,6,12,1,43,Live,41.47,26.45,,
Ash Creek,2023-06-12,2023,6,12,1,44,Box,84.08,40.95,,
Ash Creek,2023-06-12,2023,6,12,1,45,Box,115.3,48.3,,
Ash Creek,2023-06-12,2023,6,12,1,46,Live,19.3,14.31,,
Ash Creek,2023-06-12,2023,6,12,1,47,Live,14.3,10.33,,
Ash Creek,2023-06-12,2023,6,12,1,48,Live,102.1,42.1,,
Ash Creek,2023-06-12,2023,6,12,1,49,Live,83.59,40.55,,
Ash Creek,2023-06-12,2023,6,12,1,50,Live,25.54,16.55,,
Ash Creek,2023-06-12,2023,6,12,1,51,Live,84.9,33.92,,
Ash Creek,2023-06-12,2023,6,12,1,52,Live,107.1,57.16,,
Ash Creek,2023-06-12,2023,6,12,1,53,Live,69.4,45.18,,
Ash Creek,2023-06-12,2023,6,12,1,54,Live,85.65,43.54,,
Ash Creek,2023-06-12,2023,6,12,1,55,Live,97.91,44.9,,
Ash Creek,2023-06-12,2023,6,12,1,56,Live,22.9,12.9,,
Ash Creek,2023-06-12,2023,6,12,1,57,Live,33.92,20.91,,
Ash Creek,2023-06-12,2023,6,12,1,58,Live,124.71,49.73,,
Ash Creek,2023-06-12,2023,6,12,1,59,Live,15.74,11.73,,
Ash Creek,2023-06-12,2023,6,12,1,60,Live,14.75,10.78,,
Ash Creek,2023-06-12,2023,6,12,1,61,Live,18.9,18.8,,
Ash Creek,2023-06-12,2023,6,12,1,62,Live,21.74,15.75,,
Ash Creek,2023-06-12,2023,6,12,1,63,Live,108.5,45.79,,
Ash Creek,2023-06-12,2023,6,12,1,64,Live,17.68,11.53,,
Ash Creek,2023-06-12,2023,6,12,1,65,Live,16.63,10.51,,
Ash Creek,2023-06-12,2023,6,12,1,66,Live,22.74,15.59,,
Ash Creek,2023-06-12,2023,6,12,1,67,Live,95.57,41.46,,
Ash Creek,2023-06-12,2023,6,12,1,68,Box,120.43,70.29,,
Ash Creek,2023-06-12,2023,6,12,1,69,Box,62.21,42.15,,
Ash Creek,2023-06-12,2023,6,12,1,70,Live,28.13,21.14,,
Ash Creek,2023-06-12,2023,6,12,1,71,Live,36.55,25.53,,
Ash Creek,2023-06-12,2023,6,12,1,72,Live,103.87,48.98,,
Ash Creek,2023-06-12,2023,6,12,1,73,Live,20.96,13.96,,
Ash Creek,2023-06-12,2023,6,12,1,74,Live,46.66,34.65,,
Ash Creek,2023-06-12,2023,6,12,1,75,Live,42.74,39.73,,
Ash Creek,2023-06-12,2023,6,12,1,76,Live,80.59,41.34,,
Ash Creek,2023-06-12,2023,6,12,1,77,Live,61.65,28.54,,
Ash Creek,2023-06-12,2023,6,12,1,78,Live,20.66,14.58,,
Ash Creek,2023-06-12,2023,6,12,1,79,Box,65.32,43.33,,
Ash Creek,2023-06-12,2023,6,12,1,80,Live,51.7,30.7,,
Ash Creek,2023-06-12,2023,6,12,1,81,Live,26.9,18.83,,
Ash Creek,2023-06-12,2023,6,12,1,82,Live,25.01,16.87,,
Ash Creek,2023-06-12,2023,6,12,1,83,Box,66.85,38.67,,
Ash Creek,2023-06-12,2023,6,12,1,84,Live,45.75,24.7,,
Ash Creek,2023-06-12,2023,6,12,1,85,Box,42.15,26.13,,
Ash Creek,2023-06-12,2023,6,12,1,86,Live,26.15,15.13,,
Ash Creek,2023-06-12,2023,6,12,1,87,Live,39.6,22.48,,
Ash Creek,2023-06-12,2023,6,12,1,88,Live,109.6,50.75,,
Ash Creek,2023-06-12,2023,6,12,1,89,Live,21.74,12.75,,
Ash Creek,2023-06-12,2023,6,12,1,90,Box,111.03,50.53,,
Ash Creek,2023-06-12,2023,6,12,1,91,Live,91.54,36.51,,
Ash Creek,2023-06-12,2023,6,12,1,92,Live,76.53,33.52,,
Ash Creek,2023-06-12,2023,6,12,1,93,Live,92.51,46.97,,
Ash Creek,2023-06-12,2023,6,12,1,94,Live,78.7,55.18,,"Verified H = 78.7, L = 55.18 on field sheet [SAA, 6/21/23]"
Ash Creek,2023-06-12,2023,6,12,1,95,Live,80.3,41.85,,
Ash Creek,2023-06-12,2023,6,12,1,96,Box,69.34,34.81,,
Ash Creek,2023-06-12,2023,6,12,1,97,Live,62.65,37.12,,
Ash Creek,2023-06-12,2023,6,12,1,98,Live,26.8,22.71,,
Ash Creek,2023-06-12,2023,6,12,1,99,Live,67.11,35.8,,
Ash Creek,2023-06-12,2023,6,12,1,100,Live,25.79,16.78,,
Ash Creek,2023-06-12,2023,6,12,1,101,Live,53.15,30.84,,
Ash Creek,2023-06-12,2023,6,12,1,102,Live,105.34,48.11,,
Ash Creek,2023-06-12,2023,6,12,1,103,Box,24.12,14.05,,
Ash Creek,2023-06-12,2023,6,12,1,104,Live,30.37,18.15,,
Ash Creek,2023-06-12,2023,6,12,1,105,Box,77.59,40.2,,
Ash Creek,2023-06-12,2023,6,12,1,106,Live,19.18,12.05,,
Ash Creek,2023-06-12,2023,6,12,1,107,Box,80.55,41.38,,
Ash Creek,2023-06-12,2023,6,12,1,108,Live,34.42,19.4,,
Ash Creek,2023-06-12,2023,6,12,1,109,Live,11.34,7.3,,
Ash Creek,2023-06-12,2023,6,12,1,110,Live,15.46,13.52,,
Ash Creek,2023-06-12,2023,6,12,1,111,Live,74.02,54.05,,
Ash Creek,2023-06-12,2023,6,12,1,112,Box,57.19,27.97,,
Ash Creek,2023-06-12,2023,6,12,1,113,Live,25,16.05,,
Ash Creek,2023-06-12,2023,6,12,1,114,Box,10.97,6.87,,
Ash Creek,2023-06-12,2023,6,12,1,115,Live,62.2,38.99,,
Ash Creek,2023-06-12,2023,6,12,1,116,Box,35.99,40.1,,
Ash Creek,2023-06-12,2023,6,12,1,117,Live,16.02,10.01,,
Ash Creek,2023-06-12,2023,6,12,1,118,Live,76.62,31.6,,
Ash Creek,2023-06-12,2023,6,12,1,119,Live,11.77,7.3,,
Ash Creek,2023-06-12,2023,6,12,1,120,Live,102.76,45.75,,
Ash Creek,2023-06-12,2023,6,12,1,121,Live,31.99,23.97,,
Ash Creek,2023-06-12,2023,6,12,1,122,Live,21.01,15.98,,
Ash Creek,2023-06-12,2023,6,12,1,123,Box,68.32,40,,
Ash Creek,2023-06-12,2023,6,12,1,124,Live,26.91,20.95,,
Ash Creek,2023-06-12,2023,6,12,1,125,Live,17.03,10.91,,
Ash Creek,2023-06-12,2023,6,12,1,126,Box,63.22,38.01,,
Ash Creek,2023-06-12,2023,6,12,1,127,Live,65.97,35.52,,
Ash Creek,2023-06-12,2023,6,12,1,128,Box,54.3,34.27,,
Ash Creek,2023-06-12,2023,6,12,1,129,Box,26.34,13.21,,
Ash Creek,2023-06-12,2023,6,12,1,130,Live,105.76,54.69,,
Ash Creek,2023-06-12,2023,6,12,1,131,Live,30.7,23.68,,
Ash Creek,2023-06-12,2023,6,12,1,132,Live,19.7,12.83,,
Ash Creek,2023-06-12,2023,6,12,1,133,Live,22.87,14.85,,
Ash Creek,2023-06-12,2023,6,12,1,134,Live,37.05,24.86,,
Ash Creek,2023-06-12,2023,6,12,1,135,Live,34.14,24.05,,
Ash Creek,2023-06-12,2023,6,12,1,136,Live,14.89,10.86,,
Ash Creek,2023-06-12,2023,6,12,1,137,Live,56.06,28.88,,
Ash Creek,2023-06-12,2023,6,12,2,1,Box,55.93,39.84,,
Ash Creek,2023-06-12,2023,6,12,2,2,Live,28.65,23.83,,
Ash Creek,2023-06-12,2023,6,12,2,3,Box,64.28,40.26,,
Ash Creek,2023-06-12,2023,6,12,2,4,Live,68.33,44.26,,
Ash Creek,2023-06-12,2023,6,12,2,5,Live,77.48,55.95,,
Ash Creek,2023-06-12,2023,6,12,2,6,Live,22.03,18.65,,
Ash Creek,2023-06-12,2023,6,12,2,7,Live,14.65,13.6,,
Ash Creek,2023-06-12,2023,6,12,2,8,Live,41.13,33.1,,
Ash Creek,2023-06-12,2023,6,12,2,9,Box,76.55,53.3,,
Ash Creek,2023-06-12,2023,6,12,2,10,Live,31.14,16.92,,
Ash Creek,2023-06-12,2023,6,12,2,11,Box,12.9,9.85,,
Ash Creek,2023-06-12,2023,6,12,2,12,Live,33.4,15.33,,
Ash Creek,2023-06-12,2023,6,12,2,13,Live,17.55,11.42,,
Ash Creek,2023-06-12,2023,6,12,2,14,Live,44.13,24.12,,
Ash Creek,2023-06-12,2023,6,12,2,15,Live,27.27,13.1,,
Ash Creek,2023-06-12,2023,6,12,2,16,Live,49.92,32.9,,
Ash Creek,2023-06-12,2023,6,12,2,17,Box,70.05,44.07,,
Ash Creek,2023-06-12,2023,6,12,2,18,Live,26.88,20.83,,
Ash Creek,2023-06-12,2023,6,12,2,19,Box,61.85,33.47,,
Ash Creek,2023-06-12,2023,6,12,2,20,Box,38.91,15.86,,
Ash Creek,2023-06-12,2023,6,12,2,21,Live,79.5,48.99,,
Ash Creek,2023-06-12,2023,6,12,2,22,Live,67.48,49.45,,
Ash Creek,2023-06-12,2023,6,12,2,23,Live,28.1,19.9,,
Ash Creek,2023-06-12,2023,6,12,2,24,Live,26.13,18.95,,
Ash Creek,2023-06-12,2023,6,12,2,25,Live,21,18.97,,
Ash Creek,2023-06-12,2023,6,12,2,26,Live,116.21,71.87,,
Ash Creek,2023-06-12,2023,6,12,2,27,Live,15.74,11.68,,
Ash Creek,2023-06-12,2023,6,12,2,28,Live,23.87,16.83,,
Ash Creek,2023-06-12,2023,6,12,2,29,Live,74.46,45.48,,
Ash Creek,2023-06-12,2023,6,12,2,30,Live,39.85,27.86,,
Ash Creek,2023-06-12,2023,6,12,2,31,Live,63.7,42.75,,
Ash Creek,2023-06-12,2023,6,12,2,32,Box,57.1,52.05,,
Ash Creek,2023-06-12,2023,6,12,2,33,Box,41.87,31.69,,
Ash Creek,2023-06-12,2023,6,12,2,34,Live,26.7,23.65,,
Ash Creek,2023-06-12,2023,6,12,2,35,Live,67.55,56.42,,
Ash Creek,2023-06-12,2023,6,12,2,36,Live,121.75,62.48,,
Ash Creek,2023-06-12,2023,6,12,2,37,Live,94.09,,,Only shell height measured beyond specimen #36
Ash Creek,2023-06-12,2023,6,12,2,38,Live,47.35,,,
Ash Creek,2023-06-12,2023,6,12,2,39,Box,54.83,,,
Ash Creek,2023-06-12,2023,6,12,2,40,Live,85.5,,,
Ash Creek,2023-06-12,2023,6,12,2,41,Live,98.76,,,
Ash Creek,2023-06-12,2023,6,12,2,42,Live,99.87,,,
Ash Creek,2023-06-12,2023,6,12,2,43,Box,58.7,,,
Ash Creek,2023-06-12,2023,6,12,2,44,Live,29.68,,,
Ash Creek,2023-06-12,2023,6,12,2,45,Live,80.65,,,
Ash Creek,2023-06-12,2023,6,12,2,46,Live,83.72,,,
Ash Creek,2023-06-12,2023,6,12,2,47,Box,82.74,,,
Ash Creek,2023-06-12,2023,6,12,2,48,Live,69.54,,,
Ash Creek,2023-06-12,2023,6,12,2,49,Live,88.95,,,
Ash Creek,2023-06-12,2023,6,12,2,50,Box,51.86,,,
Ash Creek,2023-06-12,2023,6,12,2,51,Live,36.86,,,
Ash Creek,2023-06-12,2023,6,12,2,52,Live,16.9,,,
Ash Creek,2023-06-12,2023,6,12,2,53,Box,63.66,,,
Ash Creek,2023-06-12,2023,6,12,2,54,Live,29.38,,,
Ash Creek,2023-06-12,2023,6,12,2,55,Live,64.75,,,
Ash Creek,2023-06-12,2023,6,12,2,56,Live,51.7,,,
Ash Creek,2023-06-12,2023,6,12,2,57,Live,21.51,,,
Ash Creek,2023-06-12,2023,6,12,2,58,Live,15.39,,,
Ash Creek,2023-06-12,2023,6,12,2,59,Live,9.26,,,
Ash Creek,2023-06-12,2023,6,12,2,60,Live,87.24,,,
Ash Creek,2023-06-12,2023,6,12,2,61,Live,77.05,,,
Ash Creek,2023-06-12,2023,6,12,2,62,Live,34.88,,,
Ash Creek,2023-06-12,2023,6,12,2,63,Box,66.3,,,
Ash Creek,2023-06-12,2023,6,12,2,64,Live,52.27,,,
Ash Creek,2023-06-12,2023,6,12,3,1,Live,86.75,,,
Ash Creek,2023-06-12,2023,6,12,3,2,Live,19.79,,,
Ash Creek,2023-06-12,2023,6,12,3,3,Live,91.4,,,
Ash Creek,2023-06-12,2023,6,12,3,4,Box,65.05,,,
Ash Creek,2023-06-12,2023,6,12,3,5,Live,90.48,,,
Ash Creek,2023-06-12,2023,6,12,3,6,Live,116.89,,,
Ash Creek,2023-06-12,2023,6,12,3,7,Live,97.3,,,
Ash Creek,2023-06-12,2023,6,12,3,8,Live,34.18,,,
Ash Creek,2023-06-12,2023,6,12,3,9,Live,20.86,,,
Ash Creek,2023-06-12,2023,6,12,3,10,Live,18.99,,,
Ash Creek,2023-06-12,2023,6,12,3,11,Live,16.84,,,
Ash Creek,2023-06-12,2023,6,12,3,12,Live,19.9,,,
Ash Creek,2023-06-12,2023,6,12,3,13,Live,25.93,,,
Ash Creek,2023-06-12,2023,6,12,3,14,Live,70.14,,,
Ash Creek,2023-06-12,2023,6,12,3,15,Live,67,,,
Ash Creek,2023-06-12,2023,6,12,3,16,Live,69.06,,,
Ash Creek,2023-06-12,2023,6,12,3,17,Live,61.95,,,
Ash Creek,2023-06-12,2023,6,12,3,18,Box,109.81,,,
Ash Creek,2023-06-12,2023,6,12,3,19,Live,48.73,,,
Ash Creek,2023-06-12,2023,6,12,3,20,Box,47.92,,,
Ash Creek,2023-06-12,2023,6,12,3,21,Live,19.72,,,
Ash Creek,2023-06-12,2023,6,12,3,22,Live,61.94,,,
Ash Creek,2023-06-12,2023,6,12,3,23,Live,79.55,,,
Ash Creek,2023-06-12,2023,6,12,3,24,Box,76.45,,,
Ash Creek,2023-06-12,2023,6,12,3,25,Live,61.27,,,
Ash Creek,2023-06-12,2023,6,12,3,26,Live,100.21,,,
Ash Creek,2023-06-12,2023,6,12,3,27,Box,42.76,,,
Ash Creek,2023-06-12,2023,6,12,3,28,Box,70.5,,,
Ash Creek,2023-06-12,2023,6,12,3,29,Live,36.23,,,
Ash Creek,2023-06-12,2023,6,12,3,30,Live,18.92,,,
Ash Creek,2023-06-12,2023,6,12,3,31,Live,75.96,,,
Ash Creek,2023-06-12,2023,6,12,3,32,Box,103.8,,,
Ash Creek,2023-06-12,2023,6,12,3,33,Live,46.73,,,
Ash Creek,2023-06-12,2023,6,12,3,34,Live,67.19,,,
Ash Creek,2023-06-12,2023,6,12,3,35,Box,55.18,,,
Ash Creek,2023-06-12,2023,6,12,3,36,Live,98.91,,,
Ash Creek,2023-06-12,2023,6,12,3,37,Live,69.7,,,
Ash Creek,2023-06-12,2023,6,12,3,38,Live,111.75,,,
Ash Creek,2023-06-12,2023,6,12,3,39,Box,78.03,,,
Ash Creek,2023-06-12,2023,6,12,3,40,Live,83.15,,,
Ash Creek,2023-06-12,2023,6,12,3,41,Live,78.1,,,
Ash Creek,2023-06-12,2023,6,12,3,42,Live,22.8,,,
Ash Creek,2023-06-12,2023,6,12,3,43,Live,25.91,,,
Ash Creek,2023-06-12,2023,6,12,3,44,Box,63.79,,,
Ash Creek,2023-06-12,2023,6,12,3,45,Live,28.77,,,
Ash Creek,2023-06-12,2023,6,12,3,46,Live,87.27,,,
Ash Creek,2023-06-12,2023,6,12,3,47,Live,83.15,,,
Ash Creek,2023-06-12,2023,6,12,3,48,Live,70.19,,,
Ash Creek,2023-06-12,2023,6,12,3,49,Live,64.07,,,
Ash Creek,2023-06-12,2023,6,12,3,50,Box,81.42,,,
Ash Creek,2023-06-12,2023,6,12,3,51,Live,87.71,,,
Ash Creek,2023-06-12,2023,6,12,3,52,Live,91.08,,,
Ash Creek,2023-06-12,2023,6,12,3,53,Live,22.4,,,
Ash Creek,2023-06-12,2023,6,12,3,54,Box,99.95,,,
Ash Creek,2023-06-12,2023,6,12,3,55,Live,21.2,,,
Ash Creek,2023-06-12,2023,6,12,3,56,Live,27.41,,,
Ash Creek,2023-06-12,2023,6,12,3,57,Live,24.32,,,
Ash Creek,2023-06-12,2023,6,12,3,58,Live,55.31,,,
Ash Creek,2023-06-12,2023,6,12,3,59,Live,71.82,,,
Ash Creek,2023-06-12,2023,6,12,3,60,Live,74.77,,,
Ash Creek,2023-06-12,2023,6,12,3,61,Live,70.93,,,
Ash Creek,2023-06-12,2023,6,12,4,1,Live,94.19,,,
Ash Creek,2023-06-12,2023,6,12,4,2,Live,74.83,,,
Ash Creek,2023-06-12,2023,6,12,4,3,Live,72.86,,,
Ash Creek,2023-06-12,2023,6,12,4,4,Live,58.81,,,
Ash Creek,2023-06-12,2023,6,12,4,5,Box,57.91,,,
Ash Creek,2023-06-12,2023,6,12,4,6,Live,86.55,,,
Ash Creek,2023-06-12,2023,6,12,4,7,Box,19.9,,,
Ash Creek,2023-06-12,2023,6,12,4,8,Live,72.58,,,
Ash Creek,2023-06-12,2023,6,12,4,9,Live,59.4,,,
Ash Creek,2023-06-12,2023,6,12,4,10,Box,18.95,,,
Ash Creek,2023-06-12,2023,6,12,4,11,Box,76.15,,,
Ash Creek,2023-06-12,2023,6,12,4,12,Live,68.16,,,
Ash Creek,2023-06-12,2023,6,12,4,13,Live,65.32,,,
Ash Creek,2023-06-12,2023,6,12,4,14,Box,59.15,,,
Ash Creek,2023-06-12,2023,6,12,4,15,Live,84.96,,,
Ash Creek,2023-06-12,2023,6,12,4,16,Box,44.18,,,
Ash Creek,2023-06-12,2023,6,12,6,1,Box,82.03,,,
Ash Creek,2023-06-12,2023,6,12,6,2,Box,59.88,,,
Ash Creek,2023-06-12,2023,6,12,6,3,Live,52.91,,,
Ash Creek,2023-06-12,2023,6,12,6,4,Live,86.67,,,
Ash Creek,2023-06-12,2023,6,12,6,5,Live,81.75,,,
Ash Creek,2023-06-12,2023,6,12,6,6,Box,40.73,,,
Ash Creek,2023-06-12,2023,6,12,6,7,Box,44.85,,,
Ash Creek,2023-06-12,2023,6,12,6,8,Live,11.74,,,spat
Ash Creek,2023-06-12,2023,6,12,6,9,Box,48.55,,,
Ash Creek,2023-06-12,2023,6,12,7,1,Live,95,49,,
Ash Creek,2023-06-12,2023,6,12,7,2,Box,90,46,,
Ash Creek,2023-06-12,2023,6,12,7,3,Live,31,23,,
Ash Creek,2023-06-12,2023,6,12,7,4,Gaping,24,11,,
Ash Creek,2023-06-12,2023,6,12,7,5,Live,8,12,,"Verified datasheet says H = 8, L = 12 [SAA, 6/21/23]"
Ash Creek,2023-06-12,2023,6,12,7,6,Live,117,51,,
Ash Creek,2023-06-12,2023,6,12,7,7,Live,32,18,,
Ash Creek,2023-06-12,2023,6,12,7,8,Live,18,16,,
Ash Creek,2023-06-12,2023,6,12,7,9,Live,89,35,,
Ash Creek,2023-06-12,2023,6,12,7,10,Live,74,42,,
Ash Creek,2023-06-12,2023,6,12,7,11,Box,9,7,,
Ash Creek,2023-06-12,2023,6,12,7,12,Box,104,55,,
Ash Creek,2023-06-12,2023,6,12,7,13,Box,53,35,,
Ash Creek,2023-06-12,2023,6,12,7,14,Gaping,65,41,,
Ash Creek,2023-06-12,2023,6,12,7,15,Live,67,33,,
Ash Creek,2023-06-12,2023,6,12,7,16,Box,93,37,,
Ash Creek,2023-06-12,2023,6,12,7,17,Live,22,12,,
Ash Creek,2023-06-12,2023,6,12,7,18,Live,137,55,,
Ash Creek,2023-06-12,2023,6,12,7,19,Live,25,18,,
Ash Creek,2023-06-12,2023,6,12,7,20,Box,98,52,,
Ash Creek,2023-06-12,2023,6,12,7,21,Box,148,62,,
Ash Creek,2023-06-12,2023,6,12,7,22,Live,17,14,,
Ash Creek,2023-06-12,2023,6,12,7,23,Live,12,15,,
Ash Creek,2023-06-12,2023,6,12,7,24,Live,28,17,,
Ash Creek,2023-06-12,2023,6,12,7,25,Box,108,59,,
Ash Creek,2023-06-12,2023,6,12,7,26,Live,44,25,,
Ash Creek,2023-06-12,2023,6,12,7,27,Live,62,38,,
Ash Creek,2023-06-12,2023,6,12,7,28,Box,92,51,,
Ash Creek,2023-06-12,2023,6,12,7,29,Live,36,24,,
Ash Creek,2023-06-12,2023,6,12,7,30,Live,21,15,,
Ash Creek,2023-06-12,2023,6,12,7,31,Box,108,59,,
Ash Creek,2023-06-12,2023,6,12,7,32,Box,124,51,,
Ash Creek,2023-06-12,2023,6,12,7,33,Live,12,15,,
Ash Creek,2023-06-12,2023,6,12,7,34,Live,78,35,,
Ash Creek,2023-06-12,2023,6,12,7,35,Live,133,47,,
Ash Creek,2023-06-12,2023,6,12,7,36,Live,22,18,,
Ash Creek,2023-06-12,2023,6,12,7,37,Live,110,60,,
Ash Creek,2023-06-12,2023,6,12,7,38,Live,76,38,,
Ash Creek,2023-06-12,2023,6,12,7,39,Live,26,15,,
Ash Creek,2023-06-12,2023,6,12,7,40,Live,110,48,,
Ash Creek,2023-06-12,2023,6,12,7,41,Box,120,57,,
Ash Creek,2023-06-12,2023,6,12,7,42,Box,76,48,,
Ash Creek,2023-06-12,2023,6,12,7,43,Live,24,15,,
Ash Creek,2023-06-12,2023,6,12,7,44,Box,26,13,,
Ash Creek,2023-06-12,2023,6,12,7,45,Live,20,11,,
Ash Creek,2023-06-12,2023,6,12,7,46,Box,78,41,,
Ash Creek,2023-06-12,2023,6,12,7,47,Live,78,51,,
Ash Creek,2023-06-12,2023,6,12,7,48,Live,32,23,,
Ash Creek,2023-06-12,2023,6,12,7,49,Box,81,49,,
Ash Creek,2023-06-12,2023,6,12,7,50,Live,63,22,,
Ash Creek,2023-06-12,2023,6,12,7,51,Live,34,22,,
Ash Creek,2023-06-12,2023,6,12,7,52,Live,99,37,,
Ash Creek,2023-06-12,2023,6,12,7,53,Live,50,39,,
Ash Creek,2023-06-12,2023,6,12,7,54,Box,65,31,,
Ash Creek,2023-06-12,2023,6,12,7,55,Live,32,24,,
Ash Creek,2023-06-12,2023,6,12,7,56,Live,116,51,,
Ash Creek,2023-06-12,2023,6,12,7,57,Live,95,51,,
Ash Creek,2023-06-12,2023,6,12,7,58,Box,78,26,,
Ash Creek,2023-06-12,2023,6,12,7,59,Box,24,20,,
Ash Creek,2023-06-12,2023,6,12,7,60,Live,14,11,,
Ash Creek,2023-06-12,2023,6,12,7,61,Live,12,11,,
Ash Creek,2023-06-12,2023,6,12,7,62,Box,11,10,,
Ash Creek,2023-06-12,2023,6,12,7,63,Box,98,46,,
Ash Creek,2023-06-12,2023,6,12,7,64,Live,112,60,,
Ash Creek,2023-06-12,2023,6,12,7,65,Live,34,22,,
Ash Creek,2023-06-12,2023,6,12,7,66,Live,31,15,,
Ash Creek,2023-06-12,2023,6,12,7,67,Box,72,35,,
Ash Creek,2023-06-12,2023,6,12,7,68,Box,58,36,,
Ash Creek,2023-06-12,2023,6,12,7,69,Live,111,52,,
Ash Creek,2023-06-12,2023,6,12,7,70,Box,93,40,,
Ash Creek,2023-06-12,2023,6,12,7,71,Box,119,42,,
Ash Creek,2023-06-12,2023,6,12,7,72,Live,20,15,,
Ash Creek,2023-06-12,2023,6,12,7,73,Box,139,56,,
Ash Creek,2023-06-12,2023,6,12,7,74,Box,143,55,,
Ash Creek,2023-06-12,2023,6,12,7,75,Box,97,45,,
Ash Creek,2023-06-12,2023,6,12,7,76,Live,108,41,,
Ash Creek,2023-06-12,2023,6,12,7,77,Live,76,39,,
Ash Creek,2023-06-12,2023,6,12,7,78,Box,96,65,,"Verified that field sheet has H = 96, L = 65. [SAA, 6/22/23]"
Ash Creek,2023-06-12,2023,6,12,7,79,Live,80,52,,
Ash Creek,2023-06-12,2023,6,12,7,80,Live,23,19,,
Ash Creek,2023-06-12,2023,6,12,7,81,Live,19,16,,
Ash Creek,2023-06-12,2023,6,12,7,82,Live,82,39,,
Ash Creek,2023-06-12,2023,6,12,7,83,Live,86,42,,
Ash Creek,2023-06-12,2023,6,12,7,84,Live,167,67,,
Ash Creek,2023-06-12,2023,6,12,7,85,Live,78,49,,
Ash Creek,2023-06-12,2023,6,12,7,86,Live,18,19,,
Ash Creek,2023-06-12,2023,6,12,7,87,Live,24,17,,
Ash Creek,2023-06-12,2023,6,12,7,88,Live,15,14,,
