#,Date-Time (EST/EDT),Ch:1 - Temperature   (°C),Water Detect,Button Down,Button Up,Host Connected,End of File
69,7/17/2023 23:24,24.429,,,,,
70,7/17/2023 23:34,24.375,,,,,
71,7/17/2023 23:44,24.311,,,,,
72,7/17/2023 23:54,24.257,,,,,
73,7/18/2023 0:04,24.247,,,,,
74,7/18/2023 0:14,24.225,,,,,
75,7/18/2023 0:24,24.182,,,,,
76,7/18/2023 0:34,24.139,,,,,
77,7/18/2023 0:44,24.107,,,,,
78,7/18/2023 0:54,24.107,,,,,
79,7/18/2023 1:04,24.086,,,,,
80,7/18/2023 1:14,24.075,,,,,
81,7/18/2023 1:24,24.054,,,,,
82,7/18/2023 1:34,24.043,,,,,
83,7/18/2023 1:44,24.054,,,,,
84,7/18/2023 1:54,24.043,,,,,
85,7/18/2023 2:04,24.043,,,,,
86,7/18/2023 2:14,24.097,,,,,
87,7/18/2023 2:24,24.161,,,,,
88,7/18/2023 2:34,24.193,,,,,
89,7/18/2023 2:44,24.247,,,,,
90,7/18/2023 2:54,24.247,,,,,
91,7/18/2023 3:04,24.3,,,,,
92,7/18/2023 3:14,24.397,,,,,
93,7/18/2023 3:24,24.568,,,,,
94,7/18/2023 3:34,24.676,,,,,
95,7/18/2023 3:44,24.783,,,,,
96,7/18/2023 3:54,24.826,,,,,
97,7/18/2023 4:04,24.837,,,,,
98,7/18/2023 4:14,24.869,,,,,
99,7/18/2023 4:24,24.89,,,,,
100,7/18/2023 4:34,24.89,,,,,
101,7/18/2023 4:44,24.89,,,,,
102,7/18/2023 4:54,24.89,,,,,
103,7/18/2023 5:04,24.901,,,,,
104,7/18/2023 5:14,24.901,,,,,
105,7/18/2023 5:24,24.912,,,,,
106,7/18/2023 5:34,24.912,,,,,
107,7/18/2023 5:44,24.901,,,,,
108,7/18/2023 5:54,24.89,,,,,
109,7/18/2023 6:04,24.89,,,,,
110,7/18/2023 6:14,24.912,,,,,
111,7/18/2023 6:24,24.933,,,,,
112,7/18/2023 6:34,24.933,,,,,
113,7/18/2023 6:44,24.933,,,,,
114,7/18/2023 6:54,24.933,,,,,
115,7/18/2023 7:04,24.922,,,,,
116,7/18/2023 7:14,24.922,,,,,
117,7/18/2023 7:24,24.933,,,,,
118,7/18/2023 7:34,24.912,,,,,
119,7/18/2023 7:44,24.912,,,,,
120,7/18/2023 7:54,24.847,,,,,
121,7/18/2023 8:04,24.858,,,,,
122,7/18/2023 8:14,24.837,,,,,
123,7/18/2023 8:24,24.869,,,,,
124,7/18/2023 8:34,24.912,,,,,
125,7/18/2023 8:44,24.869,,,,,
126,7/18/2023 8:54,24.89,,,,,
127,7/18/2023 9:04,24.794,,,,,
128,7/18/2023 9:14,24.676,,,,,
129,7/18/2023 9:24,24.568,,,,,
130,7/18/2023 9:34,24.579,,,,,
131,7/18/2023 9:44,24.59,,,,,
132,7/18/2023 9:54,24.59,,,,,
133,7/18/2023 10:04,24.633,,,,,
134,7/18/2023 10:14,24.676,,,,,
135,7/18/2023 10:24,24.686,,,,,
136,7/18/2023 10:34,24.686,,,,,
137,7/18/2023 10:44,24.676,,,,,
138,7/18/2023 10:54,24.708,,,,,
139,7/18/2023 11:04,24.611,,,,,
140,7/18/2023 11:14,24.579,,,,,
141,7/18/2023 11:24,24.536,,,,,
142,7/18/2023 11:34,24.536,,,,,
143,7/18/2023 11:44,24.526,,,,,
144,7/18/2023 11:54,24.504,,,,,
145,7/18/2023 12:04,24.472,,,,,
146,7/18/2023 12:14,24.343,,,,,
147,7/18/2023 12:24,24.311,,,,,
148,7/18/2023 12:34,24.3,,,,,
149,7/18/2023 12:44,24.332,,,,,
150,7/18/2023 12:54,24.332,,,,,
151,7/18/2023 13:04,24.332,,,,,
152,7/18/2023 13:14,24.311,,,,,
153,7/18/2023 13:24,24.311,,,,,
154,7/18/2023 13:34,24.279,,,,,
155,7/18/2023 13:44,24.279,,,,,
156,7/18/2023 13:54,24.29,,,,,
157,7/18/2023 14:04,24.332,,,,,
158,7/18/2023 14:14,24.429,,,,,
159,7/18/2023 14:24,24.418,,,,,
160,7/18/2023 14:34,24.45,,,,,
161,7/18/2023 14:44,24.483,,,,,
162,7/18/2023 14:54,24.493,,,,,
163,7/18/2023 15:04,24.493,,,,,
164,7/18/2023 15:14,24.515,,,,,
165,7/18/2023 15:24,24.601,,,,,
166,7/18/2023 15:34,24.611,,,,,
167,7/18/2023 15:44,24.654,,,,,
168,7/18/2023 15:54,24.772,,,,,
169,7/18/2023 16:04,24.997,,,,,
170,7/18/2023 16:14,24.987,,,,,
171,7/18/2023 16:24,25.062,,,,,
172,7/18/2023 16:34,25.115,,,,,
173,7/18/2023 16:44,25.083,,,,,
174,7/18/2023 16:54,25.169,,,,,
175,7/18/2023 17:04,25.212,,,,,
176,7/18/2023 17:14,25.287,,,,,
177,7/18/2023 17:24,25.341,,,,,
178,7/18/2023 17:34,25.351,,,,,
179,7/18/2023 17:44,25.351,,,,,
180,7/18/2023 17:54,25.362,,,,,
181,7/18/2023 18:04,25.405,,,,,
182,7/18/2023 18:14,25.459,,,,,
183,7/18/2023 18:24,25.459,,,,,
184,7/18/2023 18:34,25.255,,,,,
185,7/18/2023 18:44,25.287,,,,,
186,7/18/2023 18:54,25.373,,,,,
187,7/18/2023 19:04,25.437,,,,,
188,7/18/2023 19:14,25.555,,,,,
189,7/18/2023 19:24,25.544,,,,,
190,7/18/2023 19:34,25.491,,,,,
191,7/18/2023 19:44,25.394,,,,,
192,7/18/2023 19:54,25.266,,,,,
193,7/18/2023 20:04,25.244,,,,,
194,7/18/2023 20:14,25.223,,,,,
195,7/18/2023 20:24,25.19,,,,,
196,7/18/2023 20:34,25.18,,,,,
197,7/18/2023 20:44,25.266,,,,,
198,7/18/2023 20:54,25.255,,,,,
199,7/18/2023 21:04,25.062,,,,,
200,7/18/2023 21:14,24.965,,,,,
201,7/18/2023 21:24,24.847,,,,,
202,7/18/2023 21:34,24.74,,,,,
203,7/18/2023 21:44,24.697,,,,,
204,7/18/2023 21:54,24.686,,,,,
205,7/18/2023 22:04,24.654,,,,,
206,7/18/2023 22:14,24.633,,,,,
207,7/18/2023 22:24,24.601,,,,,
208,7/18/2023 22:34,24.547,,,,,
209,7/18/2023 22:44,24.547,,,,,
210,7/18/2023 22:54,24.547,,,,,
211,7/18/2023 23:04,24.558,,,,,
212,7/18/2023 23:14,24.547,,,,,
213,7/18/2023 23:24,24.418,,,,,
214,7/18/2023 23:34,24.408,,,,,
215,7/18/2023 23:44,24.397,,,,,
216,7/18/2023 23:54,24.3,,,,,
217,7/19/2023 0:04,24.236,,,,,
218,7/19/2023 0:14,24.193,,,,,
219,7/19/2023 0:24,24.172,,,,,
220,7/19/2023 0:34,24.182,,,,,
221,7/19/2023 0:44,24.193,,,,,
222,7/19/2023 0:54,24.172,,,,,
223,7/19/2023 1:04,24.182,,,,,
224,7/19/2023 1:14,24.172,,,,,
225,7/19/2023 1:24,24.172,,,,,
226,7/19/2023 1:34,24.172,,,,,
227,7/19/2023 1:44,24.107,,,,,
228,7/19/2023 1:54,24.075,,,,,
229,7/19/2023 2:04,24.054,,,,,
230,7/19/2023 2:14,24.054,,,,,
231,7/19/2023 2:24,24.086,,,,,
232,7/19/2023 2:34,24.075,,,,,
233,7/19/2023 2:44,24.064,,,,,
234,7/19/2023 2:54,24.086,,,,,
235,7/19/2023 3:04,24.107,,,,,
236,7/19/2023 3:14,24.129,,,,,
237,7/19/2023 3:24,24.172,,,,,
238,7/19/2023 3:34,24.182,,,,,
239,7/19/2023 3:44,24.193,,,,,
240,7/19/2023 3:54,24.225,,,,,
241,7/19/2023 4:04,24.257,,,,,
242,7/19/2023 4:14,24.311,,,,,
243,7/19/2023 4:24,24.343,,,,,
244,7/19/2023 4:34,24.354,,,,,
245,7/19/2023 4:44,24.375,,,,,
246,7/19/2023 4:54,24.408,,,,,
247,7/19/2023 5:04,24.397,,,,,
248,7/19/2023 5:14,24.408,,,,,
249,7/19/2023 5:24,24.472,,,,,
250,7/19/2023 5:34,24.472,,,,,
251,7/19/2023 5:44,24.44,,,,,
252,7/19/2023 5:54,24.397,,,,,
253,7/19/2023 6:04,24.365,,,,,
254,7/19/2023 6:14,24.386,,,,,
255,7/19/2023 6:24,24.386,,,,,
256,7/19/2023 6:34,24.365,,,,,
257,7/19/2023 6:44,24.386,,,,,
258,7/19/2023 6:54,24.343,,,,,
259,7/19/2023 7:04,24.311,,,,,
260,7/19/2023 7:14,24.322,,,,,
261,7/19/2023 7:24,24.322,,,,,
262,7/19/2023 7:34,24.322,,,,,
263,7/19/2023 7:44,24.3,,,,,
264,7/19/2023 7:54,24.3,,,,,
265,7/19/2023 8:04,24.332,,,,,
266,7/19/2023 8:14,24.397,,,,,
267,7/19/2023 8:24,24.343,,,,,
268,7/19/2023 8:34,24.45,,,,,
269,7/19/2023 8:44,24.515,,,,,
270,7/19/2023 8:54,24.483,,,,,
271,7/19/2023 9:04,24.45,,,,,
272,7/19/2023 9:14,24.418,,,,,
273,7/19/2023 9:24,24.429,,,,,
274,7/19/2023 9:34,24.45,,,,,
275,7/19/2023 9:44,24.44,,,,,
276,7/19/2023 9:54,24.44,,,,,
277,7/19/2023 10:04,24.429,,,,,
278,7/19/2023 10:14,24.397,,,,,
279,7/19/2023 10:24,24.375,,,,,
280,7/19/2023 10:34,24.343,,,,,
281,7/19/2023 10:44,24.3,,,,,
282,7/19/2023 10:54,24.279,,,,,
283,7/19/2023 11:04,24.279,,,,,
284,7/19/2023 11:14,24.29,,,,,
285,7/19/2023 11:24,24.257,,,,,
286,7/19/2023 11:34,24.257,,,,,
287,7/19/2023 11:44,24.257,,,,,
288,7/19/2023 11:54,24.279,,,,,
289,7/19/2023 12:04,24.257,,,,,
290,7/19/2023 12:14,24.257,,,,,
291,7/19/2023 12:24,24.257,,,,,
292,7/19/2023 12:34,24.257,,,,,
293,7/19/2023 12:44,24.236,,,,,
294,7/19/2023 12:54,24.257,,,,,
295,7/19/2023 13:04,24.257,,,,,
296,7/19/2023 13:14,24.257,,,,,
297,7/19/2023 13:24,24.257,,,,,
298,7/19/2023 13:34,24.257,,,,,
299,7/19/2023 13:44,24.257,,,,,
300,7/19/2023 13:54,24.279,,,,,
301,7/19/2023 14:04,24.257,,,,,
302,7/19/2023 14:14,24.268,,,,,
303,7/19/2023 14:24,24.279,,,,,
304,7/19/2023 14:34,24.279,,,,,
305,7/19/2023 14:44,24.279,,,,,
306,7/19/2023 14:54,24.29,,,,,
307,7/19/2023 15:04,24.279,,,,,
308,7/19/2023 15:14,24.279,,,,,
309,7/19/2023 15:24,24.279,,,,,
310,7/19/2023 15:34,24.279,,,,,
311,7/19/2023 15:44,24.257,,,,,
312,7/19/2023 15:54,24.257,,,,,
313,7/19/2023 16:04,24.257,,,,,
314,7/19/2023 16:14,24.257,,,,,
315,7/19/2023 16:24,24.3,,,,,
316,7/19/2023 16:34,24.343,,,,,
317,7/19/2023 16:44,24.408,,,,,
318,7/19/2023 16:54,24.472,,,,,
319,7/19/2023 17:04,24.665,,,,,
320,7/19/2023 17:14,24.697,,,,,
321,7/19/2023 17:24,24.74,,,,,
322,7/19/2023 17:34,24.933,,,,,
323,7/19/2023 17:44,24.955,,,,,
324,7/19/2023 17:54,25.266,,,,,
325,7/19/2023 18:04,25.351,,,,,
326,7/19/2023 18:14,25.33,,,,,
327,7/19/2023 18:24,25.384,,,,,
328,7/19/2023 18:34,25.394,,,,,
329,7/19/2023 18:44,25.394,,,,,
330,7/19/2023 18:54,25.298,,,,,
331,7/19/2023 19:04,25.255,,,,,
332,7/19/2023 19:14,25.233,,,,,
333,7/19/2023 19:24,25.255,,,,,
334,7/19/2023 19:34,25.244,,,,,
335,7/19/2023 19:44,25.255,,,,,
336,7/19/2023 19:54,25.201,,,,,
337,7/19/2023 20:04,25.083,,,,,
338,7/19/2023 20:14,25.126,,,,,
339,7/19/2023 20:24,25.03,,,,,
340,7/19/2023 20:34,24.944,,,,,
341,7/19/2023 20:44,24.955,,,,,
342,7/19/2023 20:54,24.976,,,,,
343,7/19/2023 21:04,24.901,,,,,
344,7/19/2023 21:14,24.912,,,,,
345,7/19/2023 21:24,24.965,,,,,
346,7/19/2023 21:34,24.944,,,,,
347,7/19/2023 21:44,24.944,,,,,
348,7/19/2023 21:54,24.858,,,,,
349,7/19/2023 22:04,24.719,,,,,
350,7/19/2023 22:14,24.622,,,,,
351,7/19/2023 22:24,24.601,,,,,
352,7/19/2023 22:34,24.59,,,,,
353,7/19/2023 22:44,24.579,,,,,
354,7/19/2023 22:54,24.568,,,,,
355,7/19/2023 23:04,24.515,,,,,
356,7/19/2023 23:14,24.504,,,,,
357,7/19/2023 23:24,24.515,,,,,
358,7/19/2023 23:34,24.515,,,,,
359,7/19/2023 23:44,24.515,,,,,
360,7/19/2023 23:54,24.515,,,,,
361,7/20/2023 0:04,24.483,,,,,
362,7/20/2023 0:14,24.408,,,,,
363,7/20/2023 0:24,24.408,,,,,
364,7/20/2023 0:34,24.397,,,,,
365,7/20/2023 0:44,24.375,,,,,
366,7/20/2023 0:54,24.311,,,,,
367,7/20/2023 1:04,24.279,,,,,
368,7/20/2023 1:14,24.29,,,,,
369,7/20/2023 1:24,24.279,,,,,
370,7/20/2023 1:34,24.268,,,,,
371,7/20/2023 1:44,24.257,,,,,
372,7/20/2023 1:54,24.257,,,,,
373,7/20/2023 2:04,24.257,,,,,
374,7/20/2023 2:14,24.257,,,,,
375,7/20/2023 2:24,24.225,,,,,
376,7/20/2023 2:34,24.225,,,,,
377,7/20/2023 2:44,24.214,,,,,
378,7/20/2023 2:54,24.214,,,,,
379,7/20/2023 3:04,24.225,,,,,
380,7/20/2023 3:14,24.204,,,,,
381,7/20/2023 3:24,24.204,,,,,
382,7/20/2023 3:34,24.193,,,,,
383,7/20/2023 3:44,24.214,,,,,
384,7/20/2023 3:54,24.214,,,,,
385,7/20/2023 4:04,24.225,,,,,
386,7/20/2023 4:14,24.225,,,,,
387,7/20/2023 4:24,24.247,,,,,
388,7/20/2023 4:34,24.257,,,,,
389,7/20/2023 4:44,24.268,,,,,
390,7/20/2023 4:54,24.279,,,,,
391,7/20/2023 5:04,24.279,,,,,
392,7/20/2023 5:14,24.257,,,,,
393,7/20/2023 5:24,24.279,,,,,
394,7/20/2023 5:34,24.279,,,,,
395,7/20/2023 5:44,24.279,,,,,
396,7/20/2023 5:54,24.257,,,,,
397,7/20/2023 6:04,24.225,,,,,
398,7/20/2023 6:14,24.15,,,,,
399,7/20/2023 6:24,24.064,,,,,
400,7/20/2023 6:34,24.086,,,,,
401,7/20/2023 6:44,24.054,,,,,
402,7/20/2023 6:54,24.054,,,,,
403,7/20/2023 7:04,24.107,,,,,
404,7/20/2023 7:14,24.15,,,,,
405,7/20/2023 7:24,24.247,,,,,
406,7/20/2023 7:34,24.3,,,,,
407,7/20/2023 7:44,24.332,,,,,
408,7/20/2023 7:54,24.343,,,,,
409,7/20/2023 8:04,24.375,,,,,
410,7/20/2023 8:14,24.408,,,,,
411,7/20/2023 8:24,24.429,,,,,
412,7/20/2023 8:34,24.45,,,,,
413,7/20/2023 8:44,24.493,,,,,
414,7/20/2023 8:54,24.526,,,,,
415,7/20/2023 9:04,24.568,,,,,
416,7/20/2023 9:14,24.568,,,,,
417,7/20/2023 9:24,24.611,,,,,
418,7/20/2023 9:34,24.654,,,,,
419,7/20/2023 9:44,24.676,,,,,
420,7/20/2023 9:54,24.74,,,,,
421,7/20/2023 10:04,24.783,,,,,
422,7/20/2023 10:14,24.558,,,,,
423,7/20/2023 10:24,24.429,,,,,
424,7/20/2023 10:34,24.365,,,,,
425,7/20/2023 10:44,24.365,,,,,
426,7/20/2023 10:54,24.429,,,,,
427,7/20/2023 11:04,24.45,,,,,
428,7/20/2023 11:14,24.472,,,,,
429,7/20/2023 11:24,24.515,,,,,
430,7/20/2023 11:34,24.568,,,,,
431,7/20/2023 11:44,24.568,,,,,
432,7/20/2023 11:54,24.536,,,,,
433,7/20/2023 12:04,24.493,,,,,
434,7/20/2023 12:14,24.483,,,,,
435,7/20/2023 12:24,24.59,,,,,
436,7/20/2023 12:34,24.697,,,,,
437,7/20/2023 12:44,24.719,,,,,
438,7/20/2023 12:54,24.74,,,,,
439,7/20/2023 13:04,24.783,,,,,
440,7/20/2023 13:14,24.772,,,,,
441,7/20/2023 13:24,24.837,,,,,
442,7/20/2023 13:34,24.89,,,,,
443,7/20/2023 13:44,24.912,,,,,
444,7/20/2023 13:54,24.922,,,,,
445,7/20/2023 14:04,24.944,,,,,
446,7/20/2023 14:14,24.955,,,,,
447,7/20/2023 14:24,24.965,,,,,
448,7/20/2023 14:34,25.019,,,,,
449,7/20/2023 14:44,25.03,,,,,
450,7/20/2023 14:54,25.062,,,,,
451,7/20/2023 15:04,25.051,,,,,
452,7/20/2023 15:14,25.03,,,,,
453,7/20/2023 15:24,24.987,,,,,
454,7/20/2023 15:34,24.912,,,,,
455,7/20/2023 15:44,24.879,,,,,
456,7/20/2023 15:54,24.89,,,,,
457,7/20/2023 16:04,24.89,,,,,
458,7/20/2023 16:14,24.89,,,,,
459,7/20/2023 16:24,24.89,,,,,
460,7/20/2023 16:34,24.879,,,,,
461,7/20/2023 16:44,24.879,,,,,
462,7/20/2023 16:54,24.869,,,,,
463,7/20/2023 17:04,24.89,,,,,
464,7/20/2023 17:14,24.922,,,,,
465,7/20/2023 17:24,24.955,,,,,
466,7/20/2023 17:34,24.997,,,,,
467,7/20/2023 17:44,25.105,,,,,
468,7/20/2023 17:54,25.233,,,,,
469,7/20/2023 18:04,25.287,,,,,
470,7/20/2023 18:14,25.287,,,,,
471,7/20/2023 18:24,25.244,,,,,
472,7/20/2023 18:34,25.233,,,,,
473,7/20/2023 18:44,25.491,,,,,
474,7/20/2023 18:54,25.544,,,,,
475,7/20/2023 19:04,25.63,,,,,
476,7/20/2023 19:14,25.737,,,,,
477,7/20/2023 19:24,25.941,,,,,
478,7/20/2023 19:34,26.102,,,,,
479,7/20/2023 19:44,26.209,,,,,
480,7/20/2023 19:54,26.188,,,,,
481,7/20/2023 20:04,26.102,,,,,
482,7/20/2023 20:14,26.006,,,,,
483,7/20/2023 20:24,25.737,,,,,
484,7/20/2023 20:34,25.491,,,,,
485,7/20/2023 20:44,25.459,,,,,
486,7/20/2023 20:54,25.534,,,,,
487,7/20/2023 21:04,25.727,,,,,
488,7/20/2023 21:14,25.834,,,,,
489,7/20/2023 21:24,25.802,,,,,
490,7/20/2023 21:34,25.727,,,,,
491,7/20/2023 21:44,25.662,,,,,
492,7/20/2023 21:54,25.577,,,,,
493,7/20/2023 22:04,25.523,,,,,
494,7/20/2023 22:14,25.577,,,,,
495,7/20/2023 22:24,25.641,,,,,
496,7/20/2023 22:34,25.491,,,,,
497,7/20/2023 22:44,25.341,,,,,
498,7/20/2023 22:54,25.266,,,,,
499,7/20/2023 23:04,25.233,,,,,
500,7/20/2023 23:14,25.233,,,,,
501,7/20/2023 23:24,25.244,,,,,
502,7/20/2023 23:34,25.233,,,,,
503,7/20/2023 23:44,25.244,,,,,
504,7/20/2023 23:54,25.212,,,,,
505,7/21/2023 0:04,25.19,,,,,
506,7/21/2023 0:14,25.201,,,,,
507,7/21/2023 0:24,25.201,,,,,
508,7/21/2023 0:34,25.201,,,,,
509,7/21/2023 0:44,25.169,,,,,
510,7/21/2023 0:54,25.137,,,,,
511,7/21/2023 1:04,25.083,,,,,
512,7/21/2023 1:14,25.008,,,,,
513,7/21/2023 1:24,24.997,,,,,
514,7/21/2023 1:34,25.008,,,,,
515,7/21/2023 1:44,24.997,,,,,
516,7/21/2023 1:54,24.976,,,,,
517,7/21/2023 2:04,24.944,,,,,
518,7/21/2023 2:14,24.922,,,,,
519,7/21/2023 2:24,24.901,,,,,
520,7/21/2023 2:34,24.912,,,,,
521,7/21/2023 2:44,24.89,,,,,
522,7/21/2023 2:54,24.858,,,,,
523,7/21/2023 3:04,24.826,,,,,
524,7/21/2023 3:14,24.826,,,,,
525,7/21/2023 3:24,24.847,,,,,
526,7/21/2023 3:34,24.858,,,,,
527,7/21/2023 3:44,24.869,,,,,
528,7/21/2023 3:54,24.858,,,,,
529,7/21/2023 4:04,24.826,,,,,
530,7/21/2023 4:14,24.826,,,,,
531,7/21/2023 4:24,24.826,,,,,
532,7/21/2023 4:34,24.858,,,,,
533,7/21/2023 4:44,24.879,,,,,
534,7/21/2023 4:54,24.89,,,,,
535,7/21/2023 5:04,24.912,,,,,
536,7/21/2023 5:14,24.912,,,,,
537,7/21/2023 5:24,24.933,,,,,
538,7/21/2023 5:34,24.944,,,,,
539,7/21/2023 5:44,24.933,,,,,
540,7/21/2023 5:54,24.944,,,,,
541,7/21/2023 6:04,24.965,,,,,
542,7/21/2023 6:14,24.944,,,,,
543,7/21/2023 6:24,24.912,,,,,
544,7/21/2023 6:34,24.869,,,,,
545,7/21/2023 6:44,24.869,,,,,
546,7/21/2023 6:54,24.89,,,,,
547,7/21/2023 7:04,24.89,,,,,
548,7/21/2023 7:14,24.901,,,,,
549,7/21/2023 7:24,24.858,,,,,
550,7/21/2023 7:34,24.847,,,,,
551,7/21/2023 7:44,24.826,,,,,
552,7/21/2023 7:54,24.847,,,,,
553,7/21/2023 8:04,24.858,,,,,
554,7/21/2023 8:14,24.879,,,,,
555,7/21/2023 8:24,24.944,,,,,
556,7/21/2023 8:34,24.965,,,,,
557,7/21/2023 8:44,25.03,,,,,
558,7/21/2023 8:54,25.062,,,,,
559,7/21/2023 9:04,25.083,,,,,
560,7/21/2023 9:14,25.083,,,,,
561,7/21/2023 9:24,25.062,,,,,
562,7/21/2023 9:34,25.04,,,,,
563,7/21/2023 9:44,25.03,,,,,
564,7/21/2023 9:54,25.062,,,,,
565,7/21/2023 10:04,25.04,,,,,
566,7/21/2023 10:14,24.997,,,,,
567,7/21/2023 10:24,24.976,,,,,
568,7/21/2023 10:34,24.997,,,,,
569,7/21/2023 10:44,25.008,,,,,
570,7/21/2023 10:54,25.019,,,,,
571,7/21/2023 11:04,24.997,,,,,
572,7/21/2023 11:14,24.997,,,,,
573,7/21/2023 11:24,24.933,,,,,
574,7/21/2023 11:34,24.912,,,,,
575,7/21/2023 11:44,24.837,,,,,
576,7/21/2023 11:54,24.815,,,,,
577,7/21/2023 12:04,24.804,,,,,
578,7/21/2023 12:14,24.815,,,,,
579,7/21/2023 12:24,24.847,,,,,
580,7/21/2023 12:34,24.826,,,,,
581,7/21/2023 12:44,24.837,,,,,
582,7/21/2023 12:54,24.858,,,,,
583,7/21/2023 13:04,24.858,,,,,
584,7/21/2023 13:14,24.826,,,,,
585,7/21/2023 13:24,24.751,,,,,
586,7/21/2023 13:34,24.74,,,,,
587,7/21/2023 13:44,24.729,,,,,
588,7/21/2023 13:54,24.665,,,,,
589,7/21/2023 14:04,24.665,,,,,
590,7/21/2023 14:14,24.654,,,,,
591,7/21/2023 14:24,24.633,,,,,
592,7/21/2023 14:34,24.622,,,,,
593,7/21/2023 14:44,24.547,,,,,
594,7/21/2023 14:54,24.515,,,,,
595,7/21/2023 15:04,24.504,,,,,
596,7/21/2023 15:14,24.483,,,,,
597,7/21/2023 15:24,24.472,,,,,
598,7/21/2023 15:34,24.504,,,,,
599,7/21/2023 15:44,24.536,,,,,
600,7/21/2023 15:54,24.568,,,,,
601,7/21/2023 16:04,24.601,,,,,
602,7/21/2023 16:14,24.622,,,,,
603,7/21/2023 16:24,24.622,,,,,
604,7/21/2023 16:34,24.633,,,,,
605,7/21/2023 16:44,24.654,,,,,
606,7/21/2023 16:54,24.654,,,,,
607,7/21/2023 17:04,24.676,,,,,
608,7/21/2023 17:14,24.708,,,,,
609,7/21/2023 17:24,24.794,,,,,
610,7/21/2023 17:34,24.879,,,,,
611,7/21/2023 17:44,24.955,,,,,
612,7/21/2023 17:54,25.062,,,,,
613,7/21/2023 18:04,25.148,,,,,
614,7/21/2023 18:14,25.212,,,,,
615,7/21/2023 18:24,25.287,,,,,
616,7/21/2023 18:34,25.351,,,,,
617,7/21/2023 18:44,25.351,,,,,
618,7/21/2023 18:54,25.384,,,,,
619,7/21/2023 19:04,25.416,,,,,
620,7/21/2023 19:14,25.459,,,,,
621,7/21/2023 19:24,25.544,,,,,
622,7/21/2023 19:34,25.566,,,,,
623,7/21/2023 19:44,25.566,,,,,
624,7/21/2023 19:54,25.577,,,,,
625,7/21/2023 20:04,25.598,,,,,
626,7/21/2023 20:14,25.587,,,,,
627,7/21/2023 20:24,25.577,,,,,
628,7/21/2023 20:34,25.523,,,,,
629,7/21/2023 20:44,25.577,,,,,
630,7/21/2023 20:54,25.587,,,,,
631,7/21/2023 21:04,25.587,,,,,
