Field ID,Date_collected,Site,State,Quadrat,Count,Length_live,Length_box,Length_gaper,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,90,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,91,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,92,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,93,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,94,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,95,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,96,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,97,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,98,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,99,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,1,100,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,1,134.48,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,2,108.39,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,3,,44.05,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,4,,33.98,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,5,,33.98,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,6,91.77,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,7,84.96,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,8,97.54,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,9,101.34,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,10,115.06,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,11,55.34,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,12,,33.23,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,13,,56.91,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,14,,81.37,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,15,,33.48,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,16,77.34,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,17,78.96,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,18,52.7,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,19,96.07,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,20,103.58,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,21,118.46,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,22,79.67,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,23,84.66,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,24,,38.18,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,25,,41.67,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,26,,56.16,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,27,,32.87,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,28,,35.6,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,29,73.18,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,30,31.49,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,31,48.75,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,32,54.99,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,33,41.54,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,34,33.39,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,35,42.22,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,36,106.72,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,37,,64.42,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,38,76.91,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,39,97.09,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,40,48.97,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,41,,37.73,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,42,,74.25,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,43,,52.55,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,44,,57.99,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,45,48.01,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,46,78.56,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,47,91.34,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,48,115.67,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,49,105.48,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,50,83.8,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,51,57.96,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,52,95.03,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,53,37.86,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,54,,65.4,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,55,,81.41,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,56,,56.96,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,57,,63.7,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,58,,39.98,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,59,88.05,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,60,54.64,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,61,,38.84,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,62,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,63,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,64,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,65,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,66,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,67,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,68,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,69,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,70,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,71,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,72,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,73,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,74,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,75,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,76,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,77,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,78,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,79,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,80,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,81,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,82,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,83,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,84,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,85,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,86,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,87,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,88,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,89,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,90,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,91,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,92,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,93,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,94,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,95,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,96,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,97,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,98,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,99,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,2,100,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,1,84.07,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,2,149.52,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,3,67.3,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,4,,52.61,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,5,,27.64,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,6,,43.95,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,7,82.2,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,8,104.26,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,9,116.55,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,10,106.02,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,11,35.5,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,12,97.65,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,13,,52.06,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,14,,48.82,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,15,86.13,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,16,67.18,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,17,90.2,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,18,97.59,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,19,,25.44,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,20,36.43,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,21,106.77,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,22,96.98,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,23,,49.14,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,24,97.67,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,25,127.27,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,26,98.81,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,27,37.35,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,28,104.85,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,29,63.78,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,30,79.18,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,31,91.35,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,32,27.97,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,33,28.44,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,34,54.47,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,35,113.65,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,36,,44.66,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,37,,64.43,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,38,,77.65,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,39,111.09,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,40,93.56,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,41,67.16,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,42,93.27,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,43,113.56,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,44,96.19,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,45,111.28,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,46,116.51,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,47,118.92,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,48,105.64,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,49,,40.76,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,50,,39.07,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,51,,83.12,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,52,,51.94,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,53,132.33,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,54,116.31,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,55,41.52,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,56,,63.29,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,57,38.58,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,58,90.38,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,59,111.98,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,60,98.74,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,61,71.08,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,62,53.82,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,63,94.06,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,64,,50.81,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,65,85.09,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,66,111.09,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,67,102.66,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,68,111.47,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,69,112.91,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,70,83.51,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,71,,36.71,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,72,45.27,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,73,86.68,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,74,89.3,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,75,55.19,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,76,51.09,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,77,108.68,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,78,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,79,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,80,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,81,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,82,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,83,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,84,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,85,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,86,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,87,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,88,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,89,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,90,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,91,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,92,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,93,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,94,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,95,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,96,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,97,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,98,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,99,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,3,100,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,1,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,2,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,3,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,4,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,5,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,6,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,7,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,8,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,9,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,10,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,11,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,12,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,13,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,14,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,15,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,16,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,17,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,18,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,19,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,20,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,21,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,22,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,23,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,24,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,25,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,26,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,27,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,28,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,29,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,30,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,31,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,32,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,33,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,34,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,35,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,36,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,37,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,38,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,39,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,40,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,41,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,42,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,43,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,44,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,45,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,46,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,47,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,48,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,49,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,50,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,51,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,52,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,53,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,54,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,55,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,56,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,57,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,58,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,59,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,60,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,61,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,62,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,63,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,64,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,65,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,66,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,67,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,68,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,69,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,70,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,71,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,72,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,73,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,74,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,75,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,76,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,77,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,78,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,79,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,80,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,81,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,82,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,83,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,84,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,85,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,86,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,87,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,88,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,89,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,90,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,91,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,92,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,93,,,,,,,,,
1023GOLD,10-16-23,GOLD,NY,4,94,,,,,,,,,
