Field ID,Date_collected,Site,State,Quadrat,Count,Length_live,Length_box,Length_gaper,,,,,,
1023FENC,10-5-23,FENC,CT,1,80,68.23,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,81,46.05,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,82,55.62,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,83,67.41,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,84,81.54,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,85,115.08,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,86,57.23,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,87,64.78,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,88,132.95,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,89,92.81,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,90,40.16,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,91,57.91,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,92,61.58,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,93,104.28,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,94,71.22,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,95,52.24,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,96,,93.65,,,,,,,
1023FENC,10-5-23,FENC,CT,1,97,,67.74,,,,,,,
1023FENC,10-5-23,FENC,CT,1,98,40.76,,,,,,,,
1023FENC,10-5-23,FENC,CT,1,99,,28.06,,,,,,,
1023FENC,10-5-23,FENC,CT,1,100,,29.19,,,,,,,
1023FENC,10-5-23,FENC,CT,2,1,116.3,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,2,97.15,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,3,101.66,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,4,31.29,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,5,60.93,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,6,48.68,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,7,78.88,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,8,21.44,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,9,16.84,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,10,96.08,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,11,50.17,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,12,12.98,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,13,30.53,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,14,88.21,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,15,8.1,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,16,28.23,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,17,35.38,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,18,115.5,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,19,54.14,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,20,117.57,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,21,,33.95,,,,,,,
1023FENC,10-5-23,FENC,CT,2,22,65.89,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,23,,61.95,,,,,,,
1023FENC,10-5-23,FENC,CT,2,24,,76.1,,,,,,,
1023FENC,10-5-23,FENC,CT,2,25,29.53,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,26,88.3,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,27,,92.17,,,,,,,
1023FENC,10-5-23,FENC,CT,2,28,100.42,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,29,78.66,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,30,100.32,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,31,5.6,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,32,41.95,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,33,97.4,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,34,83.03,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,35,97.6,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,36,51.01,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,37,,73,,,,,,,
1023FENC,10-5-23,FENC,CT,2,38,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,39,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,40,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,41,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,42,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,43,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,44,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,45,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,46,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,47,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,48,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,49,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,50,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,51,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,52,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,53,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,54,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,55,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,56,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,57,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,58,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,59,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,60,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,61,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,62,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,63,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,64,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,65,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,66,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,67,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,68,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,69,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,70,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,71,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,72,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,73,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,74,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,75,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,76,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,77,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,78,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,79,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,80,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,81,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,82,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,83,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,84,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,85,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,86,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,87,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,88,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,89,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,90,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,91,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,92,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,93,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,94,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,95,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,96,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,97,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,98,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,99,,,,,,,,,
1023FENC,10-5-23,FENC,CT,2,100,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,1,67.7,107.78,,,,,,,
1023FENC,10-5-23,FENC,CT,3,2,94.02,114.71,,,,,,,
1023FENC,10-5-23,FENC,CT,3,3,52.28,56.69,,,,,,,
1023FENC,10-5-23,FENC,CT,3,4,118.5,70.02,,,,,,,
1023FENC,10-5-23,FENC,CT,3,5,10.78,37.68,,,,,,,
1023FENC,10-5-23,FENC,CT,3,6,48.83,105.74,,,,,,,
1023FENC,10-5-23,FENC,CT,3,7,45.03,104,,,,,,,
1023FENC,10-5-23,FENC,CT,3,8,73.52,137.77,,,,,,,
1023FENC,10-5-23,FENC,CT,3,9,48.26,103.4,,,,,,,
1023FENC,10-5-23,FENC,CT,3,10,79.22,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,11,72.5,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,12,31.48,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,13,150.83,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,14,49.64,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,15,61.15,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,16,73.81,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,17,117.78,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,18,123.48,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,19,70.2,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,20,79.42,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,21,75.55,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,22,119.4,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,23,113.24,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,24,51.39,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,25,31.15,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,26,153.85,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,27,48.95,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,28,45.77,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,29,123.04,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,30,57.85,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,31,108.2,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,32,38.23,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,33,94.81,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,34,52.1,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,35,123.24,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,36,95.63,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,37,67.73,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,38,104.74,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,39,134.84,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,40,63.98,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,41,37.11,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,42,49.21,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,43,36.93,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,44,11.29,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,45,102.48,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,46,99.95,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,47,75.26,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,48,40.16,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,49,10.38,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,50,13.96,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,51,153.77,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,52,84.4,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,53,69.5,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,54,26,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,55,104.27,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,56,100.84,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,57,69.9,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,58,43.92,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,59,59.29,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,60,41.16,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,61,120.76,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,62,22.97,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,63,87.07,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,64,61.79,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,65,172.68,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,66,183.15,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,67,50.6,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,68,42.58,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,69,93.22,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,70,136.2,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,71,49.72,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,72,66.35,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,73,140.47,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,74,60.21,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,75,78.11,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,76,51.94,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,77,36.33,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,78,61.22,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,79,51.86,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,80,18.13,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,81,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,82,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,83,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,84,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,85,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,86,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,87,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,88,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,89,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,90,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,91,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,92,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,93,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,94,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,95,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,96,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,97,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,98,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,99,,,,,,,,,
1023FENC,10-5-23,FENC,CT,3,100,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,1,47.03,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,2,51.4,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,3,59.54,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,4,,90.46,,,,,,,
1023FENC,10-5-23,FENC,CT,4,5,,74.83,,,,,,,
1023FENC,10-5-23,FENC,CT,4,6,44.97,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,7,51.52,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,8,65.88,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,9,73.73,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,10,38.48,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,11,70.86,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,12,,91.74,,,,,,,
1023FENC,10-5-23,FENC,CT,4,13,38.63,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,14,47.43,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,15,46.56,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,16,10.24,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,17,77.2,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,18,47.95,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,19,47.85,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,20,,109.54,,,,,,,
1023FENC,10-5-23,FENC,CT,4,21,,79.67,,,,,,,
1023FENC,10-5-23,FENC,CT,4,22,12.44,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,23,,13.51,,,,,,,
1023FENC,10-5-23,FENC,CT,4,24,60.56,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,25,88.2,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,26,,70.35,,,,,,,
1023FENC,10-5-23,FENC,CT,4,27,,52.2,,,,,,,
1023FENC,10-5-23,FENC,CT,4,28,42.13,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,29,50.13,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,30,68.56,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,31,,96.98,,,,,,,
1023FENC,10-5-23,FENC,CT,4,32,11.35,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,33,15.78,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,34,,108.65,,,,,,,
1023FENC,10-5-23,FENC,CT,4,35,,89.25,,,,,,,
1023FENC,10-5-23,FENC,CT,4,36,68.51,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,37,,74.32,,,,,,,
1023FENC,10-5-23,FENC,CT,4,38,,82.67,,,,,,,
1023FENC,10-5-23,FENC,CT,4,39,,39.22,,,,,,,
1023FENC,10-5-23,FENC,CT,4,40,,54.34,,,,,,,
1023FENC,10-5-23,FENC,CT,4,41,,57.44,,,,,,,
1023FENC,10-5-23,FENC,CT,4,42,,98.61,,,,,,,
1023FENC,10-5-23,FENC,CT,4,43,,91.87,,,,,,,
1023FENC,10-5-23,FENC,CT,4,44,47.7,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,45,43.08,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,46,85.16,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,47,,79.78,,,,,,,
1023FENC,10-5-23,FENC,CT,4,48,,33.87,,,,,,,
1023FENC,10-5-23,FENC,CT,4,49,,80.99,,,,,,,
1023FENC,10-5-23,FENC,CT,4,50,,18.99,,,,,,,
1023FENC,10-5-23,FENC,CT,4,51,52.43,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,52,38.59,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,53,50.08,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,54,49.24,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,55,44.42,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,56,41.83,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,57,9.51,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,58,,98.11,,,,,,,
1023FENC,10-5-23,FENC,CT,4,59,64.82,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,60,18.25,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,61,8.77,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,62,51.75,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,63,13.51,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,64,,45.46,,,,,,,
1023FENC,10-5-23,FENC,CT,4,65,9.49,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,66,74.51,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,67,,51.61,,,,,,,
1023FENC,10-5-23,FENC,CT,4,68,8.94,66.04,,,,,,,
1023FENC,10-5-23,FENC,CT,4,69,18.58,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,70,12.95,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,71,11.3,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,72,53.47,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,73,118.33,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,74,46.11,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,75,54.82,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,76,33,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,77,,50.11,,,,,,,
1023FENC,10-5-23,FENC,CT,4,78,49.4,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,79,13.1,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,80,17.2,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,81,,52.93,,,,,,,
1023FENC,10-5-23,FENC,CT,4,82,42.76,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,83,11.42,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,84,,40.27,,,,,,,
1023FENC,10-5-23,FENC,CT,4,85,,68.94,,,,,,,
1023FENC,10-5-23,FENC,CT,4,86,69.24,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,87,6.97,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,88,19.43,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,89,,89.86,,,,,,,
1023FENC,10-5-23,FENC,CT,4,90,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,91,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,92,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,93,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,94,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,95,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,96,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,97,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,98,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,99,,,,,,,,,
1023FENC,10-5-23,FENC,CT,4,100,,,,,,,,,
1023FENC,10-5-23,FENC,CT,5,1,,60.47,,,,,,,
1023FENC,10-5-23,FENC,CT,5,2,44.23,,,,,,,,
1023FENC,10-5-23,FENC,CT,5,3,,57.78,,,,,,,
1023FENC,10-5-23,FENC,CT,5,4,,81.49,,,,,,,
