Field ID,Date_collected,Site,State,Quadrat,Count,Height_live,Height_box,Height_gaper
0524FENC,5/13/2024,FENC,CT,3,27,101.19,,
0524FENC,5/13/2024,FENC,CT,3,28,,115.13,
0524FENC,5/13/2024,FENC,CT,3,29,104.11,,
0524FENC,5/13/2024,FENC,CT,3,30,70.83,,
0524FENC,5/13/2024,FENC,CT,3,31,131.65,,
0524FENC,5/13/2024,FENC,CT,3,32,40.32,,
0524FENC,5/13/2024,FENC,CT,3,33,84.12,,
0524FENC,5/13/2024,FENC,CT,3,34,159.53,,
0524FENC,5/13/2024,FENC,CT,3,35,92.2,,
0524FENC,5/13/2024,FENC,CT,3,36,58.01,,
0524FENC,5/13/2024,FENC,CT,3,37,50.38,,
0524FENC,5/13/2024,FENC,CT,3,38,47.15,,
0524FENC,5/13/2024,FENC,CT,3,39,86.77,,
0524FENC,5/13/2024,FENC,CT,3,40,56.02,,
0524FENC,5/13/2024,FENC,CT,3,41,154.66,,
0524FENC,5/13/2024,FENC,CT,3,42,,102.75,
0524FENC,5/13/2024,FENC,CT,3,43,,79.41,
0524FENC,5/13/2024,FENC,CT,3,44,94.59,,
0524FENC,5/13/2024,FENC,CT,3,45,49.66,,
0524FENC,5/13/2024,FENC,CT,3,46,,30.93,
0524FENC,5/13/2024,FENC,CT,3,47,123.8,,
0524FENC,5/13/2024,FENC,CT,3,48,106.81,,
0524FENC,5/13/2024,FENC,CT,3,49,8.91,,
0524FENC,5/13/2024,FENC,CT,3,50,93.43,,
0524FENC,5/13/2024,FENC,CT,3,51,57.86,,
0524FENC,5/13/2024,FENC,CT,3,52,17.49,,
0524FENC,5/13/2024,FENC,CT,3,53,115.14,,
0524FENC,5/13/2024,FENC,CT,3,54,51.02,,
0524FENC,5/13/2024,FENC,CT,3,55,69.93,,
0524FENC,5/13/2024,FENC,CT,3,56,,86.34,
0524FENC,5/13/2024,FENC,CT,3,57,,71.92,
0524FENC,5/13/2024,FENC,CT,3,58,96.8,,
0524FENC,5/13/2024,FENC,CT,3,59,90.77,,
0524FENC,5/13/2024,FENC,CT,3,60,,33.64,
0524FENC,5/13/2024,FENC,CT,3,61,46.33,,
0524FENC,5/13/2024,FENC,CT,3,62,126.77,,
0524FENC,5/13/2024,FENC,CT,3,63,50.3,,
0524FENC,5/13/2024,FENC,CT,3,64,64.46,,
0524FENC,5/13/2024,FENC,CT,3,65,54.76,,
0524FENC,5/13/2024,FENC,CT,3,66,136.42,,
0524FENC,5/13/2024,FENC,CT,3,67,54.75,,
0524FENC,5/13/2024,FENC,CT,3,68,147.14,,
0524FENC,5/13/2024,FENC,CT,3,69,,123.59,
0524FENC,5/13/2024,FENC,CT,3,70,52.13,,
0524FENC,5/13/2024,FENC,CT,3,71,54.35,,
0524FENC,5/13/2024,FENC,CT,3,72,,50.19,
0524FENC,5/13/2024,FENC,CT,3,73,99.02,,
0524FENC,5/13/2024,FENC,CT,3,74,,,
0524FENC,5/13/2024,FENC,CT,3,75,,,
0524FENC,5/13/2024,FENC,CT,3,76,,,
0524FENC,5/13/2024,FENC,CT,3,77,,,
0524FENC,5/13/2024,FENC,CT,3,78,,,
0524FENC,5/13/2024,FENC,CT,3,79,,,
0524FENC,5/13/2024,FENC,CT,3,80,,,
0524FENC,5/13/2024,FENC,CT,3,81,,,
0524FENC,5/13/2024,FENC,CT,3,82,,,
0524FENC,5/13/2024,FENC,CT,3,83,,,
0524FENC,5/13/2024,FENC,CT,3,84,,,
0524FENC,5/13/2024,FENC,CT,3,85,,,
0524FENC,5/13/2024,FENC,CT,3,86,,,
0524FENC,5/13/2024,FENC,CT,3,87,,,
0524FENC,5/13/2024,FENC,CT,3,88,,,
0524FENC,5/13/2024,FENC,CT,3,89,,,
0524FENC,5/13/2024,FENC,CT,3,90,,,
0524FENC,5/13/2024,FENC,CT,3,91,,,
0524FENC,5/13/2024,FENC,CT,3,92,,,
0524FENC,5/13/2024,FENC,CT,3,93,,,
0524FENC,5/13/2024,FENC,CT,3,94,,,
0524FENC,5/13/2024,FENC,CT,3,95,,,
0524FENC,5/13/2024,FENC,CT,3,96,,,
0524FENC,5/13/2024,FENC,CT,3,97,,,
0524FENC,5/13/2024,FENC,CT,3,98,,,
0524FENC,5/13/2024,FENC,CT,3,99,,,
0524FENC,5/13/2024,FENC,CT,3,100,,,
0524FENC,5/13/2024,FENC,CT,4,1,116.9,,
0524FENC,5/13/2024,FENC,CT,4,2,129.74,,
0524FENC,5/13/2024,FENC,CT,4,3,23.99,,
0524FENC,5/13/2024,FENC,CT,4,4,47.23,,
0524FENC,5/13/2024,FENC,CT,4,5,87.82,,
0524FENC,5/13/2024,FENC,CT,4,6,,81.88,
0524FENC,5/13/2024,FENC,CT,4,7,,91.24,
0524FENC,5/13/2024,FENC,CT,4,8,162.8,,
0524FENC,5/13/2024,FENC,CT,4,9,49.22,,
0524FENC,5/13/2024,FENC,CT,4,10,92.81,,
0524FENC,5/13/2024,FENC,CT,4,11,83.86,,
0524FENC,5/13/2024,FENC,CT,4,12,19.46,,
0524FENC,5/13/2024,FENC,CT,4,13,86.4,,
0524FENC,5/13/2024,FENC,CT,4,14,86.64,,
0524FENC,5/13/2024,FENC,CT,4,15,70.79,,
0524FENC,5/13/2024,FENC,CT,4,16,67.2,,
0524FENC,5/13/2024,FENC,CT,4,17,84.77,,
0524FENC,5/13/2024,FENC,CT,4,18,71.53,,
0524FENC,5/13/2024,FENC,CT,4,19,46.85,,
0524FENC,5/13/2024,FENC,CT,4,20,,43.77,
0524FENC,5/13/2024,FENC,CT,4,21,,,
0524FENC,5/13/2024,FENC,CT,4,22,,45.54,
0524FENC,5/13/2024,FENC,CT,4,23,,103.22,
0524FENC,5/13/2024,FENC,CT,4,24,,83.08,
0524FENC,5/13/2024,FENC,CT,4,25,44.84,,
0524FENC,5/13/2024,FENC,CT,4,26,125.52,,
0524FENC,5/13/2024,FENC,CT,4,27,109.31,,
0524FENC,5/13/2024,FENC,CT,4,28,,28.7,
0524FENC,5/13/2024,FENC,CT,4,29,,106.47,
0524FENC,5/13/2024,FENC,CT,4,30,,25.42,
0524FENC,5/13/2024,FENC,CT,4,31,,61.18,
0524FENC,5/13/2024,FENC,CT,4,32,,143.46,
0524FENC,5/13/2024,FENC,CT,4,33,27.91,,
0524FENC,5/13/2024,FENC,CT,4,34,96.09,,
0524FENC,5/13/2024,FENC,CT,4,35,97.92,,
0524FENC,5/13/2024,FENC,CT,4,36,56.56,,
0524FENC,5/13/2024,FENC,CT,4,37,150.9,,
0524FENC,5/13/2024,FENC,CT,4,38,21.97,,
0524FENC,5/13/2024,FENC,CT,4,39,76.64,,
0524FENC,5/13/2024,FENC,CT,4,40,61.84,,
0524FENC,5/13/2024,FENC,CT,4,41,,94.48,
0524FENC,5/13/2024,FENC,CT,4,42,,115.4,
0524FENC,5/13/2024,FENC,CT,4,43,,74.33,
0524FENC,5/13/2024,FENC,CT,4,44,81.6,,
0524FENC,5/13/2024,FENC,CT,4,45,60.27,,
0524FENC,5/13/2024,FENC,CT,4,46,85.13,,
0524FENC,5/13/2024,FENC,CT,4,47,54.49,,
0524FENC,5/13/2024,FENC,CT,4,48,115.71,,
0524FENC,5/13/2024,FENC,CT,4,49,74.49,,
0524FENC,5/13/2024,FENC,CT,4,50,,98.43,
0524FENC,5/13/2024,FENC,CT,4,51,18.58,,
0524FENC,5/13/2024,FENC,CT,4,52,150.13,,
0524FENC,5/13/2024,FENC,CT,4,53,81.95,,
0524FENC,5/13/2024,FENC,CT,4,54,105.35,,
0524FENC,5/13/2024,FENC,CT,4,55,109.65,,
0524FENC,5/13/2024,FENC,CT,4,56,,28.24,
0524FENC,5/13/2024,FENC,CT,4,57,,99.2,
0524FENC,5/13/2024,FENC,CT,4,58,104.19,,
0524FENC,5/13/2024,FENC,CT,4,59,10.21,,
0524FENC,5/13/2024,FENC,CT,4,60,94.37,,
0524FENC,5/13/2024,FENC,CT,4,61,59.75,,
0524FENC,5/13/2024,FENC,CT,4,62,136.85,,
0524FENC,5/13/2024,FENC,CT,4,63,16.98,,
0524FENC,5/13/2024,FENC,CT,4,64,45.29,,
0524FENC,5/13/2024,FENC,CT,4,65,,78.54,
0524FENC,5/13/2024,FENC,CT,4,66,135.48,,
0524FENC,5/13/2024,FENC,CT,4,67,75.18,,
0524FENC,5/13/2024,FENC,CT,4,68,,59.68,
0524FENC,5/13/2024,FENC,CT,4,69,99.93,,
0524FENC,5/13/2024,FENC,CT,4,70,136.13,,
0524FENC,5/13/2024,FENC,CT,4,71,,133.2,
0524FENC,5/13/2024,FENC,CT,4,72,123.6,,
0524FENC,5/13/2024,FENC,CT,4,73,158.29,,
0524FENC,5/13/2024,FENC,CT,4,74,30.46,,
0524FENC,5/13/2024,FENC,CT,4,75,,24.78,
0524FENC,5/13/2024,FENC,CT,4,76,,100,
0524FENC,5/13/2024,FENC,CT,4,77,,117.04,
0524FENC,5/13/2024,FENC,CT,4,78,160.59,,
0524FENC,5/13/2024,FENC,CT,4,79,103.96,,
0524FENC,5/13/2024,FENC,CT,4,80,138.33,,
0524FENC,5/13/2024,FENC,CT,4,81,50.18,,
0524FENC,5/13/2024,FENC,CT,4,82,110.99,,
0524FENC,5/13/2024,FENC,CT,4,83,,81.87,
0524FENC,5/13/2024,FENC,CT,4,84,37.3,,
0524FENC,5/13/2024,FENC,CT,4,85,40.28,,
0524FENC,5/13/2024,FENC,CT,4,86,37.87,,
0524FENC,5/13/2024,FENC,CT,4,87,116.18,,
0524FENC,5/13/2024,FENC,CT,4,88,,39.09,
0524FENC,5/13/2024,FENC,CT,4,89,53.15,,
0524FENC,5/13/2024,FENC,CT,4,90,119.35,,
0524FENC,5/13/2024,FENC,CT,4,91,45.45,,
0524FENC,5/13/2024,FENC,CT,4,92,88.31,,
0524FENC,5/13/2024,FENC,CT,4,93,51.41,,
0524FENC,5/13/2024,FENC,CT,4,94,85.18,,
0524FENC,5/13/2024,FENC,CT,4,95,96.4,,
0524FENC,5/13/2024,FENC,CT,4,96,41.24,,
0524FENC,5/13/2024,FENC,CT,4,97,57.15,,
0524FENC,5/13/2024,FENC,CT,4,98,51.61,,
0524FENC,5/13/2024,FENC,CT,4,99,112.53,,
0524FENC,5/13/2024,FENC,CT,4,100,82.05,,
