Field ID,Date_collected,Site,State,Quadrat,Count,Height_live,Height_box,Height_gaper
0524ASHC,5/1/2024,ASHC,CT,2,85,,32.15,
0524ASHC,5/1/2024,ASHC,CT,2,86,50.28,,
0524ASHC,5/1/2024,ASHC,CT,2,87,25.18,,
0524ASHC,5/1/2024,ASHC,CT,2,88,26.36,,
0524ASHC,5/1/2024,ASHC,CT,2,89,22.91,,
0524ASHC,5/1/2024,ASHC,CT,2,90,23.6,,
0524ASHC,5/1/2024,ASHC,CT,2,91,63.69,,
0524ASHC,5/1/2024,ASHC,CT,2,92,113.54,,
0524ASHC,5/1/2024,ASHC,CT,2,93,,83.36,
0524ASHC,5/1/2024,ASHC,CT,2,94,,98.97,
0524ASHC,5/1/2024,ASHC,CT,2,95,71.75,,
0524ASHC,5/1/2024,ASHC,CT,2,96,38.07,,
0524ASHC,5/1/2024,ASHC,CT,2,97,,103.98,
0524ASHC,5/1/2024,ASHC,CT,2,98,121.53,,
0524ASHC,5/1/2024,ASHC,CT,2,99,,90.06,
0524ASHC,5/1/2024,ASHC,CT,2,100,,64.55,
0524ASHC,5/1/2024,ASHC,CT,3,1,100.42,,
0524ASHC,5/1/2024,ASHC,CT,3,2,120.02,,
0524ASHC,5/1/2024,ASHC,CT,3,3,72.48,,
0524ASHC,5/1/2024,ASHC,CT,3,4,51.83,,
0524ASHC,5/1/2024,ASHC,CT,3,5,55.49,,
0524ASHC,5/1/2024,ASHC,CT,3,6,76.86,,
0524ASHC,5/1/2024,ASHC,CT,3,7,20.4,,
0524ASHC,5/1/2024,ASHC,CT,3,8,112.55,,
0524ASHC,5/1/2024,ASHC,CT,3,9,33.23,,
0524ASHC,5/1/2024,ASHC,CT,3,10,96.81,,
0524ASHC,5/1/2024,ASHC,CT,3,11,,92.84,
0524ASHC,5/1/2024,ASHC,CT,3,12,13.23,,
0524ASHC,5/1/2024,ASHC,CT,3,13,55.79,,
0524ASHC,5/1/2024,ASHC,CT,3,14,47.57,,
0524ASHC,5/1/2024,ASHC,CT,3,15,122.3,,
0524ASHC,5/1/2024,ASHC,CT,3,16,69.62,,
0524ASHC,5/1/2024,ASHC,CT,3,17,42.1,,
0524ASHC,5/1/2024,ASHC,CT,3,18,31.6,,
0524ASHC,5/1/2024,ASHC,CT,3,19,76.27,,
0524ASHC,5/1/2024,ASHC,CT,3,20,17.69,,
0524ASHC,5/1/2024,ASHC,CT,3,21,78.12,,
0524ASHC,5/1/2024,ASHC,CT,3,22,109.24,,
0524ASHC,5/1/2024,ASHC,CT,3,23,,56.28,
0524ASHC,5/1/2024,ASHC,CT,3,24,10.34,,
0524ASHC,5/1/2024,ASHC,CT,3,25,146.81,,
0524ASHC,5/1/2024,ASHC,CT,3,26,105.59,,
0524ASHC,5/1/2024,ASHC,CT,3,27,46.47,,
0524ASHC,5/1/2024,ASHC,CT,3,28,49.31,,
0524ASHC,5/1/2024,ASHC,CT,3,29,97.6,,
0524ASHC,5/1/2024,ASHC,CT,3,30,,128.06,
0524ASHC,5/1/2024,ASHC,CT,3,31,128.18,,
0524ASHC,5/1/2024,ASHC,CT,3,32,80.18,,
0524ASHC,5/1/2024,ASHC,CT,3,33,18.82,,
0524ASHC,5/1/2024,ASHC,CT,3,34,34.63,,
0524ASHC,5/1/2024,ASHC,CT,3,35,90.2,,
0524ASHC,5/1/2024,ASHC,CT,3,36,,62.4,
0524ASHC,5/1/2024,ASHC,CT,3,37,28.76,,
0524ASHC,5/1/2024,ASHC,CT,3,38,119.77,,
0524ASHC,5/1/2024,ASHC,CT,3,39,116.54,,
0524ASHC,5/1/2024,ASHC,CT,3,40,,44.98,
0524ASHC,5/1/2024,ASHC,CT,3,41,,132.36,
0524ASHC,5/1/2024,ASHC,CT,3,42,79.97,,
0524ASHC,5/1/2024,ASHC,CT,3,43,96.33,,
0524ASHC,5/1/2024,ASHC,CT,3,44,104.5,,
0524ASHC,5/1/2024,ASHC,CT,3,45,40.63,,
0524ASHC,5/1/2024,ASHC,CT,3,46,,45.86,
0524ASHC,5/1/2024,ASHC,CT,3,47,,107.47,
0524ASHC,5/1/2024,ASHC,CT,3,48,71.23,,
0524ASHC,5/1/2024,ASHC,CT,3,49,,148.16,
0524ASHC,5/1/2024,ASHC,CT,3,50,62.23,,
0524ASHC,5/1/2024,ASHC,CT,3,51,,100.29,
0524ASHC,5/1/2024,ASHC,CT,3,52,118.32,,
0524ASHC,5/1/2024,ASHC,CT,3,53,68.45,,
0524ASHC,5/1/2024,ASHC,CT,3,54,59.12,,
0524ASHC,5/1/2024,ASHC,CT,3,55,67.95,,
0524ASHC,5/1/2024,ASHC,CT,3,56,132.23,,
0524ASHC,5/1/2024,ASHC,CT,3,57,65.25,,
0524ASHC,5/1/2024,ASHC,CT,3,58,29.1,,
0524ASHC,5/1/2024,ASHC,CT,3,59,27.97,,
0524ASHC,5/1/2024,ASHC,CT,3,60,,121.07,
0524ASHC,5/1/2024,ASHC,CT,3,61,131.91,,
0524ASHC,5/1/2024,ASHC,CT,3,62,,125.15,
0524ASHC,5/1/2024,ASHC,CT,3,63,100.44,,
0524ASHC,5/1/2024,ASHC,CT,3,64,,75.02,
0524ASHC,5/1/2024,ASHC,CT,3,65,89.82,,
0524ASHC,5/1/2024,ASHC,CT,3,66,103.3,,
0524ASHC,5/1/2024,ASHC,CT,3,67,,115.81,
0524ASHC,5/1/2024,ASHC,CT,3,68,109.36,,
0524ASHC,5/1/2024,ASHC,CT,3,69,,106.58,
0524ASHC,5/1/2024,ASHC,CT,3,70,67.03,,
0524ASHC,5/1/2024,ASHC,CT,3,71,17.78,,
0524ASHC,5/1/2024,ASHC,CT,3,72,,60.89,
0524ASHC,5/1/2024,ASHC,CT,3,73,54.33,,
0524ASHC,5/1/2024,ASHC,CT,3,74,93.17,,
0524ASHC,5/1/2024,ASHC,CT,3,75,29.61,,
0524ASHC,5/1/2024,ASHC,CT,3,76,104.58,,
0524ASHC,5/1/2024,ASHC,CT,3,77,55.19,,
0524ASHC,5/1/2024,ASHC,CT,3,78,43.52,,
0524ASHC,5/1/2024,ASHC,CT,3,79,,118.13,
0524ASHC,5/1/2024,ASHC,CT,3,80,119.9,,
0524ASHC,5/1/2024,ASHC,CT,3,81,48.35,,
0524ASHC,5/1/2024,ASHC,CT,3,82,97.91,,
0524ASHC,5/1/2024,ASHC,CT,3,83,75.49,,
0524ASHC,5/1/2024,ASHC,CT,3,84,89.13,,
0524ASHC,5/1/2024,ASHC,CT,3,85,53.26,,
0524ASHC,5/1/2024,ASHC,CT,3,86,,65.05,
0524ASHC,5/1/2024,ASHC,CT,3,87,100.23,,
0524ASHC,5/1/2024,ASHC,CT,3,88,44.61,,
0524ASHC,5/1/2024,ASHC,CT,3,89,70.14,,
0524ASHC,5/1/2024,ASHC,CT,3,90,90.34,,
0524ASHC,5/1/2024,ASHC,CT,3,91,,64.6,
0524ASHC,5/1/2024,ASHC,CT,3,92,143.69,,
0524ASHC,5/1/2024,ASHC,CT,3,93,106.22,,
0524ASHC,5/1/2024,ASHC,CT,3,94,40.34,,
0524ASHC,5/1/2024,ASHC,CT,3,95,,139.56,
0524ASHC,5/1/2024,ASHC,CT,3,96,129.01,,
0524ASHC,5/1/2024,ASHC,CT,3,97,40.31,,
0524ASHC,5/1/2024,ASHC,CT,3,98,36.12,,
0524ASHC,5/1/2024,ASHC,CT,3,99,27.36,,
0524ASHC,5/1/2024,ASHC,CT,3,100,136.05,,
0524ASHC,5/1/2024,ASHC,CT,4,1,142.37,,
0524ASHC,5/1/2024,ASHC,CT,4,2,72.79,,
0524ASHC,5/1/2024,ASHC,CT,4,3,54.97,,
0524ASHC,5/1/2024,ASHC,CT,4,4,120.75,,
0524ASHC,5/1/2024,ASHC,CT,4,5,130.45,,
0524ASHC,5/1/2024,ASHC,CT,4,6,57.61,,
0524ASHC,5/1/2024,ASHC,CT,4,7,19.23,,
0524ASHC,5/1/2024,ASHC,CT,4,8,81.91,,
0524ASHC,5/1/2024,ASHC,CT,4,9,45.49,,
0524ASHC,5/1/2024,ASHC,CT,4,10,66.97,,
0524ASHC,5/1/2024,ASHC,CT,4,11,70.72,,
0524ASHC,5/1/2024,ASHC,CT,4,12,112.5,,
0524ASHC,5/1/2024,ASHC,CT,4,13,119.72,,
0524ASHC,5/1/2024,ASHC,CT,4,14,,60.18,
0524ASHC,5/1/2024,ASHC,CT,4,15,67.39,,
0524ASHC,5/1/2024,ASHC,CT,4,16,166.26,,
0524ASHC,5/1/2024,ASHC,CT,4,17,18.05,,
0524ASHC,5/1/2024,ASHC,CT,4,18,90.85,,
0524ASHC,5/1/2024,ASHC,CT,4,19,,66.66,
0524ASHC,5/1/2024,ASHC,CT,4,20,44.57,,
0524ASHC,5/1/2024,ASHC,CT,4,21,46.22,,
0524ASHC,5/1/2024,ASHC,CT,4,22,97.48,,
0524ASHC,5/1/2024,ASHC,CT,4,23,,39.5,
0524ASHC,5/1/2024,ASHC,CT,4,24,36.6,,
0524ASHC,5/1/2024,ASHC,CT,4,25,26.8,,
0524ASHC,5/1/2024,ASHC,CT,4,26,86.68,,
0524ASHC,5/1/2024,ASHC,CT,4,27,75.69,,
0524ASHC,5/1/2024,ASHC,CT,4,28,36.18,,
0524ASHC,5/1/2024,ASHC,CT,4,29,131.01,,
0524ASHC,5/1/2024,ASHC,CT,4,30,95.96,,
0524ASHC,5/1/2024,ASHC,CT,4,31,,100.43,
0524ASHC,5/1/2024,ASHC,CT,4,32,,39.43,
0524ASHC,5/1/2024,ASHC,CT,4,33,29.24,,
0524ASHC,5/1/2024,ASHC,CT,4,34,52.52,,
0524ASHC,5/1/2024,ASHC,CT,4,35,55.31,,
0524ASHC,5/1/2024,ASHC,CT,4,36,40.33,,
0524ASHC,5/1/2024,ASHC,CT,4,37,113.4,,
0524ASHC,5/1/2024,ASHC,CT,4,38,60.52,,
0524ASHC,5/1/2024,ASHC,CT,4,39,107.08,,
0524ASHC,5/1/2024,ASHC,CT,4,40,,45.96,
0524ASHC,5/1/2024,ASHC,CT,4,41,94.33,,
0524ASHC,5/1/2024,ASHC,CT,4,42,23.21,,
0524ASHC,5/1/2024,ASHC,CT,4,43,123.22,,
0524ASHC,5/1/2024,ASHC,CT,4,44,129.89,,
0524ASHC,5/1/2024,ASHC,CT,4,45,38.01,,
0524ASHC,5/1/2024,ASHC,CT,4,46,91.53,,
0524ASHC,5/1/2024,ASHC,CT,4,47,,22.93,
0524ASHC,5/1/2024,ASHC,CT,4,48,104.86,,
0524ASHC,5/1/2024,ASHC,CT,4,49,23.8,,
0524ASHC,5/1/2024,ASHC,CT,4,50,,103.6,
0524ASHC,5/1/2024,ASHC,CT,4,51,,140.62,
0524ASHC,5/1/2024,ASHC,CT,4,52,,119.81,
0524ASHC,5/1/2024,ASHC,CT,4,53,,98.25,
0524ASHC,5/1/2024,ASHC,CT,4,54,,71.19,
0524ASHC,5/1/2024,ASHC,CT,4,55,,18.17,
0524ASHC,5/1/2024,ASHC,CT,4,56,54.5,,
0524ASHC,5/1/2024,ASHC,CT,4,57,51.1,,
0524ASHC,5/1/2024,ASHC,CT,4,58,105.99,,
0524ASHC,5/1/2024,ASHC,CT,4,59,50.46,,
0524ASHC,5/1/2024,ASHC,CT,4,60,70.34,,
0524ASHC,5/1/2024,ASHC,CT,4,61,,28.56,
0524ASHC,5/1/2024,ASHC,CT,4,62,38.69,,
0524ASHC,5/1/2024,ASHC,CT,4,63,83.29,,
0524ASHC,5/1/2024,ASHC,CT,4,64,113.38,,
0524ASHC,5/1/2024,ASHC,CT,4,65,8.82,,
0524ASHC,5/1/2024,ASHC,CT,4,66,93.02,,
0524ASHC,5/1/2024,ASHC,CT,4,67,60.23,,
0524ASHC,5/1/2024,ASHC,CT,4,68,,85.74,
0524ASHC,5/1/2024,ASHC,CT,4,69,45.91,,
0524ASHC,5/1/2024,ASHC,CT,4,70,112.4,,
0524ASHC,5/1/2024,ASHC,CT,4,71,30.12,,
0524ASHC,5/1/2024,ASHC,CT,4,72,65.33,,
0524ASHC,5/1/2024,ASHC,CT,4,73,85.49,,
0524ASHC,5/1/2024,ASHC,CT,4,74,121.06,,
0524ASHC,5/1/2024,ASHC,CT,4,75,,131.21,
0524ASHC,5/1/2024,ASHC,CT,4,76,,51.92,
0524ASHC,5/1/2024,ASHC,CT,4,77,,,77.47
0524ASHC,5/1/2024,ASHC,CT,4,78,21.06,,
0524ASHC,5/1/2024,ASHC,CT,4,79,59.79,,
0524ASHC,5/1/2024,ASHC,CT,4,80,110.21,,
0524ASHC,5/1/2024,ASHC,CT,4,81,56.71,,
0524ASHC,5/1/2024,ASHC,CT,4,82,,136.32,
0524ASHC,5/1/2024,ASHC,CT,4,83,,46.5,
0524ASHC,5/1/2024,ASHC,CT,4,84,129.2,,
0524ASHC,5/1/2024,ASHC,CT,4,85,25.49,,
0524ASHC,5/1/2024,ASHC,CT,4,86,,76.81,
0524ASHC,5/1/2024,ASHC,CT,4,87,,131.76,
0524ASHC,5/1/2024,ASHC,CT,4,88,,92.58,
0524ASHC,5/1/2024,ASHC,CT,4,89,37.71,,
0524ASHC,5/1/2024,ASHC,CT,4,90,24.54,,
0524ASHC,5/1/2024,ASHC,CT,4,91,59.11,,
0524ASHC,5/1/2024,ASHC,CT,4,92,,118.33,
0524ASHC,5/1/2024,ASHC,CT,4,93,88.52,,
0524ASHC,5/1/2024,ASHC,CT,4,94,167.34,,
0524ASHC,5/1/2024,ASHC,CT,4,95,,118.72,
0524ASHC,5/1/2024,ASHC,CT,4,96,14.21,,
0524ASHC,5/1/2024,ASHC,CT,4,97,104.35,,
0524ASHC,5/1/2024,ASHC,CT,4,98,60.88,,
0524ASHC,5/1/2024,ASHC,CT,4,99,61.66,,
0524ASHC,5/1/2024,ASHC,CT,4,100,120.7,,
