Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0423ASHC_12,4/10/2024 2:33:28 PM,56.4,ng/µl,1.127,0.615,1.83,DNA
0423ASHC_12,4/10/2024 2:33:50 PM,56.9,ng/µl,1.138,0.618,1.84,DNA
0423ASHC_13,4/10/2024 2:34:26 PM,69.9,ng/µl,1.398,0.743,1.88,DNA
0423ASHC_13,4/10/2024 2:34:52 PM,70.3,ng/µl,1.406,0.74,1.9,DNA
0423ASHC_14,4/10/2024 2:35:22 PM,88,ng/µl,1.761,0.958,1.84,DNA
0423ASHC_14,4/10/2024 2:35:55 PM,88.5,ng/µl,1.769,0.967,1.83,DNA
0423ASHC_15,4/10/2024 2:36:26 PM,74,ng/µl,1.48,0.803,1.84,DNA
0423ASHC_15,4/10/2024 2:36:51 PM,71.6,ng/µl,1.432,0.759,1.89,DNA
0423ASHC_16,4/10/2024 2:37:24 PM,56.7,ng/µl,1.134,0.628,1.81,DNA
0423ASHC_16,4/10/2024 2:37:56 PM,56.3,ng/µl,1.125,0.626,1.8,DNA
0423ASHC_17,4/10/2024 2:38:37 PM,78.3,ng/µl,1.566,0.871,1.8,DNA
0423ASHC_17,4/10/2024 2:39:00 PM,78.2,ng/µl,1.565,0.879,1.78,DNA
0423ASHC_18,4/10/2024 2:39:32 PM,84.1,ng/µl,1.683,0.946,1.78,DNA
0423ASHC_18,4/10/2024 2:40:05 PM,83.2,ng/µl,1.664,0.936,1.78,DNA
0423ASHC_19,4/10/2024 2:40:38 PM,48.4,ng/µl,0.967,0.506,1.91,DNA
0423ASHC_19,4/10/2024 2:40:59 PM,47.8,ng/µl,0.956,0.488,1.96,DNA
0423ASHC_20,4/10/2024 2:41:31 PM,84.7,ng/µl,1.694,0.96,1.76,DNA
0423ASHC_20,4/10/2024 2:41:56 PM,85.3,ng/µl,1.706,0.966,1.77,DNA
0423ASHC_21,4/10/2024 2:42:40 PM,82.5,ng/µl,1.65,0.915,1.8,DNA
0423ASHC_21,4/10/2024 2:43:03 PM,82.6,ng/µl,1.651,0.906,1.82,DNA
0423ASHC_22,4/10/2024 2:43:32 PM,88,ng/µl,1.761,0.991,1.78,DNA
0423ASHC_22,4/10/2024 2:44:00 PM,88.6,ng/µl,1.773,1.009,1.76,DNA
0423ASHC_23,4/10/2024 2:44:28 PM,90.2,ng/µl,1.804,1.022,1.76,DNA
0423ASHC_23,4/10/2024 2:44:49 PM,90.3,ng/µl,1.806,1.015,1.78,DNA
0423ASHC_24,4/10/2024 2:45:22 PM,95.3,ng/µl,1.905,1.096,1.74,DNA
0423ASHC_24,4/10/2024 2:45:47 PM,95.3,ng/µl,1.906,1.098,1.74,DNA
0423ASHC_25,4/10/2024 2:46:35 PM,181.1,ng/µl,3.621,1.908,1.9,DNA
0423ASHC_25,4/10/2024 2:46:55 PM,182.3,ng/µl,3.646,1.911,1.91,DNA
0423ASHC_26,4/10/2024 2:47:33 PM,59.7,ng/µl,1.194,0.652,1.83,DNA
0423ASHC_26,4/10/2024 2:47:57 PM,59.7,ng/µl,1.195,0.645,1.85,DNA
0423ASHC_27,4/10/2024 2:48:27 PM,61.5,ng/µl,1.23,0.663,1.85,DNA
0423ASHC_27,4/10/2024 2:48:53 PM,61.6,ng/µl,1.232,0.662,1.86,DNA
0423ASHC_28,4/10/2024 2:49:35 PM,42.4,ng/µl,0.848,0.437,1.94,DNA
0423ASHC_28,4/10/2024 2:49:51 PM,41.9,ng/µl,0.839,0.431,1.95,DNA
0423ASHC_29,4/10/2024 2:50:20 PM,112.4,ng/µl,2.248,1.19,1.89,DNA
0423ASHC_29,4/10/2024 2:50:41 PM,113.5,ng/µl,2.27,1.192,1.9,DNA
0423ASHC_30,4/10/2024 2:51:12 PM,134.3,ng/µl,2.686,1.476,1.82,DNA
0423ASHC_30,4/10/2024 2:51:33 PM,134.5,ng/µl,2.69,1.463,1.84,DNA
