Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_19,86,ng/uL,2.15,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.25611286,989.4469488,,481,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_20,116,ng/uL,2.89,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.64388204,1021.339946,,645,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_21,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.78278444,998.2855344,,417,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_22,38.7,ng/uL,0.967,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.78606253,909.0082957,,216,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_23,36.4,ng/uL,0.911,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.93075253,951.5805266,,214,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:15:27 PM,dsDNA BR,0723ASHC_24,92.4,ng/uL,2.31,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.53719575,864.2539122,,449,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,8
200624-150959,20/06/2024 03:16:53 PM,dsDNA BR,0723ASHC_25,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.28051801,1044.19177,,272,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,6
200624-150959,20/06/2024 03:16:53 PM,dsDNA BR,0723ASHC_26,83.2,ng/uL,2.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,16.17055362,1079.899193,,509,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,6
200624-150959,20/06/2024 03:16:53 PM,dsDNA BR,0723ASHC_27,69.6,ng/uL,1.74,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.25611286,989.4469488,,400,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,6
200624-150959,20/06/2024 03:16:53 PM,dsDNA BR,0723ASHC_28,106,ng/uL,2.65,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.64388204,1021.339946,,597,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,6
200624-150959,20/06/2024 03:16:53 PM,dsDNA BR,0723ASHC_29,83.2,ng/uL,2.08,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.78278444,998.2855344,,473,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,6
200624-150959,20/06/2024 03:16:53 PM,dsDNA BR,0723ASHC_30,174,ng/uL,4.35,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.78606253,909.0082957,,812,20/06/2024 03:10:25 PM,,,,,,8,1.9.0,6
