Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_21,18.2,ng/uL,0.455,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.88977855,933.81706,,116,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_21,21.8,ng/uL,0.546,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.98321348,812.8328598,,120,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_22,26.7,ng/uL,0.667,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.73352123,892.7145387,,153,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_22,24.4,ng/uL,0.609,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.2006959,1087.567693,,170,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_23,18.8,ng/uL,0.469,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.25909274,1061.40942,,132,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_23,22.6,ng/uL,0.565,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.32615753,811.8988442,,121,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_24,89.6,ng/uL,2.24,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.70573695,716.5125074,,363,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:01,dsDNA BR,0424FENC_24,80.8,ng/uL,2.02,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.39039405,762.9389173,,353,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_25,25.7,ng/uL,0.642,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.88977855,933.81706,,155,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_25,30,ng/uL,0.749,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.98321348,812.8328598,,157,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_26,71.6,ng/uL,1.79,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.73352123,892.7145387,,370,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_26,59.2,ng/uL,1.48,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.2006959,1087.567693,,378,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_27,88,ng/uL,2.2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.25909274,1061.40942,,527,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_27,88.4,ng/uL,2.21,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.32615753,811.8988442,,405,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_28,37.4,ng/uL,0.935,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.70573695,716.5125074,,167,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:02,dsDNA BR,0424FENC_28,30.5,ng/uL,0.762,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.39039405,762.9389173,,148,1/10/2024 10:27,,,,,,8,1.9.0,8
011024-105720,1/10/2024 11:07,dsDNA BR,0424FENC_29,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.88977855,933.81706,,240,1/10/2024 10:27,,,,,,8,1.9.0,4
011024-105720,1/10/2024 11:07,dsDNA BR,0424FENC_29,37.1,ng/uL,0.927,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.98321348,812.8328598,,189,1/10/2024 10:27,,,,,,8,1.9.0,4
011024-105720,1/10/2024 11:07,dsDNA BR,0424FENC_30,33.8,ng/uL,0.845,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.73352123,892.7145387,,189,1/10/2024 10:27,,,,,,8,1.9.0,4
011024-105720,1/10/2024 11:07,dsDNA BR,0424FENC_30,34.2,ng/uL,0.854,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.2006959,1087.567693,,230,1/10/2024 10:27,,,,,,8,1.9.0,4
