Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_17,29.8,ng/uL,0.149,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,25.8566539,1369.60566,,74.3,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_18,66.8,ng/uL,0.334,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1433.453796,,141,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_19,74,ng/uL,0.37,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,26.10360262,1411.063448,,149,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_20,69.8,ng/uL,0.349,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1531.260721,,154,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_21,27.4,ng/uL,0.137,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.36542844,1578.415727,,79.6,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_22,35.8,ng/uL,0.179,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.21879253,1354.265269,,80.8,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_23,33.6,ng/uL,0.168,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.9596387,1315.883418,,76.3,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:26:41 AM,dsDNA BR,0823LAUR_24,36.6,ng/uL,0.183,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.80810198,1771.509328,,101,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,8
180424-101303,18/04/2024 10:30:31 AM,dsDNA BR,0823LAUR_25,46.8,ng/uL,0.234,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,25.8566539,1369.60566,,102,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,6
180424-101303,18/04/2024 10:30:31 AM,dsDNA BR,0823LAUR_26,84.8,ng/uL,0.424,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1433.453796,,171,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,6
180424-101303,18/04/2024 10:30:31 AM,dsDNA BR,0823LAUR_27,70.6,ng/uL,0.353,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,26.10360262,1411.063448,,143,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,6
180424-101303,18/04/2024 10:30:31 AM,dsDNA BR,0823LAUR_28,36.4,ng/uL,0.182,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.47767786,1531.260721,,94.6,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,6
180424-101303,18/04/2024 10:30:31 AM,dsDNA BR,0823LAUR_29,115,ng/uL,0.577,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,28.36542844,1578.415727,,241,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,6
180424-101303,18/04/2024 10:30:31 AM,dsDNA BR,0823LAUR_30,56.8,ng/uL,0.284,ug/mL,1,200,N/A,4.00-1000,1000-2000,BLUE,23.21879253,1354.265269,,114,18/04/2024 10:14:52 AM,,,,,,8,1.9.0,6
