Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0823FENC_21,4/16/2024 4:22:19 PM,262.8,ng/µl,5.255,2.745,1.91,DNA
0823FENC_21,4/16/2024 4:22:42 PM,266.5,ng/µl,5.331,2.785,1.91,DNA
0823FENC_22,4/16/2024 4:23:58 PM,421.9,ng/µl,8.438,4.373,1.93,DNA
0823FENC_22,4/16/2024 4:24:27 PM,423.3,ng/µl,8.465,4.395,1.93,DNA
0823FENC_23,4/16/2024 4:25:01 PM,276.3,ng/µl,5.525,2.853,1.94,DNA
0823FENC_23,4/16/2024 4:25:22 PM,277,ng/µl,5.54,2.86,1.94,DNA
0823FENC_24,4/16/2024 4:26:10 PM,187.3,ng/µl,3.746,2.009,1.86,DNA
0823FENC_24,4/16/2024 4:26:31 PM,186.2,ng/µl,3.724,1.999,1.86,DNA
0823FENC_25,4/16/2024 4:27:31 PM,307.7,ng/µl,6.153,3.177,1.94,DNA
0823FENC_25,4/16/2024 4:27:51 PM,306.6,ng/µl,6.132,3.177,1.93,DNA
0823FENC_26,4/16/2024 4:28:49 PM,232.9,ng/µl,4.659,2.479,1.88,DNA
0823FENC_26,4/16/2024 4:29:10 PM,232.3,ng/µl,4.646,2.473,1.88,DNA
0823FENC_27,4/16/2024 4:29:55 PM,268.9,ng/µl,5.377,2.873,1.87,DNA
0823FENC_27,4/16/2024 4:30:15 PM,269.4,ng/µl,5.388,2.873,1.88,DNA
0823FENC_28,4/16/2024 4:31:11 PM,303.5,ng/µl,6.07,3.1,1.96,DNA
0823FENC_28,4/16/2024 4:31:31 PM,303.1,ng/µl,6.062,3.092,1.96,DNA
0823FENC_29,4/16/2024 4:32:20 PM,311.6,ng/µl,6.232,3.33,1.87,DNA
0823FENC_29,4/16/2024 4:32:42 PM,312.2,ng/µl,6.243,3.329,1.88,DNA
0823FENC_30,4/16/2024 4:33:30 PM,241.8,ng/µl,4.837,2.658,1.82,DNA
0823FENC_30,4/16/2024 4:33:55 PM,240.5,ng/µl,4.81,2.643,1.82,DNA
