Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0823ASHC_21,4/4/2024 3:56:20 PM,176.8,ng/µl,3.536,1.827,1.94,DNA
0823ASHC_22,4/4/2024 3:57:10 PM,477.5,ng/µl,9.549,4.962,1.92,DNA
0823ASHC_22,4/4/2024 3:57:41 PM,476,ng/µl,9.521,4.952,1.92,DNA
0823ASHC_23,4/4/2024 3:58:54 PM,72.9,ng/µl,1.458,0.764,1.91,DNA
0823ASHC_23,4/4/2024 3:59:16 PM,74.2,ng/µl,1.483,0.775,1.91,DNA
0823ASHC_24,4/4/2024 4:00:09 PM,419,ng/µl,8.381,4.359,1.92,DNA
0823ASHC_24,4/4/2024 4:00:31 PM,419.4,ng/µl,8.389,4.359,1.92,DNA
0823ASHC_25,4/4/2024 4:01:26 PM,93.4,ng/µl,1.868,0.996,1.88,DNA
0823ASHC_25,4/4/2024 4:01:52 PM,93.9,ng/µl,1.878,1,1.88,DNA
0823ASHC_26,4/4/2024 4:03:10 PM,171.6,ng/µl,3.433,1.743,1.97,DNA
0823ASHC_26,4/4/2024 4:03:30 PM,172.1,ng/µl,3.442,1.746,1.97,DNA
0823ASHC_27,4/4/2024 4:04:17 PM,335.6,ng/µl,6.712,3.398,1.98,DNA
0823ASHC_27,4/4/2024 4:04:41 PM,337.2,ng/µl,6.744,3.421,1.97,DNA
0823ASHC_28,4/4/2024 4:05:41 PM,223.4,ng/µl,4.468,2.396,1.86,DNA
0823ASHC_28,4/4/2024 4:06:11 PM,224.7,ng/µl,4.493,2.405,1.87,DNA
0823ASHC_29,4/4/2024 4:07:09 PM,450.1,ng/µl,9.002,4.648,1.94,DNA
0823ASHC_29,4/4/2024 4:07:42 PM,451.2,ng/µl,9.024,4.661,1.94,DNA
0823ASHC_30,4/4/2024 4:08:49 PM,135.9,ng/µl,2.718,1.459,1.86,DNA
0823ASHC_30,4/4/2024 4:09:17 PM,136.5,ng/µl,2.73,1.48,1.84,DNA
