Sample ID,Date and Time,Nucleic Acid,Unit,A260 (Abs),A280 (Abs),260/280,Sample Type
0823LAUR_15,4/18/2024 10:41:43 AM,313.6,ng/µl,6.271,3.231,1.94,DNA
0823LAUR_16,4/18/2024 10:42:10 AM,181.5,ng/µl,3.631,1.935,1.88,DNA
0823LAUR_16,4/18/2024 10:42:27 AM,182.3,ng/µl,3.647,1.925,1.89,DNA
0823LAUR_17,4/18/2024 10:43:01 AM,398.4,ng/µl,7.968,4.59,1.74,DNA
0823LAUR_17,4/18/2024 10:43:33 AM,400.6,ng/µl,8.012,4.593,1.74,DNA
0823LAUR_18,4/18/2024 10:44:07 AM,369.3,ng/µl,7.386,3.898,1.89,DNA
0823LAUR_18,4/18/2024 10:44:24 AM,369.5,ng/µl,7.39,3.899,1.9,DNA
0823LAUR_19,4/18/2024 10:44:56 AM,442,ng/µl,8.84,4.875,1.81,DNA
0823LAUR_19,4/18/2024 10:45:15 AM,442.9,ng/µl,8.857,4.872,1.82,DNA
0823LAUR_20,4/18/2024 10:45:47 AM,406.2,ng/µl,8.125,4.429,1.83,DNA
0823LAUR_20,4/18/2024 10:46:03 AM,407.1,ng/µl,8.143,4.433,1.84,DNA
0823LAUR_21,4/18/2024 10:46:28 AM,181.2,ng/µl,3.624,1.856,1.95,DNA
0823LAUR_21,4/18/2024 10:46:44 AM,181.4,ng/µl,3.627,1.863,1.95,DNA
0823LAUR_22,4/18/2024 10:47:08 AM,220.5,ng/µl,4.409,2.287,1.93,DNA
0823LAUR_22,4/18/2024 10:47:25 AM,221,ng/µl,4.42,2.301,1.92,DNA
0823LAUR_23,4/18/2024 10:47:52 AM,221.2,ng/µl,4.424,2.346,1.89,DNA
0823LAUR_23,4/18/2024 10:48:09 AM,220.8,ng/µl,4.416,2.344,1.88,DNA
0823LAUR_24,4/18/2024 10:48:35 AM,383.7,ng/µl,7.673,4.092,1.88,DNA
0823LAUR_24,4/18/2024 10:48:50 AM,385.1,ng/µl,7.702,4.101,1.88,DNA
0823LAUR_25,4/18/2024 10:49:18 AM,238.3,ng/µl,4.766,2.467,1.93,DNA
0823LAUR_25,4/18/2024 10:49:35 AM,239.8,ng/µl,4.796,2.49,1.93,DNA
0823LAUR_26,4/18/2024 10:50:00 AM,351,ng/µl,7.021,3.45,2.04,DNA
0823LAUR_26,4/18/2024 10:50:18 AM,352,ng/µl,7.04,3.45,2.04,DNA
0823LAUR_27,4/18/2024 10:50:42 AM,367.5,ng/µl,7.35,3.845,1.91,DNA
0823LAUR_27,4/18/2024 10:50:58 AM,368.5,ng/µl,7.37,3.856,1.91,DNA
0823LAUR_28,4/18/2024 10:51:24 AM,146.7,ng/µl,2.934,1.462,2.01,DNA
0823LAUR_28,4/18/2024 10:51:40 AM,147.1,ng/µl,2.943,1.458,2.02,DNA
0823LAUR_29,4/18/2024 10:52:15 AM,361.2,ng/µl,7.224,3.666,1.97,DNA
0823LAUR_29,4/18/2024 10:52:34 AM,364.3,ng/µl,7.285,3.705,1.97,DNA
0823LAUR_30,4/18/2024 10:53:09 AM,378.3,ng/µl,7.567,3.933,1.92,DNA
0823LAUR_30,4/18/2024 10:53:30 AM,381,ng/µl,7.619,3.963,1.92,DNA
