Field ID,Date,Site,State,Bag_number,Individual,Shell_length,Survival
0924FENC,9/25/2024,FENC,CT,2,76,,0
0924FENC,9/25/2024,FENC,CT,2,77,,0
0924FENC,9/25/2024,FENC,CT,2,78,,0
0924FENC,9/25/2024,FENC,CT,2,79,,0
0924FENC,9/25/2024,FENC,CT,2,80,,0
0924FENC,9/25/2024,FENC,CT,2,81,,0
0924FENC,9/25/2024,FENC,CT,2,82,,0
0924FENC,9/25/2024,FENC,CT,2,83,,0
0924FENC,9/25/2024,FENC,CT,2,84,,0
0924FENC,9/25/2024,FENC,CT,2,85,,0
0924FENC,9/25/2024,FENC,CT,2,86,,0
0924FENC,9/25/2024,FENC,CT,2,87,,0
0924FENC,9/25/2024,FENC,CT,2,88,,0
0924FENC,9/25/2024,FENC,CT,2,89,,0
0924FENC,9/25/2024,FENC,CT,2,90,,0
0924FENC,9/25/2024,FENC,CT,2,91,,0
0924FENC,9/25/2024,FENC,CT,2,92,,0
0924FENC,9/25/2024,FENC,CT,2,93,,0
0924FENC,9/25/2024,FENC,CT,2,94,,0
0924FENC,9/25/2024,FENC,CT,2,95,,0
0924FENC,9/25/2024,FENC,CT,2,96,,0
0924FENC,9/25/2024,FENC,CT,2,97,,0
0924FENC,9/25/2024,FENC,CT,2,98,,0
0924FENC,9/25/2024,FENC,CT,2,99,,0
0924FENC,9/25/2024,FENC,CT,2,100,,0
0924FENC,9/25/2024,FENC,CT,3,1,65.55,1
0924FENC,9/25/2024,FENC,CT,3,2,65.95,1
0924FENC,9/25/2024,FENC,CT,3,3,93.6,1
0924FENC,9/25/2024,FENC,CT,3,4,76.95,1
0924FENC,9/25/2024,FENC,CT,3,5,68,1
0924FENC,9/25/2024,FENC,CT,3,6,79.07,1
0924FENC,9/25/2024,FENC,CT,3,7,86.06,1
0924FENC,9/25/2024,FENC,CT,3,8,82.09,1
0924FENC,9/25/2024,FENC,CT,3,9,79.29,1
0924FENC,9/25/2024,FENC,CT,3,10,83.78,1
0924FENC,9/25/2024,FENC,CT,3,11,83.27,1
0924FENC,9/25/2024,FENC,CT,3,12,72.11,1
0924FENC,9/25/2024,FENC,CT,3,13,73.52,1
0924FENC,9/25/2024,FENC,CT,3,14,85.82,1
0924FENC,9/25/2024,FENC,CT,3,15,64.02,1
0924FENC,9/25/2024,FENC,CT,3,16,80.14,1
0924FENC,9/25/2024,FENC,CT,3,17,68.35,1
0924FENC,9/25/2024,FENC,CT,3,18,72.06,1
0924FENC,9/25/2024,FENC,CT,3,19,71.66,1
0924FENC,9/25/2024,FENC,CT,3,20,55.36,1
0924FENC,9/25/2024,FENC,CT,3,21,73.98,1
0924FENC,9/25/2024,FENC,CT,3,22,68.59,1
0924FENC,9/25/2024,FENC,CT,3,23,78.88,1
0924FENC,9/25/2024,FENC,CT,3,24,75.31,1
0924FENC,9/25/2024,FENC,CT,3,25,82.83,1
0924FENC,9/25/2024,FENC,CT,3,26,66.74,1
0924FENC,9/25/2024,FENC,CT,3,27,82.66,1
0924FENC,9/25/2024,FENC,CT,3,28,56.43,1
0924FENC,9/25/2024,FENC,CT,3,29,72.73,1
0924FENC,9/25/2024,FENC,CT,3,30,82.63,1
0924FENC,9/25/2024,FENC,CT,3,31,56.84,1
0924FENC,9/25/2024,FENC,CT,3,32,47.74,1
0924FENC,9/25/2024,FENC,CT,3,33,64.31,1
0924FENC,9/25/2024,FENC,CT,3,34,73.83,1
0924FENC,9/25/2024,FENC,CT,3,35,49.94,1
0924FENC,9/25/2024,FENC,CT,3,36,57.74,1
0924FENC,9/25/2024,FENC,CT,3,37,55.37,1
0924FENC,9/25/2024,FENC,CT,3,38,61.6,1
0924FENC,9/25/2024,FENC,CT,3,39,51.56,1
0924FENC,9/25/2024,FENC,CT,3,40,60.94,1
0924FENC,9/25/2024,FENC,CT,3,41,46.13,1
0924FENC,9/25/2024,FENC,CT,3,42,73.12,1
0924FENC,9/25/2024,FENC,CT,3,43,59.93,1
0924FENC,9/25/2024,FENC,CT,3,44,57.32,1
0924FENC,9/25/2024,FENC,CT,3,45,54.75,1
0924FENC,9/25/2024,FENC,CT,3,46,54.46,1
0924FENC,9/25/2024,FENC,CT,3,47,56.55,1
0924FENC,9/25/2024,FENC,CT,3,48,65.11,1
0924FENC,9/25/2024,FENC,CT,3,49,60.17,1
0924FENC,9/25/2024,FENC,CT,3,50,51.25,1
0924FENC,9/25/2024,FENC,CT,3,51,54.35,1
0924FENC,9/25/2024,FENC,CT,3,52,49.85,1
0924FENC,9/25/2024,FENC,CT,3,53,50.79,1
0924FENC,9/25/2024,FENC,CT,3,54,40.9,1
0924FENC,9/25/2024,FENC,CT,3,55,43.53,1
0924FENC,9/25/2024,FENC,CT,3,56,40.85,1
0924FENC,9/25/2024,FENC,CT,3,57,40.63,1
0924FENC,9/25/2024,FENC,CT,3,58,46.14,1
0924FENC,9/25/2024,FENC,CT,3,59,26.01,1
0924FENC,9/25/2024,FENC,CT,3,60,41.53,1
0924FENC,9/25/2024,FENC,CT,3,61,,0
0924FENC,9/25/2024,FENC,CT,3,62,,0
0924FENC,9/25/2024,FENC,CT,3,63,,0
0924FENC,9/25/2024,FENC,CT,3,64,,0
0924FENC,9/25/2024,FENC,CT,3,65,,0
0924FENC,9/25/2024,FENC,CT,3,66,,0
0924FENC,9/25/2024,FENC,CT,3,67,,0
0924FENC,9/25/2024,FENC,CT,3,68,,0
0924FENC,9/25/2024,FENC,CT,3,69,,0
0924FENC,9/25/2024,FENC,CT,3,70,,0
0924FENC,9/25/2024,FENC,CT,3,71,,0
0924FENC,9/25/2024,FENC,CT,3,72,,0
0924FENC,9/25/2024,FENC,CT,3,73,,0
0924FENC,9/25/2024,FENC,CT,3,74,,0
0924FENC,9/25/2024,FENC,CT,3,75,,0
0924FENC,9/25/2024,FENC,CT,3,76,,0
0924FENC,9/25/2024,FENC,CT,3,77,,0
0924FENC,9/25/2024,FENC,CT,3,78,,0
0924FENC,9/25/2024,FENC,CT,3,79,,0
0924FENC,9/25/2024,FENC,CT,3,80,,0
0924FENC,9/25/2024,FENC,CT,3,81,,0
0924FENC,9/25/2024,FENC,CT,3,82,,0
0924FENC,9/25/2024,FENC,CT,3,83,,0
0924FENC,9/25/2024,FENC,CT,3,84,,0
0924FENC,9/25/2024,FENC,CT,3,85,,0
0924FENC,9/25/2024,FENC,CT,3,86,,0
0924FENC,9/25/2024,FENC,CT,3,87,,0
0924FENC,9/25/2024,FENC,CT,3,88,,0
0924FENC,9/25/2024,FENC,CT,3,89,,0
0924FENC,9/25/2024,FENC,CT,3,90,,0
0924FENC,9/25/2024,FENC,CT,3,91,,0
0924FENC,9/25/2024,FENC,CT,3,92,,0
0924FENC,9/25/2024,FENC,CT,3,93,,0
0924FENC,9/25/2024,FENC,CT,3,94,,0
0924FENC,9/25/2024,FENC,CT,3,95,,0
0924FENC,9/25/2024,FENC,CT,3,96,,0
0924FENC,9/25/2024,FENC,CT,3,97,,0
0924FENC,9/25/2024,FENC,CT,3,98,,0
0924FENC,9/25/2024,FENC,CT,3,99,,0
0924FENC,9/25/2024,FENC,CT,3,100,,0
