lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0823GOLD_11,8/14/2023,GOLD,11,NA,NA,8/15/2023,56.62,93.82,59.23,16.08,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_12,8/14/2023,GOLD,12,NA,NA,8/15/2023,42.87,88.97,55.72,13.23,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_13,8/14/2023,GOLD,13,NA,NA,8/15/2023,57.4,76.74,69.7,17.63,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_14,8/14/2023,GOLD,14,NA,NA,8/15/2023,56.87,92.59,54.99,23.77,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_15,8/14/2023,GOLD,15,NA,NA,8/15/2023,43.75,95.12,60.27,17.83,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_16,8/14/2023,GOLD,16,NA,NA,8/15/2023,62.02,98.5,50.35,15.1,2_good,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_17,8/14/2023,GOLD,17,NA,NA,8/15/2023,42.66,71.78,49.89,23.86,2_good,pea crab ,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_18,8/14/2023,GOLD,18,NA,NA,8/15/2023,40.14,76.83,51.65,24.16,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_19,8/14/2023,GOLD,19,NA,NA,8/15/2023,53.68,80.72,55.85,25.34,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_20,8/14/2023,GOLD,20,NA,NA,8/15/2023,38.83,82.59,45.95,19.91,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_21,8/14/2023,GOLD,21,NA,NA,8/15/2023,41.64,86.37,51.65,22.49,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_22,8/14/2023,GOLD,22,NA,NA,8/15/2023,54.13,99.38,57.81,18.49,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_23,8/14/2023,GOLD,23,NA,NA,8/15/2023,54.74,77.64,57.79,26.02,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_24,8/14/2023,GOLD,24,NA,NA,8/15/2023,66.92,100.56,21.21,51.32,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_25,8/14/2023,GOLD,25,NA,NA,8/15/2023,54.87,82.34,70.27,26.21,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_26,8/14/2023,GOLD,26,NA,NA,8/15/2023,66.39,73.48,65.73,29.95,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_27,8/14/2023,GOLD,27,NA,NA,8/15/2023,45.37,83.81,42.42,16.78,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_28,8/14/2023,GOLD,28,NA,NA,8/15/2023,69.51,96.28,54.32,29.91,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823GOLD_29,8/14/2023,GOLD,29,NA,NA,8/15/2023,48.43,81.76,59.18,23.91,4_fair_plus,No Histology taken due to condition of tissue ,TRUE,TRUE,TRUE,FALSE,FALSE,8/15/2023,
0823GOLD_30,8/14/2023,GOLD,30,NA,NA,8/15/2023,44.41,77.2,48.12,26.82,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
