lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0523LAUR_19,5/25/2023,LAUR,19,NA,NA,5/26/2023,210.81,122.39,99.55,41.58,3_good_minus,complete boring spong all through shell,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_20,5/25/2023,LAUR,20,NA,NA,5/26/2023,167.92,100.2,80.05,32.76,4_fair_plus,boring sponge hinge. conchiolin ring,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_21,5/25/2023,LAUR,21,NA,NA,5/26/2023,280.01,128.58,86.73,40.08,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_22,5/25/2023,LAUR,22,NA,NA,5/26/2023,240.95,124.59,99.33,37.26,3_good_minus,boring sponge hinge. conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_23,5/25/2023,LAUR,23,NA,NA,5/26/2023,223.26,117.98,92.83,33.65,6_fair_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_24,5/25/2023,LAUR,24,NA,NA,5/26/2023,190.77,121.47,85.66,29.25,6_fair_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_25,5/25/2023,LAUR,25,NA,NA,5/26/2023,286.04,147.15,96.3,35.92,6_fair_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_26,5/25/2023,LAUR,26,NA,NA,5/26/2023,207.57,120.56,97.15,34.98,2_good,conchiolin light,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_27,5/25/2023,LAUR,27,NA,NA,5/26/2023,206.95,110.13,102.54,38.8,3_good_minus,conchiolin ring. boring sponge ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_28,5/25/2023,LAUR,28,NA,NA,5/26/2023,229.47,119.99,101.52,41.27,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_29,5/25/2023,LAUR,29,NA,NA,5/26/2023,234.2,129.51,86.39,37.34,5_fair,conchiolin ring. boring sponge ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
0523LAUR_30,5/25/2023,LAUR,30,NA,NA,5/26/2023,302.61,137.42,80.7,36.66,3_good_minus,conchiolin ring. boring sponge ,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2023,5/27/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
