lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0823FENC_11,8/9/2023,FENC,11,upper,under_bridge,8/10/2023,51.23,117.13,42.85,15.88,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_12,8/9/2023,FENC,12,upper,under_bridge,8/10/2023,155.74,120.14,75.91,30.16,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_13,8/9/2023,FENC,13,upper,under_bridge,8/10/2023,66.45,117.36,55.89,21.51,4_fair_plus,light conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_14,8/9/2023,FENC,14,upper,under_bridge,8/10/2023,75.56,109.15,60.63,21.39,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_15,8/9/2023,FENC,15,upper,under_bridge,8/10/2023,89.27,115.81,55.28,26.06,6_fair_minus,conchiolin and mud blisters ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_16,8/9/2023,FENC,16,lower,under_bridge,8/10/2023,110.9,113.19,58.79,31.96,5_fair,big pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_17,8/9/2023,FENC,17,lower,under_bridge,8/10/2023,86.68,103.18,62.03,27.31,5_fair,big  pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_18,8/9/2023,FENC,18,lower,under_bridge,8/10/2023,195.48,138.55,78.22,39.72,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_19,8/9/2023,FENC,19,lower,under_bridge,8/10/2023,56.76,100.07,51.52,23.13,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_20,8/9/2023,FENC,20,lower,under_bridge,8/10/2023,124.91,108.41,66.43,27.13,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_21,8/9/2023,FENC,21,upper,lease_sun,8/10/2023,61.47,84.08,63.1,25.57,4_fair_plus,big pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_22,8/9/2023,FENC,22,upper,lease_sun,8/10/2023,115.58,130.74,56.74,24.39,4_fair_plus,conchiolin and mud blisters ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_23,8/9/2023,FENC,23,upper,lease_sun,8/10/2023,68.79,108.76,62.93,21.05,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_24,8/9/2023,FENC,24,upper,lease_sun,8/10/2023,106.24,120.68,64.26,30.2,3_good_minus,light conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_25,8/9/2023,FENC,25,upper,lease_sun,8/10/2023,187.31,120.54,86.16,30.42,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_26,8/9/2023,FENC,26,lower,lease_sun,8/10/2023,90.19,95.12,71.66,29.89,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_27,8/9/2023,FENC,27,lower,lease_sun,8/10/2023,116.56,131.04,72.35,28.17,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_28,8/9/2023,FENC,28,lower,lease_sun,8/10/2023,69.04,102.59,63.8,24.75,,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_29,8/9/2023,FENC,29,lower,lease_sun,8/10/2023,60.3,122.66,54.35,20.11,5_fair,conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
0823FENC_30,8/9/2023,FENC,30,lower,lease_sun,8/10/2023,62.72,103.5,52.57,24.42,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/10/2023,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
