lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0923GOLD_18,9/26/2023,GOLD,18,NA,NA,9/26/2023,90.2,103.28,64.56,29.35,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_19,9/26/2023,GOLD,19,NA,NA,9/26/2023,59.75,95.34,55.17,23.99,5_fair,light mud blister,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_20,9/26/2023,GOLD,20,NA,NA,9/26/2023,76.8,120.64,58.78,18.29,4_fair_plus,light mud blister,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_21,9/26/2023,GOLD,21,NA,NA,9/26/2023,87.86,91.7,64.5,26.27,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_22,9/26/2023,GOLD,22,NA,NA,9/26/2023,82.99,92.52,61.67,22.91,4_fair_plus,light blister,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_23,9/26/2023,GOLD,23,NA,NA,9/26/2023,60.06,8.62,49.54,15.92,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_24,9/26/2023,GOLD,24,NA,NA,9/26/2023,74.69,119.61,54.32,17.45,4_fair_plus,light blister ,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_25,9/26/2023,GOLD,25,NA,NA,9/26/2023,102.12,117.56,56.21,20.32,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_26,9/26/2023,GOLD,26,NA,NA,9/26/2023,60.57,119.97,56.98,20.19,6_fair_minus,light blister ,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_27,9/26/2023,GOLD,27,NA,NA,9/26/2023,74.89,101.28,60.36,17.75,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_28,9/26/2023,GOLD,28,NA,NA,9/26/2023,59.84,107.11,44.47,20.25,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_29,9/26/2023,GOLD,29,NA,NA,9/26/2023,58.57,115.3,49.01,22.03,7_poor_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
0923GOLD_30,9/26/2023,GOLD,30,NA,NA,9/26/2023,42.29,110.72,41.77,15.88,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,9/26/2023,9/27/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
