lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0623GOLD_25,6/20/2023,GOLD,25,NA,NA,6/21/2023,26.02,66.43,37.77,21.56,5_fair,rectum severed. unable to locate gill and gut only for qpcr,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623GOLD_26,6/20/2023,GOLD,26,NA,NA,6/21/2023,24.58,67.86,45.74,17.77,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623GOLD_27,6/20/2023,GOLD,27,NA,NA,6/21/2023,18.02,75.76,42.46,13.2,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623GOLD_28,6/20/2023,GOLD,28,NA,NA,6/21/2023,22.34,58.19,42.82,17.97,2_good,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623GOLD_29,6/20/2023,GOLD,29,NA,NA,6/21/2023,20.17,56.59,54.97,13.57,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623GOLD_30,6/20/2023,GOLD,30,NA,NA,6/21/2023,27.94,76.41,45.42,14.02,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
