lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0823ASHC_19,8/7/2023,ASHC,19,mid,NA,8/7/2023,189,158.04,59.43,31.32,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_20,8/7/2023,ASHC,20,mid,NA,8/7/2023,77.15,125.1,53.62,20.94,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_21,8/7/2023,ASHC,21,lower,NA,8/7/2023,105.12,97.27,58.14,30.87,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_22,8/7/2023,ASHC,22,lower,NA,8/7/2023,131.91,93.4,75.52,34.41,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_23,8/7/2023,ASHC,23,lower,NA,8/7/2023,99.6,90.58,57.92,32.28,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_24,8/7/2023,ASHC,24,lower,NA,8/7/2023,209.56,109.83,75.24,41.27,5_fair,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_25,8/7/2023,ASHC,25,lower,NA,8/7/2023,168.12,101.77,68.92,36.58,3_good_minus,stabbed while Shucking,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_26,8/7/2023,ASHC,26,lower,NA,8/7/2023,126.01,94.55,70.17,31.88,7_poor_plus,Pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_27,8/7/2023,ASHC,27,lower,NA,8/7/2023,171.05,107.87,65.67,34.35,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_28,8/7/2023,ASHC,28,lower,NA,8/7/2023,108.83,91.91,70.65,31.11,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_29,8/7/2023,ASHC,29,lower,NA,8/7/2023,95.77,100.84,62.13,27.75,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
0823ASHC_30,8/7/2023,ASHC,30,lower,NA,8/7/2023,83.8,102.08,59.02,23.18,4_fair_plus,Pea crab,TRUE,TRUE,TRUE,FALSE,TRUE,8/7/2023,8/8/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
