lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0823LAUR_27,8/14/2023,LAUR,27,NA,NA,8/15/2023,122.28,102.67,91.1,31.23,3_good_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823LAUR_28,8/14/2023,LAUR,28,NA,NA,8/15/2023,243.07,107.43,69.65,26.26,6_fair_minus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823LAUR_29,8/14/2023,LAUR,29,NA,NA,8/15/2023,74.25,116.7,98.12,36.23,4_fair_plus,,TRUE,TRUE,TRUE,FALSE,TRUE,8/15/2023,
0823LAUR_30,8/14/2023,LAUR,30,NA,NA,8/15/2023,,84.16,61.92,26.35,7_poor_plus,No histology due to poor condition of tissue ,TRUE,TRUE,TRUE,FALSE,FALSE,8/15/2023,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
