lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0623LAUR_23,6/20/2023,LAUR,23,NA,NA,6/21/2023,206,111.85,93.41,34.32,3_good_minus,light conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_24,6/20/2023,LAUR,24,NA,NA,6/21/2023,139.62,107.95,83.98,27.27,5_fair,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_25,6/20/2023,LAUR,25,NA,NA,6/21/2023,196.31,134.75,84.16,34.34,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_26,6/20/2023,LAUR,26,NA,NA,6/21/2023,145.15,109.01,86.82,31.85,2_good,,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_27,6/20/2023,LAUR,27,NA,NA,6/21/2023,204.55,122.65,88.81,29.73,4_fair_plus,"conchiolin,  mud blisters ",TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_28,6/20/2023,LAUR,28,NA,NA,6/21/2023,158.14,105.98,78.53,32.71,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_29,6/20/2023,LAUR,29,NA,NA,6/21/2023,183.41,109.44,87.2,33.35,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
0623LAUR_30,6/20/2023,LAUR,30,NA,NA,6/21/2023,231.37,122.64,101.53,35.18,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,6/21/2023,6/23/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
