lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0423FENC_13,4/27/2023,FENC,13,,under_bridge,4/28/2023,104.66,94.91,64.63,26.04,fat,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_14,4/27/2023,FENC,14,,under_bridge,4/28/2023,115,116.82,59.78,21.48,fat,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_15,4/27/2023,FENC,15,,under_bridge,4/28/2023,97.06,96.79,60.07,25.27,medium,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_16,4/27/2023,FENC,16,,under_bridge,4/28/2023,138.75,120.26,61.25,28.91,medium,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_17,4/27/2023,FENC,17,,under_bridge,4/28/2023,104.32,126.56,53.07,23.23,fat,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_18,4/27/2023,FENC,18,,under_bridge,4/28/2023,114.3,124.22,59.78,23.61,medium,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_19,4/27/2023,FENC,19,,under_bridge,4/28/2023,154,151.5,60.9,32.23,medium,empty oyster. replaced with one collected for USDA since they were primarily collected from under the bridge,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_20,4/27/2023,FENC,20,lower,sunlight,4/28/2023,140.7,124.72,71.58,28.02,medium,polydora mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_21,4/27/2023,FENC,21,lower,sunlight,4/28/2023,66.01,91.59,51.28,29.62,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_22,4/27/2023,FENC,22,lower,sunlight,4/28/2023,98.09,147.23,56.53,19.5,watery,,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_23,4/27/2023,FENC,23,lower,sunlight,4/28/2023,42.84,88.09,41.28,17.26,watery,,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_24,4/27/2023,FENC,24,lower,sunlight,4/28/2023,80.46,119.66,51.26,26.71,medium,pea crab,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_25,4/27/2023,FENC,25,lower,sunlight,4/28/2023,69.23,90.95,42.22,26.7,medium,pea crab,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_26,4/27/2023,FENC,26,lower,sunlight,4/28/2023,55.74,93.77,53.48,20.76,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_27,4/27/2023,FENC,27,lower,sunlight,4/28/2023,43.57,96.98,43.9,17.98,medium,pea crab; mudblisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_28,4/27/2023,FENC,28,lower,sunlight,4/28/2023,90.7,96.08,49.89,25.8,watery,pea crab; mudblisters,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_29,4/27/2023,FENC,29,lower,sunlight,4/28/2023,48.11,99.93,46.62,20.65,medium,,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
0423FENC_30,4/27/2023,FENC,30,lower,sunlight,4/28/2023,57.99,92.45,47.66,29.24,fat,,TRUE,TRUE,TRUE,TRUE,TRUE,4/28/2023,4/30/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
