lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
1123ASHC_11,11/6/2023,ASHC,11,mid,NA,11/6/2023,125.68,116.95,55.32,26.77,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_12,11/6/2023,ASHC,12,mid,NA,11/6/2023,121.03,89.07,60.45,30.59,2_good,peacrab ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_13,11/6/2023,ASHC,13,mid,NA,11/6/2023,69.08,138.27,46.98,16.84,5_fair,,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_14,11/6/2023,ASHC,14,mid,NA,11/6/2023,66.83,97.06,53.02,21.91,2_good,peacrab ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_15,11/6/2023,ASHC,15,mid,NA,11/6/2023,197.23,138.22,60.79,30.47,3_good_minus,peacrab ; mud blister; conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_16,11/6/2023,ASHC,16,mid,NA,11/6/2023,106.35,148.25,50.99,29.93,3_good_minus,mud blister ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_17,11/6/2023,ASHC,17,mid,NA,11/6/2023,79.2,109.67,59.76,20.94,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_18,11/6/2023,ASHC,18,mid,NA,11/6/2023,94.34,105.25,62.77,24.3,2_good,conchiolin; conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_19,11/6/2023,ASHC,19,mid,NA,11/6/2023,72.89,108.79,59.26,20.74,4_fair_plus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_20,11/6/2023,ASHC,20,mid,NA,11/6/2023,64.79,81.37,53.6,21.6,2_good,mud blisters ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_21,11/6/2023,ASHC,21,lower,NA,11/6/2023,183.09,139.89,70.32,33.42,3_good_minus,mud blisters conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_22,11/6/2023,ASHC,22,lower,NA,11/6/2023,94.22,95.61,61.97,25.29,3_good_minus,mud blisters ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_23,11/6/2023,ASHC,23,lower,NA,11/6/2023,54.96,101.31,52.68,17.35,4_fair_plus,mud blisters ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_24,11/6/2023,ASHC,24,lower,NA,11/6/2023,115.57,121.82,62.32,29.38,3_good_minus,peacrab ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_25,11/6/2023,ASHC,25,lower,NA,11/6/2023,77.65,98.47,66.38,21.87,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_26,11/6/2023,ASHC,26,lower,NA,11/6/2023,88.38,87.65,59.54,22.41,2_good,mud blisters conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_27,11/6/2023,ASHC,27,lower,NA,11/6/2023,62.89,82.6,52.26,26.55,2_good,,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_28,11/6/2023,ASHC,28,lower,NA,11/6/2023,52.52,80.37,48.02,19.54,4_fair_plus,peacrab ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_29,11/6/2023,ASHC,29,lower,NA,11/6/2023,68.14,88.13,58.21,22.75,3_good_minus,mud blisters ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
1123ASHC_30,11/6/2023,ASHC,30,lower,NA,11/6/2023,81.51,96.31,58.16,21.81,3_good_minus,conchiolin ,TRUE,TRUE,TRUE,TRUE,TRUE,11/6/2023,11/7/2023
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
